T_inst E_tot P Z
0.389274 -5.74136 -2.91298 -8.80366
0.389407 -5.74021 -2.90765 -8.78455
0.38953 -5.7394 -2.90348 -8.7692
0.389625 -5.73861 -2.89983 -8.75602
0.389686 -5.73818 -2.89718 -8.74664
0.389717 -5.73748 -2.89437 -8.73748
0.389729 -5.73695 -2.8921 -8.73034
0.389735 -5.73645 -2.89014 -8.7243
0.389746 -5.73576 -2.88819 -8.71816
0.389769 -5.73523 -2.88686 -8.71362
0.389814 -5.73471 -2.88602 -8.71011
0.389882 -5.73451 -2.88628 -8.70936
0.389971 -5.73453 -2.88757 -8.71127
0.390085 -5.73438 -2.8893 -8.71396
0.390225 -5.73441 -2.8922 -8.71957
0.390394 -5.73487 -2.89679 -8.72961
0.390589 -5.73534 -2.90242 -8.74222
0.390811 -5.73636 -2.91008 -8.7603
0.391053 -5.73761 -2.91927 -8.78254
0.3913 -5.73907 -2.92993 -8.80903
0.391543 -5.74114 -2.94263 -8.84174
0.391765 -5.74362 -2.95693 -8.87965
0.391952 -5.74608 -2.97187 -8.92028
0.392093 -5.74886 -2.9878 -8.96488
0.392181 -5.75198 -3.0045 -9.01295
0.392214 -5.75527 -3.02142 -9.06294
0.392193 -5.75864 -3.03813 -9.11356
0.392125 -5.76189 -3.05412 -9.1631
0.392012 -5.76504 -3.06916 -9.2109
0.391855 -5.76812 -3.0831 -9.25641
0.391655 -5.77118 -3.09582 -9.29936
0.391409 -5.77387 -3.10651 -9.33733
0.391126 -5.77584 -3.11444 -9.36795
0.390818 -5.77747 -3.1202 -9.39266
0.390501 -5.77879 -3.12382 -9.41117
0.390194 -5.77986 -3.12547 -9.42359
0.389913 -5.7807 -3.12533 -9.42995
0.389667 -5.78054 -3.12228 -9.4267
0.389462 -5.77991 -3.11737 -9.41682
0.389298 -5.77915 -3.1114 -9.40275
0.389171 -5.77836 -3.10468 -9.3855
0.38907 -5.77684 -3.09614 -9.36213
0.388989 -5.77516 -3.0869 -9.33613
0.388922 -5.77366 -3.07758 -9.30955
0.388858 -5.77218 -3.06794 -9.2819
0.388792 -5.77057 -3.05775 -9.25265
0.388721 -5.76895 -3.04724 -9.22253
0.388648 -5.76716 -3.03617 -9.19074
0.388573 -5.76519 -3.02452 -9.15724
0.3885 -5.76302 -3.0123 -9.12196
0.393409 -5.75281 -2.99457 -8.95511
0.393324 -5.75069 -2.98184 -8.91897
0.39327 -5.74781 -2.96775 -8.87807
0.393261 -5.7447 -2.9534 -8.8353
0.393316 -5.74234 -2.94069 -8.79608
0.393451 -5.73967 -2.9282 -8.7557
0.393668 -5.73742 -2.91741 -8.71863
0.393952 -5.73538 -2.9082 -8.68484
0.394271 -5.73363 -2.90074 -8.65556
0.394579 -5.73228 -2.89514 -8.6321
0.394826 -5.73181 -2.89189 -8.617
0.394973 -5.73154 -2.8894 -8.60641
0.394998 -5.73146 -2.8872 -8.5993
0.394909 -5.73141 -2.88465 -8.59362
0.394734 -5.73112 -2.88103 -8.58665
0.394507 -5.73053 -2.87612 -8.57695
0.394273 -5.72958 -2.86988 -8.56343
0.394072 -5.72843 -2.86278 -8.5466
0.393929 -5.72711 -2.85514 -8.52689
0.393859 -5.72523 -2.84663 -8.50296
0.393873 -5.72359 -2.83892 -8.47963
0.393974 -5.72187 -2.83182 -8.45629
0.394155 -5.72029 -2.82597 -8.43494
0.394404 -5.71919 -2.82219 -8.41831
0.394705 -5.71852 -2.82053 -8.40695
0.395041 -5.7184 -2.82126 -8.40198
0.39539 -5.7184 -2.82365 -8.40168
0.395729 -5.71873 -2.8279 -8.40713
0.396036 -5.71992 -2.83473 -8.4209
0.39629 -5.72157 -2.84314 -8.44047
0.396472 -5.72333 -2.85216 -8.46336
0.39657 -5.72569 -2.86228 -8.49126
0.396585 -5.72792 -2.87184 -8.51933
0.396516 -5.73024 -2.88089 -8.54767
0.396362 -5.73247 -2.88873 -8.57424
0.396128 -5.73431 -2.89455 -8.5966
0.395818 -5.73604 -2.89852 -8.61514
0.395433 -5.73744 -2.9 -8.62792
0.394984 -5.73808 -2.89807 -8.63196
0.394495 -5.73809 -2.89291 -8.62728
0.393995 -5.73754 -2.88468 -8.61367
0.393523 -5.73613 -2.87314 -8.58951
0.393124 -5.73371 -2.8585 -8.55442
0.392838 -5.73108 -2.84263 -8.51312
0.3927 -5.72795 -2.82578 -8.46562
0.392728 -5.72479 -2.80943 -8.41603
0.392917 -5.72125 -2.79366 -8.36475
0.39325 -5.71819 -2.78054 -8.31844
0.393696 -5.71573 -2.77069 -8.27959
0.394221 -5.71368 -2.7641 -8.24886
0.399767 -5.70503 -2.75731 -8.11446
0.400303 -5.70463 -2.75847 -8.107
0.400817 -5.70498 -2.76321 -8.11053
0.401277 -5.70627 -2.77158 -8.12575
0.401656 -5.70834 -2.78289 -8.15124
0.401932 -5.71079 -2.79599 -8.18396
0.402096 -5.71358 -2.81027 -8.22241
0.40214 -5.71677 -2.8253 -8.26547
0.402074 -5.71974 -2.83953 -8.30849
0.401911 -5.72331 -2.85392 -8.35399
0.401661 -5.72609 -2.86572 -8.39373
0.401343 -5.7285 -2.87536 -8.42863
0.400972 -5.73033 -2.88221 -8.45654
0.400564 -5.73177 -2.88646 -8.47763
0.400136 -5.73262 -2.88768 -8.49028
0.399705 -5.73265 -2.8855 -8.49303
0.39929 -5.73205 -2.88035 -8.48666
0.398914 -5.73121 -2.87307 -8.47321
0.398595 -5.72933 -2.86262 -8.44917
0.398347 -5.72716 -2.85061 -8.41894
0.398191 -5.72467 -2.83742 -8.38328
0.398132 -5.72209 -2.82386 -8.34444
0.398168 -5.71934 -2.81026 -8.30349
0.398298 -5.71632 -2.79688 -8.26126
0.398516 -5.71369 -2.78521 -8.22232
0.398808 -5.71137 -2.77545 -8.1875
0.399162 -5.70933 -2.76782 -8.15773
0.399565 -5.70841 -2.76391 -8.138
0.400007 -5.70732 -2.7617 -8.12248
0.400476 -5.70762 -2.76386 -8.11933
0.400945 -5.70828 -2.7686 -8.12375
0.401371 -5.70993 -2.77669 -8.13885
0.401708 -5.71177 -2.78635 -8.16029
0.401909 -5.71433 -2.79782 -8.18981
0.401936 -5.71709 -2.80955 -8.22356
0.401792 -5.72027 -2.82122 -8.2607
0.401504 -5.72234 -2.82976 -8.29166
0.401124 -5.72482 -2.83749 -8.32218
0.400714 -5.72639 -2.84211 -8.34427
0.400323 -5.72745 -2.84447 -8.35934
0.399993 -5.728 -2.84484 -8.36732
0.399746 -5.72819 -2.84379 -8.36941
0.39959 -5.72795 -2.84159 -8.3662
0.399521 -5.72748 -2.83889 -8.35969
0.399522 -5.72668 -2.83577 -8.35048
0.399575 -5.72628 -2.83366 -8.34316
0.399659 -5.72563 -2.83153 -8.33514
0.399748 -5.72489 -2.8297 -8.32789
0.399823 -5.7247 -2.82915 -8.32471
0.399866 -5.72431 -2.82847 -8.32181
0.404847 -5.71683 -2.82416 -8.20689
0.404769 -5.71675 -2.82363 -8.20696
0.404664 -5.7165 -2.82245 -8.20565
0.404548 -5.71615 -2.82071 -8.20292
0.404441 -5.71533 -2.81787 -8.19684
0.404361 -5.71444 -2.81467 -8.18915
0.40432 -5.71332 -2.81104 -8.17944
0.404322 -5.71258 -2.80815 -8.17097
0.404374 -5.71162 -2.80517 -8.16124
0.404471 -5.7106 -2.80251 -8.15157
0.404598 -5.70975 -2.80065 -8.1436
0.404738 -5.70923 -2.79986 -8.1385
0.404864 -5.70867 -2.79946 -8.13478
0.404952 -5.70843 -2.79988 -8.13424
0.404984 -5.70834 -2.80061 -8.13573
0.404958 -5.70859 -2.80178 -8.13962
0.404888 -5.70836 -2.80187 -8.1413
0.40479 -5.70851 -2.80228 -8.14446
0.404684 -5.70791 -2.80109 -8.14314
0.404587 -5.70732 -2.79966 -8.14094
0.404506 -5.70653 -2.79771 -8.13689
0.40444 -5.70566 -2.79549 -8.13176
0.404387 -5.70486 -2.79331 -8.12649
0.404346 -5.7042 -2.79136 -8.12165
0.404312 -5.70305 -2.78857 -8.11421
0.40429 -5.70236 -2.78662 -8.10898
0.404289 -5.7012 -2.78405 -8.10152
0.404323 -5.70009 -2.78188 -8.09453
0.404411 -5.69924 -2.78068 -8.08928
0.404568 -5.69848 -2.78042 -8.08538
0.404794 -5.69782 -2.78134 -8.08353
0.405078 -5.69791 -2.78469 -8.08759
0.405392 -5.69791 -2.7891 -8.09412
0.405697 -5.69835 -2.79534 -8.10612
0.405961 -5.6992 -2.80312 -8.12341
0.40616 -5.70057 -2.81235 -8.14618
0.406283 -5.70218 -2.82224 -8.17233
0.406335 -5.70425 -2.83283 -8.20194
0.406318 -5.70616 -2.84281 -8.2312
0.40624 -5.70819 -2.85241 -8.26056
0.406109 -5.71019 -2.86111 -8.28844
0.405929 -5.71185 -2.86822 -8.31273
0.405711 -5.71387 -2.87475 -8.33614
0.405462 -5.71503 -2.87853 -8.35221
0.405198 -5.71599 -2.88061 -8.36368
0.404931 -5.71636 -2.88034 -8.36841
0.404676 -5.71616 -2.87783 -8.36641
0.404451 -5.7156 -2.87358 -8.35871
0.404274 -5.71464 -2.86777 -8.34544
0.404155 -5.71352 -2.86105 -8.32833
0.409069 -5.70446 -2.84873 -8.19287
0.409022 -5.70265 -2.83987 -8.16831
0.409017 -5.70093 -2.83099 -8.14287
0.409036 -5.69935 -2.82226 -8.11739
0.409064 -5.69801 -2.81398 -8.09301
0.409095 -5.69654 -2.80553 -8.06811
0.409129 -5.69537 -2.79778 -8.04515
0.409172 -5.69401 -2.78997 -8.02187
0.409229 -5.69254 -2.78238 -7.99891
0.409309 -5.69134 -2.7758 -7.97844
0.409419 -5.69023 -2.77008 -7.95985
0.409567 -5.6892 -2.76542 -7.9436
0.409758 -5.68864 -2.76265 -7.93196
0.409997 -5.68831 -2.76157 -7.92423
0.410276 -5.68833 -2.7625 -7.92149
0.410574 -5.68874 -2.76557 -7.92454
0.410865 -5.68934 -2.77034 -7.93258
0.41112 -5.69081 -2.77776 -7.94891
0.411305 -5.6926 -2.78658 -7.97054
0.411404 -5.69454 -2.79618 -7.99608
0.411419 -5.69682 -2.80654 -8.02543
0.411363 -5.69899 -2.81664 -8.05541
0.411258 -5.70075 -2.82581 -8.0837
0.411129 -5.70265 -2.83492 -8.11229
0.411006 -5.70404 -2.84288 -8.13751
0.410914 -5.70554 -2.85089 -8.16227
0.410866 -5.70681 -2.8585 -8.185
0.410864 -5.70831 -2.8666 -8.20824
0.410895 -5.70975 -2.87476 -8.231
0.41093 -5.71123 -2.88306 -8.25406
0.410945 -5.71232 -2.89066 -8.27551
0.410921 -5.71406 -2.89908 -8.30009
0.410844 -5.71543 -2.90633 -8.3224
0.410712 -5.71675 -2.91273 -8.34341
0.410534 -5.71769 -2.91749 -8.36067
0.410318 -5.71857 -2.92099 -8.37511
0.410078 -5.71899 -2.92245 -8.38421
0.409828 -5.71907 -2.92201 -8.38806
0.409577 -5.71892 -2.91984 -8.38696
0.409334 -5.71863 -2.91609 -8.38118
0.409108 -5.71759 -2.90983 -8.36779
0.408912 -5.7163 -2.90201 -8.34931
0.408745 -5.7146 -2.89245 -8.32519
0.408608 -5.71254 -2.88142 -8.29622
0.408502 -5.7104 -2.8695 -8.26406
0.408426 -5.70851 -2.85744 -8.23086
0.408378 -5.70643 -2.84463 -8.19492
0.408355 -5.70357 -2.8302 -8.15381
0.408354 -5.70074 -2.8157 -8.11205
0.40837 -5.69852 -2.80221 -8.07287
0.413374 -5.6881 -2.7832 -7.92104
0.413388 -5.68566 -2.76934 -7.88133
0.413426 -5.68317 -2.75563 -7.84161
0.413484 -5.68068 -2.74232 -7.80263
0.413556 -5.67857 -2.73017 -7.7667
0.41363 -5.67654 -2.71869 -7.73266
0.413696 -5.67438 -2.70756 -7.69976
0.413746 -5.67273 -2.69786 -7.67126
0.413788 -5.67089 -2.68844 -7.6437
0.413837 -5.66894 -2.67954 -7.6175
0.413917 -5.66755 -2.6725 -7.59599
0.414056 -5.6655 -2.66549 -7.57356
0.414267 -5.66415 -2.66111 -7.55724
0.41455 -5.66337 -2.65935 -7.54708
0.414893 -5.66269 -2.6596 -7.54156
0.415271 -5.66234 -2.66227 -7.54225
0.415649 -5.66301 -2.66842 -7.55281
0.415993 -5.66418 -2.67693 -7.57062
0.41628 -5.66566 -2.68715 -7.5943
0.416488 -5.66752 -2.69882 -7.62346
0.416608 -5.66973 -2.71142 -7.65685
0.41664 -5.67231 -2.72464 -7.6936
0.416592 -5.67462 -2.73701 -7.7294
0.416483 -5.67694 -2.74871 -7.7645
0.416328 -5.67911 -2.7593 -7.79729
0.416152 -5.6811 -2.76859 -7.82687
0.41597 -5.68286 -2.77644 -7.85249
0.415793 -5.6846 -2.78317 -7.87486
0.41563 -5.68588 -2.78806 -7.8918
0.415475 -5.68679 -2.79124 -7.90375
0.415314 -5.68777 -2.79341 -7.91297
0.415136 -5.6883 -2.79364 -7.917
0.414935 -5.6886 -2.7922 -7.91677
0.414708 -5.68845 -2.78868 -7.9111
0.414469 -5.68812 -2.78357 -7.90118
0.41424 -5.687 -2.77596 -7.88394
0.414041 -5.68597 -2.76756 -7.86384
0.413895 -5.68453 -2.75782 -7.83892
0.413816 -5.6825 -2.7468 -7.80909
0.413809 -5.68076 -2.73629 -7.77936
0.413865 -5.67863 -2.72546 -7.74751
0.41396 -5.67676 -2.71556 -7.71759
0.414063 -5.67528 -2.70688 -7.69101
0.414152 -5.67376 -2.69868 -7.66608
0.414207 -5.67257 -2.69146 -7.64455
0.414213 -5.67158 -2.68485 -7.62567
0.414164 -5.67016 -2.67763 -7.60605
0.414065 -5.66866 -2.67026 -7.58692
0.413935 -5.66707 -2.66266 -7.56772
0.413801 -5.66555 -2.65516 -7.54884
0.418668 -5.65626 -2.64291 -7.42665
0.418586 -5.65433 -2.6349 -7.4056
0.4186 -5.65208 -2.62699 -7.38312
0.418737 -5.64942 -2.61947 -7.35957
0.419003 -5.64769 -2.61504 -7.34247
0.419381 -5.64655 -2.61346 -7.33142
0.419834 -5.64582 -2.61461 -7.32673
0.420311 -5.64563 -2.61863 -7.32967
0.420756 -5.64616 -2.62557 -7.34133
0.421126 -5.64702 -2.63437 -7.35947
0.421388 -5.64874 -2.64541 -7.38572
0.421527 -5.65081 -2.65731 -7.4165
0.421546 -5.65294 -2.66908 -7.44899
0.42146 -5.65545 -2.68085 -7.48336
0.421293 -5.65772 -2.69124 -7.51534
0.421071 -5.65958 -2.69977 -7.54315
0.420826 -5.66113 -2.70654 -7.56647
0.420583 -5.66233 -2.7115 -7.5847
0.420366 -5.66309 -2.71462 -7.59735
0.420186 -5.66365 -2.71647 -7.60578
0.420049 -5.66413 -2.71741 -7.61091
0.419949 -5.66416 -2.71697 -7.61147
0.419881 -5.66395 -2.71563 -7.60897
0.41984 -5.6641 -2.71454 -7.60665
0.419821 -5.6638 -2.71247 -7.60121
0.419826 -5.66358 -2.71047 -7.5955
0.419852 -5.66336 -2.70848 -7.58947
0.419899 -5.66312 -2.70664 -7.58344
0.419968 -5.66298 -2.70525 -7.57832
0.420048 -5.66297 -2.70442 -7.57455
0.420139 -5.66338 -2.70475 -7.57382
0.42025 -5.66366 -2.70541 -7.57367
0.420389 -5.66407 -2.70698 -7.57555
0.420565 -5.66452 -2.70946 -7.57933
0.420777 -5.66528 -2.71347 -7.58671
0.421013 -5.66649 -2.71925 -7.5986
0.42125 -5.66791 -2.72638 -7.61426
0.421455 -5.66968 -2.73489 -7.63432
0.421592 -5.67209 -2.74498 -7.65999
0.421642 -5.67437 -2.75495 -7.6869
0.421588 -5.67696 -2.7651 -7.71621
0.421432 -5.67921 -2.77399 -7.7439
0.421188 -5.68157 -2.78204 -7.77085
0.42088 -5.68324 -2.78769 -7.79235
0.420538 -5.68443 -2.79123 -7.80857
0.420192 -5.68508 -2.79257 -7.81874
0.419864 -5.68542 -2.79217 -7.82373
0.419568 -5.68503 -2.78944 -7.82162
0.419321 -5.6842 -2.78512 -7.8141
0.41914 -5.68342 -2.78026 -7.80383
0.424016 -5.67459 -2.76974 -7.6849
0.423971 -5.67294 -2.76274 -7.66628
0.424014 -5.67152 -2.75626 -7.64754
0.42412 -5.66991 -2.74975 -7.62756
0.42426 -5.66859 -2.74411 -7.60939
0.424403 -5.66754 -2.73923 -7.59332
0.424522 -5.66694 -2.73529 -7.58026
0.4246 -5.66626 -2.73123 -7.56763
0.424623 -5.66565 -2.72705 -7.55564
0.424592 -5.66488 -2.7222 -7.54275
0.424511 -5.66464 -2.71765 -7.53157
0.424387 -5.6639 -2.71157 -7.51692
0.424236 -5.66306 -2.70455 -7.50012
0.42408 -5.66193 -2.69632 -7.48005
0.423934 -5.66069 -2.68724 -7.45743
0.42381 -5.65897 -2.67686 -7.43081
0.423717 -5.65724 -2.6661 -7.40255
0.423656 -5.65536 -2.65487 -7.37244
0.423621 -5.65315 -2.64305 -7.34021
0.423603 -5.65107 -2.63146 -7.30834
0.423588 -5.64912 -2.62019 -7.27729
0.423568 -5.64703 -2.60876 -7.2459
0.423539 -5.64477 -2.5972 -7.21427
0.423507 -5.64245 -2.58571 -7.18292
0.423481 -5.6405 -2.57512 -7.15395
0.423468 -5.63839 -2.56467 -7.12511
0.423484 -5.63588 -2.55411 -7.09551
0.423539 -5.63349 -2.54452 -7.06796
0.423645 -5.63124 -2.5362 -7.04307
0.423824 -5.62958 -2.53024 -7.02356
0.424095 -5.628 -2.52617 -7.00778
0.424468 -5.62656 -2.52448 -6.99694
0.424937 -5.62568 -2.5262 -6.99398
0.425473 -5.62547 -2.53168 -7.00033
0.426025 -5.62641 -2.54166 -7.01882
0.426531 -5.6279 -2.55482 -7.04676
0.426942 -5.63 -2.57075 -7.0839
0.427221 -5.63286 -2.58914 -7.12992
0.427357 -5.63652 -2.60943 -7.1835
0.427366 -5.6398 -2.62909 -7.23747
0.42728 -5.64343 -2.64899 -7.29371
0.427135 -5.64666 -2.66759 -7.34743
0.426965 -5.64967 -2.68506 -7.39848
0.426787 -5.65244 -2.70126 -7.44621
0.426609 -5.65529 -2.71663 -7.49173
0.426424 -5.65772 -2.73024 -7.53254
0.426219 -5.65997 -2.74235 -7.56957
0.425992 -5.6619 -2.75261 -7.60193
0.425747 -5.66346 -2.76088 -7.62917
0.425495 -5.66466 -2.76715 -7.65104
0.430246 -5.65786 -2.76699 -7.5661
0.430031 -5.65819 -2.76923 -7.576
0.429905 -5.65847 -2.77061 -7.582
0.429888 -5.65807 -2.77048 -7.58194
0.429975 -5.65805 -2.77099 -7.5818
0.430137 -5.658 -2.7717 -7.5809
0.430325 -5.65823 -2.77314 -7.58153
0.43049 -5.65872 -2.77516 -7.58414
0.430599 -5.65956 -2.77766 -7.58903
0.430628 -5.66066 -2.78017 -7.59538
0.430572 -5.66159 -2.78167 -7.60048
0.430431 -5.66258 -2.78225 -7.60454
0.430211 -5.66304 -2.78064 -7.60402
0.429932 -5.66329 -2.77721 -7.59959
0.429616 -5.66322 -2.77173 -7.59016
0.429286 -5.66255 -2.76368 -7.57396
0.42896 -5.66142 -2.75341 -7.55153
0.428662 -5.66008 -2.74152 -7.52414
0.428411 -5.65824 -2.72772 -7.49067
0.428221 -5.65574 -2.71206 -7.45096
0.428095 -5.65299 -2.69552 -7.40771
0.42803 -5.64989 -2.6782 -7.36122
0.428017 -5.64688 -2.66109 -7.31443
0.428035 -5.64387 -2.6442 -7.26767
0.42807 -5.64081 -2.62754 -7.22129
0.42811 -5.63793 -2.61158 -7.17677
0.428155 -5.6355 -2.59687 -7.13559
0.428221 -5.63313 -2.58293 -7.0962
0.428325 -5.63031 -2.56909 -7.05646
0.428482 -5.62787 -2.557 -7.0207
0.428702 -5.62553 -2.54646 -6.98815
0.428996 -5.62327 -2.53769 -6.95932
0.429353 -5.6221 -2.53257 -6.9395
0.429751 -5.62132 -2.53 -6.92603
0.430166 -5.62141 -2.53075 -6.92142
0.43056 -5.62162 -2.53341 -6.92234
0.430897 -5.62225 -2.53811 -6.92975
0.431147 -5.62373 -2.54521 -6.94511
0.431292 -5.62558 -2.5534 -6.96512
0.431321 -5.6276 -2.5619 -6.98783
0.43124 -5.62953 -2.56983 -7.01078
0.431068 -5.63119 -2.57657 -7.03197
0.430836 -5.63259 -2.58195 -7.05045
0.430577 -5.63377 -2.58597 -7.06567
0.430325 -5.63489 -2.58899 -7.07807
0.430101 -5.6354 -2.59017 -7.08498
0.429914 -5.6353 -2.5897 -7.08677
0.429764 -5.63478 -2.58801 -7.08462
0.429663 -5.6346 -2.58665 -7.08255
0.429638 -5.6342 -2.58494 -7.07829
0.434694 -5.62644 -2.57951 -6.98126
0.434852 -5.62601 -2.5787 -6.97653
0.435114 -5.62588 -2.57939 -6.9742
0.435416 -5.62605 -2.5816 -6.97533
0.435675 -5.62682 -2.58552 -6.98178
0.435821 -5.62773 -2.58987 -6.99121
0.435812 -5.62907 -2.59454 -7.00394
0.435653 -5.63013 -2.59782 -7.01537
0.43538 -5.63117 -2.59984 -7.02521
0.435049 -5.63212 -2.60037 -7.03198
0.434718 -5.63222 -2.59824 -7.03159
0.434445 -5.6315 -2.59383 -7.02406
0.434277 -5.63072 -2.58887 -7.01335
0.434233 -5.62977 -2.58373 -7.00011
0.434313 -5.62859 -2.57876 -6.98536
0.434498 -5.62748 -2.57486 -6.97185
0.434751 -5.62693 -2.57313 -6.96309
0.435026 -5.62658 -2.573 -6.95835
0.435283 -5.62674 -2.57496 -6.95953
0.435492 -5.62728 -2.57863 -6.96609
0.435638 -5.62829 -2.58392 -6.97806
0.435722 -5.62932 -2.58991 -6.9929
0.435756 -5.63067 -2.59692 -7.01127
0.435763 -5.63184 -2.60404 -7.03037
0.435765 -5.63281 -2.6112 -7.04969
0.435779 -5.63405 -2.61922 -7.0711
0.435817 -5.63518 -2.62751 -7.09285
0.435881 -5.63636 -2.63638 -7.11576
0.435978 -5.6376 -2.64593 -7.13993
0.436105 -5.63902 -2.65638 -7.16607
0.436252 -5.64049 -2.66749 -7.19361
0.436404 -5.64261 -2.68024 -7.22547
0.43654 -5.64468 -2.69326 -7.25831
0.436638 -5.6469 -2.70668 -7.29283
0.436673 -5.64929 -2.72019 -7.32866
0.436625 -5.65198 -2.73364 -7.3657
0.436487 -5.65399 -2.745 -7.39864
0.43626 -5.6563 -2.75556 -7.43099
0.435962 -5.6584 -2.76423 -7.45945
0.435617 -5.65926 -2.76909 -7.47847
0.43525 -5.66009 -2.77214 -7.49304
0.434884 -5.66052 -2.77279 -7.5011
0.434536 -5.66012 -2.77039 -7.5006
0.434222 -5.6594 -2.76596 -7.49405
0.433952 -5.65834 -2.75966 -7.48163
0.433733 -5.65675 -2.75136 -7.46289
0.433569 -5.65501 -2.74196 -7.44018
0.433459 -5.65307 -2.73155 -7.41383
0.433396 -5.6507 -2.71995 -7.38342
0.433367 -5.6479 -2.70726 -7.34945
0.438321 -5.63788 -2.69029 -7.22085
0.438264 -5.63565 -2.67758 -7.18766
0.438208 -5.63316 -2.66401 -7.15216
0.438154 -5.6304 -2.64963 -7.11441
0.438107 -5.62784 -2.63532 -7.07677
0.438077 -5.62468 -2.61989 -7.0358
0.438071 -5.62176 -2.6049 -6.99564
0.438093 -5.61897 -2.59036 -6.95626
0.438154 -5.61613 -2.57616 -6.91716
0.438258 -5.61345 -2.5629 -6.87991
0.438411 -5.61114 -2.55114 -6.84593
0.438617 -5.60876 -2.54036 -6.81382
0.438871 -5.60664 -2.53135 -6.78571
0.439168 -5.60478 -2.52421 -6.76201
0.439496 -5.60338 -2.51941 -6.74412
0.439836 -5.60295 -2.51778 -6.73455
0.440169 -5.60265 -2.51783 -6.72959
0.440474 -5.60311 -2.52046 -6.73196
0.440721 -5.60379 -2.52445 -6.73884
0.440892 -5.60483 -2.52972 -6.75026
0.440982 -5.60626 -2.53601 -6.76566
0.440991 -5.60767 -2.54225 -6.78219
0.440925 -5.60869 -2.54756 -6.79738
0.440799 -5.61055 -2.55381 -6.81598
0.440633 -5.61194 -2.5586 -6.83136
0.440446 -5.61282 -2.56181 -6.84282
0.440257 -5.61352 -2.56402 -6.85165
0.440085 -5.61364 -2.56457 -6.85583
0.439941 -5.61405 -2.56506 -6.85935
0.439833 -5.61362 -2.56368 -6.85737
0.439766 -5.6135 -2.56255 -6.85538
0.43975 -5.61323 -2.56108 -6.85169
0.439797 -5.61291 -2.55964 -6.8471
0.439911 -5.61247 -2.55836 -6.84192
0.44009 -5.61242 -2.55835 -6.8391
0.440317 -5.61265 -2.55951 -6.83869
0.440559 -5.61303 -2.56165 -6.84064
0.440769 -5.61363 -2.56465 -6.8454
0.440907 -5.61462 -2.56851 -6.85354
0.440948 -5.61592 -2.57266 -6.86397
0.440879 -5.6174 -2.57651 -6.87532
0.440707 -5.61861 -2.57892 -6.88444
0.440456 -5.6194 -2.57939 -6.88962
0.440153 -5.62015 -2.57849 -6.89196
0.439832 -5.62025 -2.57515 -6.88807
0.439524 -5.61992 -2.56991 -6.87887
0.439268 -5.61903 -2.56284 -6.86394
0.43909 -5.61792 -2.5549 -6.84543
0.439013 -5.6166 -2.54654 -6.82424
0.439052 -5.61519 -2.53846 -6.80199
0.444181 -5.6063 -2.52688 -6.69278
0.444394 -5.60465 -2.52014 -6.67172
0.444683 -5.6034 -2.5154 -6.65484
0.445025 -5.60294 -2.5135 -6.64471
0.445387 -5.60309 -2.51415 -6.64103
0.445731 -5.60373 -2.51702 -6.64347
0.446026 -5.60476 -2.52169 -6.65139
0.446239 -5.60644 -2.52823 -6.66547
0.446348 -5.60827 -2.53538 -6.68269
0.446334 -5.61072 -2.54342 -6.70407
0.446191 -5.61273 -2.55006 -6.72374
0.445914 -5.61438 -2.55491 -6.74071
0.445508 -5.61602 -2.55814 -6.75538
0.444989 -5.61664 -2.55762 -6.76188
0.444387 -5.61666 -2.55387 -6.76111
0.443748 -5.61544 -2.54574 -6.7493
0.443125 -5.61376 -2.53477 -6.72965
0.442581 -5.61134 -2.52088 -6.70101
0.442182 -5.60779 -2.50413 -6.66249
0.441991 -5.60365 -2.48631 -6.61795
0.442048 -5.59927 -2.46898 -6.57097
0.442365 -5.59522 -2.4541 -6.52669
0.442917 -5.59137 -2.44226 -6.4871
0.443642 -5.58815 -2.43471 -6.45648
0.444451 -5.58606 -2.43247 -6.4388
0.445248 -5.58508 -2.4353 -6.43476
0.445955 -5.58535 -2.44301 -6.44489
0.446528 -5.58677 -2.45485 -6.46781
0.446952 -5.58913 -2.46987 -6.5012
0.447235 -5.59194 -2.4867 -6.54135
0.447403 -5.59513 -2.50479 -6.5865
0.447471 -5.59887 -2.52405 -6.63612
0.447454 -5.60277 -2.54346 -6.6874
0.447374 -5.60641 -2.56206 -6.73751
0.447252 -5.61001 -2.58003 -6.78664
0.447112 -5.61323 -2.59677 -6.83279
0.446976 -5.61634 -2.6127 -6.8768
0.446853 -5.61917 -2.62759 -6.9179
0.446743 -5.62206 -2.64204 -6.95766
0.446652 -5.62438 -2.65504 -6.99331
0.446579 -5.62661 -2.66739 -7.027
0.446524 -5.62894 -2.67948 -7.0597
0.446481 -5.631 -2.69065 -7.08983
0.446428 -5.63316 -2.70145 -7.11913
0.446337 -5.63533 -2.71147 -7.147
0.446183 -5.6373 -2.7201 -7.1722
0.445955 -5.63931 -2.7274 -7.19513
0.445653 -5.64097 -2.73246 -7.21337
0.445293 -5.64186 -2.73437 -7.22423
0.444903 -5.64196 -2.73304 -7.22705
0.449488 -5.63417 -2.72478 -7.13173
0.44909 -5.63379 -2.71877 -7.1223
0.448758 -5.63257 -2.70981 -7.10406
0.448521 -5.63077 -2.69876 -7.07886
0.448395 -5.62869 -2.6866 -7.04893
0.448366 -5.62596 -2.67302 -7.01376
0.448402 -5.62343 -2.65972 -6.97831
0.448466 -5.62123 -2.64697 -6.94387
0.448521 -5.61887 -2.63394 -6.90882
