T_inst E_tot P Z
0.164713 -6.37185 -4.78112 -34.1494
0.164651 -6.37154 -4.77835 -34.1424
0.16459 -6.37107 -4.77493 -34.1305
0.164529 -6.37036 -4.77069 -34.1131
0.164466 -6.36975 -4.76622 -34.0941
0.164403 -6.36893 -4.76102 -34.0699
0.16434 -6.36798 -4.75522 -34.0415
0.16428 -6.36701 -4.74906 -34.0098
0.164225 -6.36602 -4.74259 -33.9749
0.164177 -6.36498 -4.73576 -33.9358
0.164143 -6.36359 -4.72822 -33.8889
0.164124 -6.36225 -4.72067 -33.8386
0.164125 -6.36086 -4.71309 -33.784
0.164149 -6.35964 -4.70594 -33.7279
0.164195 -6.35857 -4.69929 -33.6708
0.164261 -6.3574 -4.69283 -33.611
0.164346 -6.35617 -4.68671 -33.5498
0.164445 -6.35517 -4.68148 -33.4921
0.164553 -6.35434 -4.67708 -33.4387
0.164666 -6.35364 -4.67345 -33.3899
0.164776 -6.35312 -4.67069 -33.3479
0.164878 -6.3528 -4.66879 -33.3137
0.164969 -6.35266 -4.66767 -33.2872
0.165046 -6.35242 -4.66679 -33.2656
0.165104 -6.35259 -4.66693 -33.2548
0.165144 -6.35271 -4.66724 -33.2491
0.165163 -6.35287 -4.66778 -33.249
0.165163 -6.35314 -4.66857 -33.2546
0.165144 -6.35342 -4.66938 -33.2642
0.165108 -6.35366 -4.67002 -33.276
0.165058 -6.35388 -4.67049 -33.2895
0.164998 -6.35393 -4.67048 -33.3015
0.164931 -6.35389 -4.67008 -33.3122
0.164861 -6.35399 -4.66968 -33.3234
0.164792 -6.35376 -4.66848 -33.3289
0.164727 -6.35366 -4.66725 -33.3332
0.164671 -6.35306 -4.66498 -33.3283
0.164627 -6.35264 -4.66286 -33.3221
0.164597 -6.3521 -4.66043 -33.3109
0.16458 -6.35143 -4.65774 -33.295
0.164577 -6.35088 -4.65521 -33.2775
0.164588 -6.35032 -4.65272 -33.2576
0.164607 -6.34966 -4.65011 -33.235
0.169613 -6.34136 -4.64291 -32.2042
0.169614 -6.3408 -4.64029 -32.1858
0.169612 -6.34027 -4.63762 -32.1676
0.169604 -6.33962 -4.63457 -32.1481
0.169588 -6.33895 -4.63133 -32.1286
0.169564 -6.33843 -4.62813 -32.1111
0.169533 -6.33775 -4.62447 -32.0915
0.169496 -6.33715 -4.62069 -32.0721
0.169459 -6.33666 -4.61689 -32.0528
0.169424 -6.33583 -4.61232 -32.0276
0.169395 -6.33504 -4.60768 -32.0008
0.169378 -6.33428 -4.603 -31.9717
0.169374 -6.33341 -4.59809 -31.9384
0.169384 -6.33256 -4.5933 -31.9031
0.169413 -6.33162 -4.58848 -31.8642
0.169457 -6.3307 -4.58391 -31.8242
0.169517 -6.32986 -4.57979 -31.7844
0.169592 -6.32902 -4.57602 -31.7441
0.16968 -6.32845 -4.57311 -31.7076
0.169775 -6.32822 -4.57122 -31.6767
0.169874 -6.32805 -4.56991 -31.6491
0.169974 -6.32797 -4.56923 -31.6259
0.170069 -6.32786 -4.56893 -31.6061
0.170155 -6.328 -4.56947 -31.5937
0.17023 -6.32814 -4.57036 -31.5861
0.170289 -6.32854 -4.572 -31.5863
0.170333 -6.3289 -4.57378 -31.5907
0.17036 -6.32944 -4.57603 -31.6012
0.17037 -6.33019 -4.57872 -31.6179
0.170367 -6.33078 -4.58119 -31.6355
0.170353 -6.3315 -4.58385 -31.6565
0.170329 -6.33192 -4.58594 -31.6753
0.170299 -6.33226 -4.58783 -31.6938
0.170265 -6.33275 -4.58985 -31.7141
0.170229 -6.33309 -4.5915 -31.7324
0.17019 -6.33354 -4.59321 -31.7514
0.170151 -6.3337 -4.59427 -31.766
0.170112 -6.33372 -4.59494 -31.7779
0.170074 -6.33392 -4.59577 -31.7909
0.170035 -6.33416 -4.59651 -31.8032
0.169997 -6.33427 -4.59686 -31.8128
0.169959 -6.33444 -4.59714 -31.8219
0.169922 -6.33458 -4.59724 -31.8294
0.169887 -6.33454 -4.59686 -31.8333
0.169855 -6.33422 -4.59588 -31.8326
0.169825 -6.33413 -4.59516 -31.8332
0.1698 -6.33397 -4.59421 -31.8313
0.169779 -6.3338 -4.59317 -31.828
0.169765 -6.33349 -4.59184 -31.8213
0.169759 -6.33309 -4.59036 -31.8122
0.174744 -6.32528 -4.58465 -30.8663
0.174729 -6.32493 -4.58305 -30.8583
0.174723 -6.32453 -4.58129 -30.8475
0.174724 -6.3239 -4.57915 -30.8328
0.174733 -6.3236 -4.57758 -30.8207
0.174748 -6.32324 -4.57595 -30.807
0.174766 -6.32271 -4.57411 -30.7914
0.174787 -6.3224 -4.57273 -30.7785
0.17481 -6.32193 -4.57118 -30.764
0.174834 -6.32161 -4.56999 -30.7518
0.174858 -6.32145 -4.56921 -30.7423
0.174884 -6.32118 -4.56836 -30.7321
0.174909 -6.32103 -4.56785 -30.7242
0.174935 -6.32082 -4.56739 -30.7166
0.174963 -6.32087 -4.56754 -30.7126
0.174994 -6.32087 -4.56778 -30.7087
0.175029 -6.32081 -4.56809 -30.7048
0.175066 -6.32089 -4.56886 -30.7035
0.175105 -6.32104 -4.56997 -30.704
0.175146 -6.32126 -4.57138 -30.7064
0.175186 -6.32148 -4.57301 -30.7103
0.175224 -6.32166 -4.57478 -30.7155
0.175259 -6.32202 -4.57701 -30.7242
0.17529 -6.32229 -4.57925 -30.7339
0.175315 -6.32256 -4.58158 -30.7452
0.175336 -6.32309 -4.58446 -30.7609
0.17535 -6.32351 -4.58721 -30.7769
0.175358 -6.32404 -4.59015 -30.7951
0.175362 -6.32475 -4.59338 -30.8162
0.17536 -6.32508 -4.59594 -30.8337
0.175351 -6.32551 -4.59855 -30.8528
0.175333 -6.32603 -4.60119 -30.8736
0.175307 -6.32627 -4.60315 -30.8914
0.175272 -6.32671 -4.60522 -30.9115
0.175226 -6.32723 -4.60715 -30.9324
0.175172 -6.3274 -4.60817 -30.9488
0.175112 -6.32773 -4.60912 -30.9659
0.175047 -6.32786 -4.60937 -30.9791
0.174981 -6.32784 -4.609 -30.9883
0.174916 -6.32794 -4.60848 -30.9963
0.174855 -6.32761 -4.6069 -30.9964
0.1748 -6.32749 -4.60538 -30.9959
0.174752 -6.32715 -4.60322 -30.99
0.174712 -6.32668 -4.60064 -30.9796
0.174681 -6.3263 -4.59803 -30.9676
0.174658 -6.32571 -4.59493 -30.9508
0.174644 -6.32509 -4.5917 -30.9315
0.174637 -6.32455 -4.58859 -30.9118
0.174636 -6.32406 -4.58558 -30.8916
0.174642 -6.32369 -4.58281 -30.8719
0.179635 -6.31581 -4.57573 -29.9674
0.179625 -6.31534 -4.57271 -29.9494
0.17962 -6.31496 -4.56987 -29.9316
0.179622 -6.31417 -4.56638 -29.9084
0.179631 -6.31368 -4.56351 -29.8881
0.179649 -6.31299 -4.56048 -29.8652
0.179676 -6.3125 -4.55798 -29.8444
0.179712 -6.31215 -4.55596 -29.8253
0.179754 -6.3116 -4.55389 -29.8047
0.179803 -6.31142 -4.55274 -29.7891
0.179853 -6.31118 -4.55181 -29.7746
0.179904 -6.31106 -4.55137 -29.7633
0.179953 -6.31112 -4.55154 -29.7564
0.179997 -6.31088 -4.55147 -29.7486
0.180037 -6.31088 -4.55204 -29.7458
0.180071 -6.31116 -4.55331 -29.7485
0.1801 -6.31133 -4.55456 -29.7518
0.180125 -6.31153 -4.55603 -29.7572
0.180149 -6.31146 -4.55715 -29.7608
0.180169 -6.31149 -4.55857 -29.7666
0.180187 -6.31174 -4.56044 -29.7758
0.180206 -6.31189 -4.56221 -29.7842
0.180226 -6.31228 -4.56444 -29.7955
0.180247 -6.31258 -4.56657 -29.8059
0.180268 -6.31287 -4.56872 -29.8166
0.180286 -6.31314 -4.57082 -29.8273
0.180303 -6.31366 -4.57334 -29.8409
0.180316 -6.31414 -4.57573 -29.8542
0.180329 -6.31471 -4.57823 -29.8685
0.180338 -6.3152 -4.58052 -29.8819
0.180343 -6.31582 -4.58293 -29.8969
0.180343 -6.3162 -4.58482 -29.9092
0.180337 -6.31672 -4.58678 -29.9229
0.180325 -6.31718 -4.58848 -29.936
0.180303 -6.31786 -4.59033 -29.9517
0.180271 -6.318 -4.591 -29.9615
0.180226 -6.31859 -4.59215 -29.9764
0.180171 -6.31895 -4.59258 -29.9884
0.180107 -6.31923 -4.59253 -29.9987
0.180037 -6.31929 -4.59178 -30.0054
0.179966 -6.31931 -4.59062 -30.0096
0.179899 -6.31932 -4.58915 -30.0113
0.179842 -6.31924 -4.58731 -30.0088
0.179797 -6.31902 -4.58507 -30.0016
0.179769 -6.31862 -4.58246 -29.9892
0.179756 -6.3184 -4.58016 -29.9762
0.179759 -6.31804 -4.57768 -29.9596
0.179774 -6.31788 -4.5757 -29.9442
0.179798 -6.31771 -4.57387 -29.9282
0.179829 -6.31739 -4.572 -29.9108
0.184849 -6.3096 -4.56606 -29.0606
0.184861 -6.30949 -4.56476 -29.0506
0.184874 -6.30915 -4.56319 -29.0386
0.184888 -6.30889 -4.56188 -29.0279
0.184903 -6.30853 -4.56054 -29.017
0.184916 -6.30827 -4.55947 -29.0082
0.184925 -6.30828 -4.55893 -29.0033
0.184928 -6.30817 -4.55824 -28.9985
0.184924 -6.30819 -4.5578 -28.9964
0.18491 -6.30802 -4.557 -28.9934
0.184889 -6.30806 -4.55647 -28.9934
0.18486 -6.30755 -4.55493 -28.9881
0.184827 -6.30727 -4.55363 -28.9849
0.184794 -6.30714 -4.55246 -28.9828
0.184761 -6.30683 -4.55085 -28.9777
0.184733 -6.30638 -4.54889 -28.9695
0.184714 -6.30604 -4.54703 -28.9607
0.184703 -6.30553 -4.54483 -28.9483
0.184702 -6.30511 -4.54273 -28.9353
0.184706 -6.3047 -4.54063 -28.9212
0.184713 -6.30412 -4.53823 -28.9049
0.184717 -6.30362 -4.53589 -28.8892
0.184717 -6.30329 -4.53377 -28.8757
0.18471 -6.30285 -4.53135 -28.8615
0.184693 -6.30251 -4.52895 -28.8489
0.184667 -6.30192 -4.52593 -28.8337
0.184631 -6.30134 -4.52272 -28.8189
0.184587 -6.30081 -4.51932 -28.8039
0.18454 -6.30021 -4.51553 -28.7872
0.184489 -6.29995 -4.51204 -28.7728
0.184437 -6.29921 -4.50743 -28.7516
0.184386 -6.29838 -4.5024 -28.7274
0.184339 -6.29746 -4.49694 -28.7
0.184297 -6.29653 -4.49121 -28.6699
0.184261 -6.29549 -4.48508 -28.6364
0.184233 -6.29429 -4.47849 -28.5987
0.184211 -6.29322 -4.47196 -28.5603
0.184197 -6.29188 -4.46486 -28.5172
0.184191 -6.29058 -4.45775 -28.4726
0.184196 -6.28948 -4.45094 -28.4284
0.184209 -6.28822 -4.44385 -28.3812
0.184228 -6.28709 -4.43703 -28.3347
0.184253 -6.28593 -4.43025 -28.2875
0.184281 -6.2848 -4.42359 -28.2407
0.184313 -6.28366 -4.41708 -28.1943
0.184346 -6.28269 -4.41099 -28.1503
0.184381 -6.28178 -4.40521 -28.1081
0.184421 -6.28102 -4.3999 -28.0682
0.184467 -6.28017 -4.39472 -28.0281
0.184522 -6.27928 -4.3898 -27.9883
0.189565 -6.27126 -4.38147 -27.192
0.18961 -6.27057 -4.37738 -27.1603
0.189663 -6.26992 -4.3737 -27.1298
0.189725 -6.26963 -4.37096 -27.1041
0.189788 -6.26923 -4.36844 -27.0793
0.189851 -6.2688 -4.36623 -27.0567
0.18991 -6.26847 -4.36456 -27.0379
0.189961 -6.26844 -4.36376 -27.0257
0.190004 -6.26846 -4.36334 -27.017
0.190036 -6.26847 -4.36316 -27.0113
0.190058 -6.26847 -4.36321 -27.0085
0.190072 -6.26852 -4.36355 -27.0086
0.190081 -6.26859 -4.36411 -27.0109
0.190088 -6.2686 -4.36475 -27.0139
0.190096 -6.26865 -4.36566 -27.0184
0.190108 -6.26883 -4.36699 -27.0249
0.190127 -6.26899 -4.36852 -27.0316
0.190157 -6.26907 -4.37018 -27.0375
0.190199 -6.2693 -4.37242 -27.0455
0.190251 -6.26969 -4.37526 -27.0556
0.190316 -6.27001 -4.37836 -27.0656
0.19039 -6.27035 -4.38191 -27.0769
0.190472 -6.2712 -4.38672 -27.0951
0.190556 -6.27183 -4.39157 -27.1131
0.190636 -6.27251 -4.39686 -27.1343
0.190707 -6.27356 -4.40308 -27.1626
0.190761 -6.27476 -4.40976 -27.1961
0.190793 -6.27597 -4.4166 -27.2336
0.190801 -6.27726 -4.42356 -27.2755
0.190781 -6.2785 -4.43034 -27.3201
0.190735 -6.27964 -4.43673 -27.3661
0.190665 -6.28087 -4.44298 -27.4148
0.190575 -6.28189 -4.4485 -27.4617
0.190472 -6.28269 -4.45325 -27.506
0.190362 -6.28329 -4.45722 -27.5463
0.190254 -6.28366 -4.4604 -27.5817
0.190154 -6.28391 -4.46301 -27.6123
0.190068 -6.28404 -4.46513 -27.638
0.19 -6.28431 -4.46725 -27.661
0.189956 -6.28435 -4.46886 -27.6774
0.189939 -6.28381 -4.46948 -27.6837
0.189949 -6.28358 -4.47072 -27.6899
0.189985 -6.2835 -4.47239 -27.6951
0.190042 -6.28344 -4.47433 -27.6988
0.190116 -6.28339 -4.47659 -27.7019
0.190201 -6.28379 -4.47993 -27.7102
0.190285 -6.28401 -4.48326 -27.7185
0.190365 -6.28425 -4.48686 -27.7291
0.190433 -6.28491 -4.49134 -27.747
0.190485 -6.28556 -4.4959 -27.7676
0.195511 -6.27899 -4.49662 -27.058
0.195498 -6.27949 -4.50061 -27.0838
0.195466 -6.28011 -4.50444 -27.1113
0.195414 -6.28092 -4.50818 -27.1411
0.195341 -6.28172 -4.51136 -27.1704
0.195252 -6.28208 -4.51324 -27.1941
0.195148 -6.28266 -4.51486 -27.2183
0.195035 -6.2829 -4.51523 -27.2364
0.194918 -6.28297 -4.51464 -27.2491
0.194806 -6.28264 -4.51274 -27.2534
0.194703 -6.28216 -4.51 -27.2511
0.194615 -6.28173 -4.50684 -27.2443
0.194544 -6.28106 -4.50282 -27.23
0.19449 -6.28034 -4.49836 -27.2106
0.194453 -6.27955 -4.49351 -27.1865
0.19443 -6.2789 -4.48869 -27.1604
0.194421 -6.27797 -4.48325 -27.1288
0.194423 -6.27693 -4.47754 -27.0941
0.194434 -6.2761 -4.47216 -27.06
0.194453 -6.27525 -4.46676 -27.0247
0.194476 -6.27436 -4.46132 -26.9885
0.194498 -6.27352 -4.45604 -26.9535
0.19452 -6.27293 -4.45128 -26.9217
0.194539 -6.27212 -4.44621 -26.8883
0.194555 -6.27164 -4.44179 -26.8595
0.194567 -6.27101 -4.43722 -26.8301
0.19458 -6.27032 -4.43267 -26.8008
0.194598 -6.26977 -4.42851 -26.7732
0.194625 -6.2692 -4.42454 -26.7455
0.194665 -6.26881 -4.42113 -26.7194
0.194722 -6.2683 -4.41789 -26.6919
0.194796 -6.26802 -4.41542 -26.6669
0.194885 -6.26781 -4.41354 -26.6434
0.194984 -6.26745 -4.41189 -26.6199
0.195086 -6.26748 -4.4114 -26.603
0.195182 -6.26746 -4.41124 -26.589
0.195261 -6.26777 -4.41201 -26.5829
0.195315 -6.26819 -4.41319 -26.5826
0.195341 -6.2684 -4.41417 -26.585
0.195335 -6.26887 -4.41559 -26.5944
0.195296 -6.2694 -4.41696 -26.6079
0.195231 -6.26986 -4.41802 -26.6232
0.195143 -6.27027 -4.41868 -26.6392
0.195043 -6.27048 -4.41869 -26.653
0.194938 -6.27064 -4.41828 -26.6648
0.194839 -6.27066 -4.41737 -26.6727
0.194762 -6.27053 -4.41603 -26.6753
0.194716 -6.27015 -4.41424 -26.6708
0.194707 -6.26992 -4.41285 -26.6635
0.194741 -6.26942 -4.41127 -26.6494
0.199798 -6.26163 -4.4061 -25.9445
0.19988 -6.26131 -4.40553 -25.9305
0.199986 -6.2613 -4.40596 -25.9192
0.200102 -6.26118 -4.40671 -25.9085
0.200212 -6.26138 -4.40841 -25.9043
0.200301 -6.26175 -4.41076 -25.9066
0.200361 -6.26212 -4.41328 -25.9138
0.200383 -6.26251 -4.41591 -25.9263
0.200367 -6.26297 -4.41857 -25.944
0.200319 -6.26347 -4.42108 -25.965
0.200245 -6.26406 -4.42346 -25.9884
0.200158 -6.26448 -4.42521 -26.0101
0.200065 -6.26481 -4.42646 -26.0296
0.199975 -6.26499 -4.42712 -26.0452
0.199895 -6.2647 -4.42672 -26.0532
0.199827 -6.26445 -4.42615 -26.0586
0.199776 -6.26426 -4.42554 -26.0618
0.199743 -6.26387 -4.4245 -26.0599
0.199732 -6.2634 -4.42338 -26.0547
0.199743 -6.26308 -4.42258 -26.0486
0.199775 -6.26275 -4.42198 -26.0409
0.199827 -6.26239 -4.4216 -26.032
0.199895 -6.26215 -4.42175 -26.024
0.199974 -6.26208 -4.42256 -26.0184
0.20006 -6.26223 -4.42412 -26.0164
0.200148 -6.26236 -4.42603 -26.0162
0.200232 -6.26262 -4.42852 -26.02
0.200309 -6.26297 -4.43147 -26.0273
0.200375 -6.26326 -4.43461 -26.0371
0.20043 -6.26385 -4.43846 -26.0525
0.20047 -6.2643 -4.44224 -26.0695
0.200493 -6.26499 -4.44648 -26.0915
0.200499 -6.26583 -4.45098 -26.1171
0.20049 -6.26665 -4.4554 -26.1442
0.200469 -6.26748 -4.45973 -26.1724
0.20044 -6.26805 -4.46348 -26.1982
0.200407 -6.26875 -4.46729 -26.2248
0.200376 -6.26905 -4.47029 -26.2464
0.200349 -6.26933 -4.47308 -26.2664
0.200324 -6.26995 -4.47628 -26.2885
0.200298 -6.27028 -4.47882 -26.3068
0.200271 -6.27075 -4.48139 -26.3255
0.20024 -6.27116 -4.48363 -26.3427
0.200198 -6.27154 -4.48553 -26.3594
0.200144 -6.27187 -4.48701 -26.3752
0.200077 -6.27222 -4.4881 -26.3904
0.2 -6.27245 -4.48855 -26.4033
0.199913 -6.27242 -4.48805 -26.4118
0.199824 -6.2723 -4.48694 -26.417
0.199736 -6.27206 -4.48511 -26.4179
0.204633 -6.26434 -4.47847 -25.7475
0.204527 -6.26371 -4.47478 -25.7395
0.204433 -6.26315 -4.47065 -25.7277
0.204349 -6.26236 -4.46562 -25.7093
0.204278 -6.26119 -4.45953 -25.6832
0.204221 -6.26015 -4.45327 -25.6542
0.204181 -6.25902 -4.44656 -25.6207
0.204157 -6.25781 -4.43951 -25.5831
0.20415 -6.25654 -4.43224 -25.542
0.204159 -6.25532 -4.42499 -25.499
0.204186 -6.25416 -4.41785 -25.4546
0.204225 -6.25324 -4.41122 -25.4116
0.204273 -6.25213 -4.40441 -25.3664
0.204326 -6.25121 -4.39808 -25.3234
0.204377 -6.25028 -4.39189 -25.2813
0.204422 -6.24931 -4.38579 -25.2407
0.204455 -6.24814 -4.37948 -25.2003
0.204474 -6.2472 -4.37361 -25.1642
0.204477 -6.24648 -4.36817 -25.1326
0.204466 -6.24574 -4.36268 -25.1024
0.204444 -6.24484 -4.35692 -25.0718
0.204415 -6.24386 -4.35097 -25.0412
0.204382 -6.24297 -4.34515 -25.0117
0.204349 -6.24198 -4.33918 -24.9813
0.204322 -6.24118 -4.33356 -24.9523
0.204305 -6.24014 -4.32764 -24.9204
0.204299 -6.23906 -4.32181 -24.8875
0.204305 -6.23784 -4.31595 -24.853
0.204325 -6.23676 -4.31061 -24.8198
0.204359 -6.23584 -4.30589 -24.7885
0.204407 -6.2348 -4.30137 -24.7566
0.204468 -6.23406 -4.29781 -24.7287
0.204538 -6.23319 -4.2945 -24.7013
0.204614 -6.2325 -4.29201 -24.6778
0.204692 -6.23175 -4.28993 -24.6564
0.20477 -6.23138 -4.28901 -24.6418
0.204841 -6.23121 -4.28888 -24.6325
0.204906 -6.23107 -4.28925 -24.6268
0.204964 -6.23113 -4.29038 -24.6263
0.205017 -6.23097 -4.29149 -24.6263
0.205066 -6.23092 -4.29314 -24.63
0.205113 -6.23111 -4.29555 -24.638
0.205163 -6.23122 -4.29814 -24.6469
0.205216 -6.23147 -4.30128 -24.6585
0.205275 -6.23192 -4.30509 -24.6733
0.205338 -6.23248 -4.30938 -24.6903
0.205403 -6.23297 -4.31382 -24.7079
0.205471 -6.23367 -4.31887 -24.7286
0.205539 -6.23413 -4.32372 -24.7483
0.205601 -6.23518 -4.32972 -24.7751
0.210646 -6.22865 -4.33132 -24.1907
0.210653 -6.22977 -4.33719 -24.2227
0.210639 -6.23075 -4.3425 -24.254
0.2106 -6.23152 -4.34702 -24.2836
0.210537 -6.23214 -4.35072 -24.3116
0.210449 -6.23304 -4.35424 -24.3415
0.210339 -6.23385 -4.35687 -24.3688
0.210215 -6.23438 -4.35823 -24.3909
0.210082 -6.23464 -4.35835 -24.407
0.209949 -6.23492 -4.35769 -24.4188
0.209824 -6.23503 -4.35602 -24.4239
0.209713 -6.2348 -4.35312 -24.4207
0.209617 -6.23429 -4.34916 -24.4096
0.209539 -6.23339 -4.34407 -24.3901
0.209478 -6.23295 -4.33933 -24.3706
0.209433 -6.23211 -4.33364 -24.3438
0.209401 -6.23122 -4.32763 -24.3138
0.209382 -6.23032 -4.32149 -24.2815
0.209378 -6.22948 -4.31542 -24.2479
0.209391 -6.22859 -4.30932 -24.212
0.209426 -6.22758 -4.30322 -24.1738
0.209485 -6.22668 -4.29763 -24.1355
0.209573 -6.22575 -4.29247 -24.0965
0.209689 -6.22496 -4.28812 -24.0588
0.209831 -6.22436 -4.28481 -24.0239
0.209992 -6.2241 -4.28286 -23.9945
0.210161 -6.22396 -4.28189 -23.9698
0.210326 -6.22426 -4.28245 -23.9541
0.210473 -6.22466 -4.28384 -23.9452
0.21059 -6.22548 -4.28651 -23.9468
0.210669 -6.2262 -4.28939 -23.9539
0.210707 -6.2274 -4.29331 -23.9714
0.210707 -6.22854 -4.29722 -23.9933
0.210674 -6.22969 -4.30112 -24.0188
0.210617 -6.23069 -4.30462 -24.0448
0.210546 -6.23174 -4.30804 -24.0721
0.210466 -6.23271 -4.31109 -24.0983
0.210385 -6.23332 -4.31329 -24.1199
0.210307 -6.23376 -4.31501 -24.1385
0.210233 -6.23405 -4.31626 -24.1539
0.210166 -6.23438 -4.31739 -24.168
0.210104 -6.23472 -4.31839 -24.1807
0.21005 -6.23503 -4.31919 -24.1914
0.210004 -6.23537 -4.31996 -24.201
0.209966 -6.23507 -4.3196 -24.2033
0.20994 -6.23494 -4.31952 -24.2059
0.209928 -6.23483 -4.31953 -24.2074
0.209928 -6.23472 -4.31963 -24.2079
0.209938 -6.23486 -4.32028 -24.2104
0.209955 -6.23435 -4.31997 -24.2068
0.21496 -6.22689 -4.31637 -23.6234
0.214952 -6.22698 -4.31708 -23.6281
0.214942 -6.22708 -4.31774 -23.6329
0.21493 -6.22699 -4.31803 -23.6358
0.214916 -6.22686 -4.31817 -23.6381
0.214899 -6.22644 -4.31769 -23.6373
0.21488 -6.22644 -4.31781 -23.64
0.21486 -6.22622 -4.31742 -23.6402
0.214837 -6.22595 -4.31679 -23.6392
0.214812 -6.22586 -4.31626 -23.6391
0.214782 -6.22535 -4.31482 -23.6345
0.214746 -6.22495 -4.31332 -23.6302
0.214702 -6.22444 -4.31134 -23.6242
0.21465 -6.22378 -4.30881 -23.616
0.214595 -6.22319 -4.30605 -23.607
0.214537 -6.22282 -4.30336 -23.5986
0.214478 -6.22217 -4.29984 -23.5858
0.214422 -6.22142 -4.29586 -23.5701
0.214377 -6.22089 -4.292 -23.5539
0.214346 -6.21986 -4.28709 -23.5303
0.214335 -6.21894 -4.28225 -23.5051
0.214344 -6.21805 -4.27746 -23.4777
0.214378 -6.21688 -4.27226 -23.4455
0.214434 -6.21615 -4.26798 -23.4158
0.214508 -6.21512 -4.26339 -23.3826
0.214591 -6.21434 -4.25951 -23.3523
0.214674 -6.21363 -4.256 -23.324
0.214749 -6.21307 -4.25297 -23.2992
0.214809 -6.21285 -4.25068 -23.2802
0.21485 -6.2127 -4.24861 -23.2645
0.214871 -6.21242 -4.24639 -23.25
0.214877 -6.21222 -4.24434 -23.2382
0.214876 -6.21196 -4.24221 -23.2266
0.214878 -6.21176 -4.24025 -23.2156
0.214888 -6.21165 -4.23857 -23.2053
0.214909 -6.21152 -4.23704 -23.1947
0.214943 -6.21117 -4.2354 -23.1821
0.214986 -6.21103 -4.23439 -23.1719
0.215035 -6.21106 -4.23401 -23.1645
0.215087 -6.21125 -4.23422 -23.1601
0.215138 -6.2113 -4.23455 -23.1564
0.215187 -6.21161 -4.23564 -23.1571
0.215233 -6.21175 -4.23681 -23.1585
0.215278 -6.21218 -4.23878 -23.1644
0.215323 -6.21265 -4.24117 -23.1727
0.215368 -6.213 -4.24369 -23.1816
0.215414 -6.21369 -4.2471 -23.1953
0.215457 -6.21408 -4.25032 -23.2083
0.215495 -6.21488 -4.25451 -23.227
0.215528 -6.21564 -4.25887 -23.2473
0.220543 -6.20904 -4.25934 -22.7211
0.220529 -6.2101 -4.26431 -22.7491
0.220507 -6.21068 -4.26842 -22.7733
0.220476 -6.21142 -4.27269 -22.7993
0.220436 -6.21219 -4.27686 -22.8256
0.220391 -6.21258 -4.28022 -22.8483
0.22034 -6.21319 -4.28372 -22.8723
0.220287 -6.21391 -4.28719 -22.8963
0.220234 -6.2146 -4.29037 -22.9188
0.22018 -6.21495 -4.2927 -22.9369
0.220129 -6.21513 -4.29447 -22.9516
0.220081 -6.21547 -4.29625 -22.9662
0.220034 -6.21546 -4.29715 -22.9758
0.219991 -6.21562 -4.29806 -22.9852
0.21995 -6.21576 -4.29864 -22.9926
0.219907 -6.21584 -4.29879 -22.9979
0.219863 -6.21585 -4.29852 -23.001
0.219818 -6.21585 -4.2979 -23.0024
0.219772 -6.21547 -4.29627 -22.9985
0.219723 -6.21501 -4.29416 -22.9924
0.219671 -6.21448 -4.29157 -22.9839
0.219621 -6.21409 -4.28885 -22.9746
0.219573 -6.21367 -4.28576 -22.963
0.219528 -6.21308 -4.28207 -22.948
0.219486 -6.2124 -4.27792 -22.9301
0.219448 -6.21163 -4.27336 -22.9097
0.219414 -6.21078 -4.26844 -22.8868
0.219382 -6.21009 -4.26357 -22.864
0.219353 -6.20922 -4.2582 -22.8383
0.219328 -6.20821 -4.25246 -22.8101
0.219308 -6.20709 -4.24641 -22.7797
0.219295 -6.20598 -4.24032 -22.7484
0.21929 -6.20498 -4.23442 -22.7173
0.219295 -6.20384 -4.22833 -22.6841
0.219311 -6.20257 -4.22213 -22.6492
0.219334 -6.20165 -4.21665 -22.6174
0.219361 -6.2006 -4.21109 -22.5848
0.219389 -6.19974 -4.20601 -22.5547
0.219414 -6.19888 -4.20108 -22.5257
0.219432 -6.1979 -4.19609 -22.4971
0.219444 -6.19702 -4.19137 -22.4705
0.219453 -6.19601 -4.18656 -22.4438
0.21946 -6.19495 -4.18175 -22.4173
0.219467 -6.19395 -4.17716 -22.392
0.219473 -6.19326 -4.17321 -22.3702
0.219479 -6.19257 -4.16934 -22.3488
0.219487 -6.19196 -4.16573 -22.3287
0.219497 -6.19104 -4.16172 -22.3062
0.219509 -6.19025 -4.15805 -22.2853
0.219525 -6.18947 -4.15455 -22.265
0.224525 -6.1814 -4.14714 -21.7302
0.224521 -6.18067 -4.14371 -21.7126
0.224523 -6.17992 -4.14024 -21.6943
0.22453 -6.17926 -4.13696 -21.6765
0.224541 -6.17889 -4.13421 -21.6609
0.224556 -6.17815 -4.13086 -21.6419
0.224573 -6.17756 -4.1278 -21.6243
0.224591 -6.17707 -4.12495 -21.6077
0.224608 -6.17652 -4.12202 -21.5907
0.224628 -6.17587 -4.11898 -21.5729
0.224652 -6.17525 -4.11605 -21.5552
0.224682 -6.1746 -4.11316 -21.5371
0.224722 -6.17422 -4.11086 -21.5213
0.224773 -6.17369 -4.1085 -21.504
0.224834 -6.17319 -4.10643 -21.4874
0.224902 -6.17262 -4.1045 -21.4708
0.224976 -6.17236 -4.1034 -21.4579
0.225055 -6.17233 -4.103 -21.4484
