Time nR nF
22.59 33.9467 3.39423
22.6 34.0782 3.36833
22.61 34.2103 3.34265
22.62 34.3429 3.31719
22.63 34.4761 3.29193
22.64 34.6098 3.26689
22.65 34.744 3.24205
22.66 34.8788 3.21742
22.67 35.0142 3.19299
22.68 35.1501 3.16877
22.69 35.2866 3.14474
22.7 35.4237 3.12091
22.71 35.5613 3.09728
22.72 35.6995 3.07385
22.73 35.8382 3.05061
22.74 35.9775 3.02756
22.75 36.1174 3.0047
22.76 36.2579 2.98203
22.77 36.399 2.95955
22.78 36.5406 2.93726
22.79 36.6828 2.91514
22.8 36.8257 2.89321
22.81 36.9691 2.87147
22.82 37.113 2.8499
22.83 37.2576 2.8285
22.84 37.4028 2.80729
22.85 37.5486 2.78625
22.86 37.6949 2.76538
22.87 37.8419 2.74469
22.88 37.9895 2.72416
22.89 38.1377 2.70381
22.9 38.2865 2.68362
22.91 38.4359 2.6636
22.92 38.5859 2.64374
22.93 38.7365 2.62405
22.94 38.8878 2.60451
22.95 39.0396 2.58514
22.96 39.1921 2.56593
22.97 39.3453 2.54688
22.98 39.499 2.52798
22.99 39.6534 2.50924
23 39.8084 2.49065
23.01 39.9641 2.47221
23.02 40.1203 2.45393
23.03 40.2773 2.43579
23.04 40.4348 2.41781
23.05 40.593 2.39997
23.06 40.7519 2.38228
23.07 40.9114 2.36473
23.08 41.0716 2.34733
23.09 41.2324 2.33006
23.1 41.3939 2.31295
23.11 41.556 2.29597
23.12 41.7188 2.27913
23.13 41.8823 2.26242
23.14 42.0464 2.24586
23.15 42.2112 2.22943
23.16 42.3767 2.21313
23.17 42.5429 2.19697
23.18 42.7097 2.18094
23.19 42.8772 2.16504
23.2 43.0454 2.14927
23.21 43.2143 2.13363
23.22 43.3839 2.11811
23.23 43.5542 2.10273
23.24 43.7251 2.08746
23.25 43.8968 2.07233
23.26 44.0691 2.05731
23.27 44.2422 2.04242
23.28 44.416 2.02765
23.29 44.5905 2.013
23.3 44.7657 1.99847
23.31 44.9416 1.98406
23.32 45.1182 1.96977
23.33 45.2955 1.95559
23.34 45.4736 1.94153
23.35 45.6524 1.92758
23.36 45.8319 1.91374
23.37 46.0121 1.90002
23.38 46.1931 1.88641
23.39 46.3748 1.87291
23.4 46.5573 1.85952
23.41 46.7405 1.84624
23.42 46.9244 1.83306
23.43 47.1091 1.82
23.44 47.2946 1.80704
23.45 47.4808 1.79418
23.46 47.6677 1.78143
23.47 47.8555 1.76878
23.48 48.0439 1.75623
23.49 48.2332 1.74379
23.5 48.4232 1.73145
23.51 48.614 1.7192
23.52 48.8056 1.70706
23.53 48.9979 1.69501
23.54 49.191 1.68307
23.55 49.3849 1.67121
23.56 49.5796 1.65946
23.57 49.7751 1.6478
23.58 49.9714 1.63623
23.59 50.1685 1.62476
23.6 50.3664 1.61338
23.61 50.565 1.60209
23.62 50.7645 1.59089
23.63 50.9648 1.57979
23.64 51.1659 1.56877
23.65 51.3679 1.55784
23.66 51.5706 1.547
23.67 51.7742 1.53625
23.68 51.9786 1.52558
23.69 52.1838 1.515
23.7 52.3899 1.50451
23.71 52.5967 1.4941
23.72 52.8045 1.48377
23.73 53.013 1.47353
23.74 53.2225 1.46337
23.75 53.4327 1.45329
23.76 53.6438 1.44329
23.77 53.8558 1.43337
23.78 54.0686 1.42353
23.79 54.2823 1.41377
23.8 54.4969 1.40409
23.81 54.7123 1.39449
23.82 54.9286 1.38497
23.83 55.1458 1.37552
23.84 55.3638 1.36614
23.85 55.5828 1.35685
23.86 55.8026 1.34762
23.87 56.0233 1.33847
23.88 56.2449 1.3294
23.89 56.4674 1.32039
23.9 56.6908 1.31146
23.91 56.9151 1.3026
23.92 57.1404 1.29381
23.93 57.3665 1.2851
23.94 57.5935 1.27645
23.95 57.8215 1.26787
23.96 58.0504 1.25936
23.97 58.2802 1.25092
23.98 58.5109 1.24254
23.99 58.7426 1.23423
24 58.9752 1.22599
24.01 59.2087 1.21782
24.02 59.4432 1.20971
24.03 59.6787 1.20166
24.04 59.915 1.19368
24.05 60.1524 1.18576
24.06 60.3907 1.17791
24.07 60.63 1.17012
24.08 60.8702 1.16239
24.09 61.1114 1.15472
24.1 61.3536 1.14711
24.11 61.5967 1.13957
24.12 61.8409 1.13208
24.13 62.086 1.12465
24.14 62.3321 1.11729
24.15 62.5792 1.10998
24.16 62.8273 1.10273
24.17 63.0764 1.09554
24.18 63.3265 1.0884
24.19 63.5777 1.08132
24.2 63.8298 1.0743
24.21 64.083 1.06733
24.22 64.3371 1.06042
24.23 64.5923 1.05357
24.24 64.8486 1.04677
24.25 65.1058 1.04002
24.26 65.3641 1.03332
24.27 65.6235 1.02668
24.28 65.8839 1.0201
24.29 66.1453 1.01356
24.3 66.4078 1.00708
24.31 66.6714 1.00064
24.32 66.936 0.994264
24.33 67.2017 0.987933
24.34 67.4684 0.981653
24.35 67.7363 0.975423
24.36 68.0052 0.969242
24.37 68.2752 0.96311
24.38 68.5463 0.957026
24.39 68.8184 0.950991
24.4 69.0917 0.945004
24.41 69.3661 0.939064
24.42 69.6416 0.933171
24.43 69.9182 0.927325
24.44 70.1959 0.921525
24.45 70.4747 0.915771
24.46 70.7546 0.910062
24.47 71.0357 0.904399
24.48 71.3179 0.898781
24.49 71.6013 0.893207
24.5 71.8858 0.887677
24.51 72.1714 0.88219
24.52 72.4582 0.876748
24.53 72.7461 0.871348
24.54 73.0352 0.865991
24.55 73.3255 0.860676
24.56 73.6169 0.855403
24.57 73.9095 0.850172
24.58 74.2033 0.844983
24.59 74.4983 0.839834
24.6 74.7945 0.834726
24.61 75.0918 0.829658
24.62 75.3904 0.824631
24.63 75.6901 0.819643
24.64 75.9911 0.814694
24.65 76.2932 0.809785
24.66 76.5966 0.804914
24.67 76.9012 0.800082
24.68 77.2071 0.795288
24.69 77.5141 0.790532
24.7 77.8224 0.785813
24.71 78.132 0.781132
24.72 78.4427 0.776487
24.73 78.7548 0.771879
24.74 79.0681 0.767308
24.75 79.3826 0.762773
24.76 79.6984 0.758273
24.77 80.0155 0.753809
24.78 80.3339 0.74938
24.79 80.6535 0.744986
24.8 80.9745 0.740627
24.81 81.2967 0.736302
24.82 81.6202 0.732011
24.83 81.945 0.727754
24.84 82.2711 0.723531
24.85 82.5986 0.719341
24.86 82.9273 0.715184
24.87 83.2574 0.71106
24.88 83.5888 0.706968
24.89 83.9215 0.702909
24.9 84.2556 0.698882
24.91 84.591 0.694886
24.92 84.9278 0.690922
24.93 85.2659 0.68699
24.94 85.6054 0.683088
24.95 85.9462 0.679217
24.96 86.2884 0.675377
24.97 86.632 0.671567
24.98 86.977 0.667787
24.99 87.3234 0.664037
25 87.6711 0.660317
25.01 88.0203 0.656625
25.02 88.3708 0.652964
25.03 88.7228 0.649331
25.04 89.0761 0.645726
25.05 89.4309 0.642151
25.06 89.7872 0.638603
25.07 90.1448 0.635084
25.08 90.5039 0.631592
25.09 90.8644 0.628128
25.1 91.2264 0.624692
25.11 91.5898 0.621282
25.12 91.9547 0.6179
25.13 92.3211 0.614544
25.14 92.6889 0.611215
25.15 93.0582 0.607913
25.16 93.429 0.604636
25.17 93.8013 0.601385
25.18 94.1751 0.598161
25.19 94.5504 0.594961
25.2 94.9272 0.591788
25.21 95.3055 0.588639
25.22 95.6853 0.585515
25.23 96.0666 0.582416
25.24 96.4495 0.579342
25.25 96.8339 0.576292
25.26 97.2199 0.573267
25.27 97.6074 0.570265
25.28 97.9965 0.567288
25.29 98.3871 0.564334
25.3 98.7793 0.561403
25.31 99.1731 0.558496
25.32 99.5684 0.555612
25.33 99.9653 0.552751
25.34 100.364 0.549913
25.35 100.764 0.547098
25.36 101.166 0.544305
25.37 101.569 0.541534
25.38 101.974 0.538785
25.39 102.381 0.536059
25.4 102.789 0.533354
25.41 103.199 0.530671
25.42 103.61 0.528009
25.43 104.023 0.525369
25.44 104.438 0.52275
25.45 104.855 0.520152
25.46 105.273 0.517575
25.47 105.693 0.515019
25.48 106.114 0.512483
25.49 106.538 0.509967
25.5 106.962 0.507472
25.51 107.389 0.504997
25.52 107.817 0.502542
25.53 108.247 0.500107
25.54 108.679 0.497691
25.55 109.113 0.495295
25.56 109.548 0.492918
25.57 109.985 0.490561
25.58 110.424 0.488223
25.59 110.864 0.485903
25.6 111.307 0.483603
25.61 111.751 0.481321
25.62 112.196 0.479058
25.63 112.644 0.476813
25.64 113.093 0.474587
25.65 113.545 0.472379
25.66 113.998 0.470188
25.67 114.453 0.468016
25.68 114.909 0.465862
25.69 115.368 0.463725
25.7 115.828 0.461606
25.71 116.29 0.459504
25.72 116.754 0.457419
25.73 117.22 0.455352
25.74 117.688 0.453302
25.75 118.158 0.451269
25.76 118.629 0.449252
25.77 119.103 0.447252
25.78 119.578 0.445269
25.79 120.055 0.443303
25.8 120.534 0.441352
25.81 121.015 0.439418
25.82 121.498 0.437501
25.83 121.983 0.435599
25.84 122.47 0.433713
25.85 122.959 0.431843
25.86 123.45 0.429988
25.87 123.943 0.42815
25.88 124.437 0.426326
25.89 124.934 0.424519
25.9 125.433 0.422726
25.91 125.934 0.420949
25.92 126.436 0.419187
25.93 126.941 0.417439
25.94 127.448 0.415707
25.95 127.957 0.413989
25.96 128.467 0.412287
25.97 128.98 0.410598
25.98 129.495 0.408925
25.99 130.012 0.407265
26 130.531 0.40562
26.01 131.052 0.40399
26.02 131.576 0.402373
26.03 132.101 0.400771
26.04 132.628 0.399182
26.05 133.158 0.397607
26.06 133.69 0.396046
26.07 134.223 0.394499
26.08 134.759 0.392966
26.09 135.298 0.391446
26.1 135.838 0.389939
26.11 136.38 0.388446
26.12 136.925 0.386966
26.13 137.472 0.385499
26.14 138.021 0.384045
26.15 138.572 0.382605
26.16 139.125 0.381177
26.17 139.681 0.379762
26.18 140.239 0.378361
26.19 140.799 0.376971
26.2 141.361 0.375595
26.21 141.925 0.374231
26.22 142.492 0.372879
26.23 143.061 0.37154
26.24 143.633 0.370214
26.25 144.206 0.368899
26.26 144.782 0.367597
26.27 145.361 0.366307
26.28 145.941 0.365029
26.29 146.524 0.363763
26.3 147.109 0.36251
26.31 147.697 0.361267
26.32 148.287 0.360037
26.33 148.879 0.358819
26.34 149.474 0.357612
26.35 150.071 0.356417
26.36 150.671 0.355233
26.37 151.272 0.354061
26.38 151.877 0.3529
26.39 152.483 0.351751
26.4 153.093 0.350613
26.41 153.704 0.349486
26.42 154.318 0.348371
26.43 154.935 0.347266
26.44 155.554 0.346173
26.45 156.175 0.345091
26.46 156.799 0.344019
26.47 157.425 0.342959
26.48 158.054 0.341909
26.49 158.686 0.340871
26.5 159.32 0.339843
26.51 159.956 0.338826
26.52 160.595 0.337819
26.53 161.237 0.336823
26.54 161.881 0.335838
26.55 162.528 0.334863
26.56 163.177 0.333898
26.57 163.829 0.332944
26.58 164.484 0.332001
26.59 165.141 0.331067
26.6 165.801 0.330144
26.61 166.463 0.329231
26.62 167.128 0.328329
26.63 167.796 0.327436
26.64 168.467 0.326554
26.65 169.14 0.325681
26.66 169.816 0.324819
26.67 170.494 0.323967
26.68 171.175 0.323124
26.69 171.859 0.322292
26.7 172.546 0.321469
26.71 173.236 0.320656
26.72 173.928 0.319853
26.73 174.623 0.31906
26.74 175.321 0.318276
26.75 176.021 0.317502
26.76 176.725 0.316738
26.77 177.431 0.315983
26.78 178.14 0.315238
26.79 178.852 0.314503
26.8 179.567 0.313777
26.81 180.284 0.31306
26.82 181.005 0.312353
26.83 181.728 0.311656
26.84 182.454 0.310967
26.85 183.183 0.310288
26.86 183.915 0.309619
26.87 184.65 0.308959
26.88 185.388 0.308308
26.89 186.129 0.307666
26.9 186.873 0.307033
26.91 187.62 0.30641
26.92 188.37 0.305796
26.93 189.123 0.305191
26.94 189.879 0.304595
26.95 190.637 0.304009
26.96 191.399 0.303431
26.97 192.164 0.302863
26.98 192.932 0.302303
26.99 193.703 0.301753
27 194.478 0.301211
27.01 195.255 0.300679
27.02 196.035 0.300156
27.03 196.819 0.299641
27.04 197.606 0.299136
27.05 198.395 0.298639
27.06 199.188 0.298152
27.07 199.984 0.297673
27.08 200.784 0.297203
27.09 201.586 0.296742
27.1 202.392 0.29629
27.11 203.201 0.295847
27.12 204.013 0.295413
27.13 204.829 0.294987
27.14 205.647 0.294571
27.15 206.469 0.294163
27.16 207.295 0.293764
27.17 208.123 0.293374
27.18 208.955 0.292993
27.19 209.79 0.29262
27.2 210.629 0.292256
27.21 211.471 0.291901
27.22 212.316 0.291555
27.23 213.165 0.291218
27.24 214.017 0.290889
27.25 214.872 0.29057
27.26 215.731 0.290259
27.27 216.594 0.289956
27.28 217.459 0.289663
27.29 218.329 0.289378
27.3 219.201 0.289103
27.31 220.078 0.288836
27.32 220.957 0.288577
27.33 221.841 0.288328
27.34 222.727 0.288087
27.35 223.618 0.287856
27.36 224.512 0.287633
27.37 225.409 0.287419
27.38 226.31 0.287214
27.39 227.215 0.287017
27.4 228.123 0.28683
27.41 229.035 0.286651
27.42 229.951 0.286482
27.43 230.87 0.286321
27.44 231.793 0.286169
27.45 232.719 0.286026
27.46 233.65 0.285892
27.47 234.584 0.285767
27.48 235.521 0.285651
27.49 236.463 0.285544
27.5 237.408 0.285446
27.51 238.357 0.285357
27.52 239.31 0.285277
27.53 240.267 0.285207
27.54 241.227 0.285145
27.55 242.191 0.285093
27.56 243.16 0.285049
27.57 244.132 0.285015
27.58 245.108 0.28499
27.59 246.087 0.284975
27.6 247.071 0.284968
27.61 248.059 0.284971
27.62 249.051 0.284984
27.63 250.046 0.285005
27.64 251.046 0.285036
27.65 252.049 0.285077
27.66 253.057 0.285127
27.67 254.068 0.285186
27.68 255.084 0.285255
27.69 256.104 0.285334
27.7 257.128 0.285422
27.71 258.156 0.28552
27.72 259.188 0.285627
27.73 260.224 0.285745
27.74 261.264 0.285872
27.75 262.308 0.286009
27.76 263.357 0.286156
27.77 264.41 0.286312
27.78 265.467 0.286479
27.79 266.528 0.286656
27.8 267.594 0.286843
27.81 268.663 0.287039
27.82 269.737 0.287247
27.83 270.816 0.287464
27.84 271.898 0.287691
27.85 272.985 0.287929
27.86 274.076 0.288178
27.87 275.172 0.288437
27.88 276.272 0.288706
27.89 277.377 0.288986
27.9 278.485 0.289276
27.91 279.599 0.289578
27.92 280.716 0.28989
27.93 281.838 0.290213
27.94 282.965 0.290546
27.95 284.096 0.290891
27.96 285.232 0.291247
27.97 286.372 0.291614
27.98 287.517 0.291992
27.99 288.666 0.292382
28 289.82 0.292782
28.01 290.979 0.293195
28.02 292.142 0.293619
28.03 293.31 0.294054
28.04 294.482 0.294501
28.05 295.659 0.29496
28.06 296.841 0.295431
28.07 298.028 0.295913
28.08 299.219 0.296408
28.09 300.415 0.296915
28.1 301.616 0.297434
28.11 302.822 0.297965
28.12 304.032 0.298509
28.13 305.248 0.299065
28.14 306.468 0.299634
28.15 307.693 0.300216
28.16 308.923 0.30081
28.17 310.158 0.301418
28.18 311.397 0.302039
28.19 312.642 0.302672
28.2 313.892 0.303319
28.21 315.147 0.30398
28.22 316.406 0.304654
28.23 317.671 0.305341
28.24 318.941 0.306042
28.25 320.216 0.306758
28.26 321.495 0.307487
28.27 322.78 0.30823
28.28 324.071 0.308988
28.29 325.366 0.30976
28.3 326.666 0.310547
28.31 327.972 0.311348
28.32 329.283 0.312164
28.33 330.599 0.312995
28.34 331.92 0.313841
28.35 333.247 0.314703
28.36 334.579 0.31558
28.37 335.916 0.316472
28.38 337.259 0.317381
28.39 338.607 0.318305
28.4 339.96 0.319245
28.41 341.319 0.320202
28.42 342.683 0.321175
28.43 344.053 0.322164
28.44 345.428 0.32317
28.45 346.808 0.324193
28.46 348.194 0.325234
28.47 349.586 0.326291
28.48 350.983 0.327366
28.49 352.386 0.328459
28.5 353.794 0.32957
28.51 355.208 0.330699
28.52 356.627 0.331846
28.53 358.053 0.333011
28.54 359.483 0.334195
28.55 360.92 0.335398
28.56 362.362 0.336621
28.57 363.81 0.337862
28.58 365.264 0.339123
28.59 366.724 0.340404
28.6 368.189 0.341705
28.61 369.661 0.343027
28.62 371.138 0.344368
28.63 372.621 0.345731
28.64 374.11 0.347115
28.65 375.605 0.34852
28.66 377.106 0.349946
28.67 378.612 0.351394
28.68 380.125 0.352864
28.69 381.644 0.354357
28.7 383.169 0.355872
28.71 384.7 0.35741
28.72 386.237 0.358972
28.73 387.78 0.360557
28.74 389.33 0.362165
28.75 390.885 0.363798
28.76 392.447 0.365455
28.77 394.015 0.367137
28.78 395.589 0.368844
28.79 397.169 0.370576
28.8 398.756 0.372334
28.81 400.349 0.374118
28.82 401.949 0.375928
28.83 403.554 0.377765
28.84 405.167 0.379629
28.85 406.785 0.381521
28.86 408.41 0.38344
28.87 410.042 0.385388
28.88 411.68 0.387364
28.89 413.324 0.389369
28.9 414.975 0.391404
28.91 416.633 0.393468
28.92 418.297 0.395563
28.93 419.968 0.397688
28.94 421.645 0.399844
28.95 423.33 0.402032
28.96 425.02 0.404251
28.97 426.718 0.406503
28.98 428.422 0.408788
28.99 430.133 0.411106
29 431.851 0.413458
29.01 433.576 0.415844
29.02 435.308 0.418265
29.03 437.046 0.420721
29.04 438.791 0.423213
29.05 440.544 0.425742
29.06 442.303 0.428307
29.07 444.069 0.43091
29.08 445.843 0.43355
29.09 447.623 0.436229
29.1 449.41 0.438947
29.11 451.205 0.441705
29.12 453.007 0.444503
29.13 454.815 0.447342
29.14 456.631 0.450222
29.15 458.454 0.453145
29.16 460.285 0.45611
29.17 462.123 0.459119
29.18 463.968 0.462172
29.19 465.82 0.465269
29.2 467.679 0.468412
29.21 469.547 0.471602
29.22 471.421 0.474838
29.23 473.303 0.478122
29.24 475.192 0.481454
29.25 477.089 0.484835
29.26 478.993 0.488266
29.27 480.905 0.491748
29.28 482.825 0.495282
29.29 484.752 0.498868
29.3 486.687 0.502507
29.31 488.629 0.5062
29.32 490.579 0.509948
29.33 492.537 0.513751
29.34 494.502 0.517612
29.35 496.476 0.52153
29.36 498.457 0.525507
29.37 500.446 0.529543
29.38 502.443 0.53364
29.39 504.448 0.537798
29.4 506.46 0.542019
29.41 508.481 0.546304
29.42 510.51 0.550653
29.43 512.546 0.555068
29.44 514.591 0.55955
29.45 516.644 0.564099
29.46 518.705 0.568718
29.47 520.774 0.573407
29.48 522.852 0.578168
29.49 524.937 0.583002
29.5 527.031 0.587909
29.51 529.133 0.592892
29.52 531.243 0.597951
29.53 533.362 0.603088
29.54 535.489 0.608304
29.55 537.624 0.613601
29.56 539.768 0.61898
29.57 541.92 0.624442
29.58 544.081 0.629989
29.59 546.251 0.635623
29.6 548.428 0.641344
29.61 550.615 0.647155
29.62 552.81 0.653057
29.63 555.014 0.659052
29.64 557.226 0.665142
29.65 559.447 0.671327
29.66 561.677 0.67761
29.67 563.916 0.683992
29.68 566.163 0.690476
29.69 568.42 0.697064
29.7 570.685 0.703756
29.71 572.959 0.710555
29.72 575.242 0.717463
29.73 577.534 0.724483
29.74 579.835 0.731615
29.75 582.145 0.738862
29.76 584.464 0.746227
29.77 586.793 0.753711
29.78 589.13 0.761317
29.79 591.477 0.769046
29.8 593.833 0.776902
29.81 596.198 0.784887
29.82 598.572 0.793002
29.83 600.956 0.801251
29.84 603.349 0.809637
29.85 605.751 0.81816
29.86 608.163 0.826826
29.87 610.584 0.835635
29.88 613.015 0.844591
29.89 615.455 0.853697
29.9 617.904 0.862955
29.91 620.364 0.872368
29.92 622.833 0.88194
29.93 625.311 0.891674
29.94 627.799 0.901573
29.95 630.297 0.911639
29.96 632.805 0.921877
29.97 635.323 0.932289
29.98 637.85 0.942879
29.99 640.387 0.953651
30 642.934 0.964608
30.01 645.491 0.975754
30.02 648.058 0.987093
30.03 650.635 0.998629
30.04 653.222 1.01036
30.05 655.819 1.0223
30.06 658.426 1.03445
30.07 661.043 1.04682
30.08 663.671 1.0594
30.09 666.308 1.0722
30.1 668.956 1.08522
30.11 671.614 1.09848
30.12 674.282 1.11197
30.13 676.961 1.12571
30.14 679.65 1.13969
30.15 682.349 1.15392
30.16 685.059 1.1684
30.17 687.78 1.18315
30.18 690.511 1.19816
30.19 693.252 1.21345
30.2 696.004 1.22901
30.21 698.766 1.24486
30.22 701.54 1.26099
30.23 704.323 1.27742
30.24 707.118 1.29416
30.25 709.923 1.3112
30.26 712.739 1.32856
30.27 715.566 1.34623
30.28 718.404 1.36424
30.29 721.253 1.38258
30.3 724.112 1.40127
30.31 726.983 1.42031
30.32 729.864 1.4397
30.33 732.756 1.45946
30.34 735.66 1.4796
30.35 738.574 1.50011
30.36 741.5 1.52102
30.37 744.437 1.54232
30.38 747.385 1.56404
30.39 750.344 1.58617
30.4 753.314 1.60872
30.41 756.296 1.63171
30.42 759.289 1.65515
30.43 762.293 1.67904
30.44 765.309 1.7034
30.45 768.336 1.72823
30.46 771.374 1.75355
30.47 774.424 1.77937
30.48 777.486 1.80569
30.49 780.558 1.83254
30.5 783.643 1.85992
30.51 786.739 1.88784
30.52 789.846 1.91632
30.53 792.966 1.94536
30.54 796.096 1.975
30.55 799.239 2.00522
30.56 802.393 2.03606
30.57 805.559 2.06752
30.58 808.737 2.09962
30.59 811.926 2.13237
30.6 815.128 2.16579
30.61 818.341 2.1999
30.62 821.566 2.2347
30.63 824.803 2.27023
30.64 828.052 2.30648
30.65 831.312 2.34349
30.66 834.585 2.38127
30.67 837.87 2.41983
30.68 841.167 2.4592
30.69 844.475 2.4994
30.7 847.796 2.54044
30.71 851.129 2.58234
30.72 854.474 2.62514
30.73 857.831 2.66884
30.74 861.2 2.71347
30.75 864.582 2.75905
30.76 867.975 2.80561
30.77 871.381 2.85317
30.78 874.799 2.90175
30.79 878.229 2.95138
30.8 881.671 3.00208
30.81 885.126 3.05389
30.82 888.593 3.10683
30.83 892.072 3.16092
30.84 895.563 3.2162
30.85 899.066 3.27269
30.86 902.582 3.33043
30.87 906.11 3.38944
30.88 909.651 3.44976
30.89 913.204 3.51143
30.9 916.769 3.57446
30.91 920.346 3.63891
30.92 923.935 3.70481
30.93 927.537 3.77218
30.94 931.152 3.84108
30.95 934.778 3.91154
30.96 938.417 3.98359
30.97 942.068 4.05729
30.98 945.731 4.13267
30.99 949.407 4.20977
31 953.095 4.28864
31.01 956.795 4.36933
31.02 960.507 4.45189
31.03 964.232 4.53635
31.04 967.969 4.62278
31.05 971.718 4.71122
31.06 975.479 4.80172
31.07 979.252 4.89435
31.08 983.037 4.98915
31.09 986.834 5.08619
31.1 990.644 5.18551
31.11 994.465 5.2872
31.12 998.299 5.3913
31.13 1002.14 5.49788
31.14 1006 5.607
31.15 1009.87 5.71874
31.16 1013.75 5.83317
31.17 1017.64 5.95036
31.18 1021.55 6.07037
31.19 1025.46 6.1933
31.2 1029.39 6.31921
31.21 1033.33 6.4482
31.22 1037.28 6.58033
31.23 1041.24 6.71571
31.24 1045.22 6.85441
31.25 1049.2 6.99653
31.26 1053.2 7.14216
31.27 1057.2 7.2914
31.28 1061.22 7.44435
31.29 1065.25 7.60111
31.3 1069.29 7.76179
31.31 1073.34 7.92649
31.32 1077.4 8.09533
31.33 1081.47 8.26842
31.34 1085.55 8.44589
31.35 1089.64 8.62785
31.36 1093.74 8.81443
31.37 1097.86 9.00576
31.38 1101.98 9.20198
31.39 1106.11 9.40322
31.4 1110.25 9.60962
31.41 1114.4 9.82134
31.42 1118.56 10.0385
31.43 1122.73 10.2613
31.44 1126.9 10.4899
31.45 1131.09 10.7244
31.46 1135.28 10.965
31.47 1139.49 11.212
31.48 1143.7 11.4654
31.49 1147.92 11.7254
31.5 1152.14 11.9923
31.51 1156.38 12.2663
31.52 1160.62 12.5475
31.53 1164.87 12.8361
31.54 1169.12 13.1325
31.55 1173.38 13.4367
31.56 1177.65 13.7491
31.57 1181.92 14.0699
31.58 1186.2 14.3992
31.59 1190.49 14.7375
31.6 1194.77 15.0848
31.61 1199.07 15.4416
31.62 1203.37 15.8081
31.63 1207.67 16.1845
31.64 1211.97 16.5712
31.65 1216.28 16.9684
31.66 1220.59 17.3766
31.67 1224.91 17.7959
31.68 1229.22 18.2268
31.69 1233.54 18.6695
31.7 1237.86 19.1245
31.71 1242.17 19.5921
31.72 1246.49 20.0726
31.73 1250.81 20.5666
31.74 1255.13 21.0743
31.75 1259.44 21.5962
31.76 1263.76 22.1327
31.77 1268.07 22.6842
31.78 1272.37 23.2513
31.79 1276.68 23.8343
31.8 1280.97 24.4338
31.81 1285.27 25.0503
31.82 1289.56 25.6842
31.83 1293.84 26.3362
31.84 1298.11 27.0067
31.85 1302.37 27.6963
31.86 1306.63 28.4056
31.87 1310.88 29.1353
31.88 1315.11 29.8858
31.89 1319.34 30.6579
31.9 1323.55 31.4523
31.91 1327.75 32.2695
31.92 1331.93 33.1104
31.93 1336.1 33.9755
31.94 1340.25 34.8658
31.95 1344.39 35.7818
31.96 1348.51 36.7246
31.97 1352.6 37.6947
31.98 1356.68 38.6932
31.99 1360.73 39.7208
32 1364.77 40.7785
32.01 1368.77 41.8671
32.02 1372.75 42.9877
32.03 1376.71 44.1412
32.04 1380.63 45.3286
32.05 1384.52 46.551
32.06 1388.39 47.8094
32.07 1392.22 49.1049
32.08 1396.01 50.4388
32.09 1399.77 51.8121
32.1 1403.49 53.226
32.11 1407.17 54.6819
32.12 1410.81 56.1809
32.13 1414.4 57.7245
32.14 1417.95 59.3139
32.15 1421.45 60.9506
32.16 1424.9 62.6359
32.17 1428.3 64.3715
32.18 1431.65 66.1588
32.19 1434.94 67.9993
32.2 1438.17 69.8947
32.21 1441.34 71.8467
32.22 1444.44 73.8569
32.23 1447.48 75.9271
32.24 1450.45 78.0591
32.25 1453.35 80.2547
32.26 1456.18 82.5159
32.27 1458.93 84.8445
32.28 1461.6 87.2427
32.29 1464.18 89.7123
32.3 1466.68 92.2556
32.31 1469.09 94.8748
32.32 1471.41 97.5719
32.33 1473.63 100.349
32.34 1475.75 103.209
32.35 1477.77 106.154
32.36 1479.69 109.187
32.37 1481.49 112.309
32.38 1483.18 115.524
32.39 1484.75 118.834
32.4 1486.2 122.242
32.41 1487.52 125.75
32.42 1488.72 129.361
32.43 1489.78 133.079
32.44 1490.7 136.905
32.45 1491.47 140.843
32.46 1492.1 144.896
32.47 1492.58 149.068
32.48 1492.89 153.36
32.49 1493.05 157.776
32.5 1493.04 162.32
32.51 1492.85 166.994
32.52 1492.49 171.802
32.53 1491.95 176.747
32.54 1491.21 181.833
32.55 1490.29 187.063
32.56 1489.16 192.44
32.57 1487.83 197.968
32.58 1486.29 203.65
32.59 1484.53 209.489
32.6 1482.55 215.49
32.61 1480.35 221.656
32.62 1477.91 227.989
32.63 1475.23 234.494
32.64 1472.3 241.174
32.65 1469.13 248.032
32.66 1465.69 255.071
32.67 1462 262.296
32.68 1458.03 269.709
32.69 1453.79 277.313
32.7 1449.26 285.111
32.71 1444.45 293.107
32.72 1439.35 301.304
32.73 1433.95 309.703
32.74 1428.24 318.307
32.75 1422.23 327.12
32.76 1415.9 336.143
32.77 1409.24 345.379
32.78 1402.27 354.828
32.79 1394.96 364.493
32.8 1387.32 374.376
32.81 1379.34 384.477
32.82 1371.01 394.796
32.83 1362.34 405.336
32.84 1353.31 416.095
32.85 1343.94 427.073
32.86 1334.2 438.27
32.87 1324.11 449.685
32.88 1313.65 461.316
32.89 1302.83 473.162
32.9 1291.65 485.219
32.91 1280.11 497.485
32.92 1268.2 509.957
32.93 1255.93 522.63
32.94 1243.3 535.5
32.95 1230.3 548.561
32.96 1216.96 561.808
32.97 1203.25 575.234
32.98 1189.2 588.832
32.99 1174.81 602.594
33 1160.07 616.512
33.01 1145.01 630.575
33.02 1129.62 644.774
33.03 1113.92 659.099
33.04 1097.9 673.537
33.05 1081.6 688.077
33.06 1065 702.706
33.07 1048.13 717.409
33.08 1031.01 732.173
