Time N1 N2 N3
85.8 49.977 5.00193 22.9888
85.85 49.9771 5.00192 22.9889
85.9 49.9772 5.00192 22.9889
85.95 49.9773 5.00191 22.9889
86 49.9774 5.0019 22.989
86.05 49.9775 5.00189 22.989
86.1 49.9776 5.00189 22.9891
86.15 49.9777 5.00188 22.9891
86.2 49.9777 5.00187 22.9892
86.25 49.9778 5.00187 22.9892
86.3 49.9779 5.00186 22.9893
86.35 49.978 5.00185 22.9893
86.4 49.9781 5.00184 22.9893
86.45 49.9782 5.00184 22.9894
86.5 49.9783 5.00183 22.9894
86.55 49.9784 5.00182 22.9895
86.6 49.9784 5.00181 22.9895
86.65 49.9785 5.00181 22.9895
86.7 49.9786 5.0018 22.9896
86.75 49.9787 5.00179 22.9896
86.8 49.9788 5.00179 22.9897
86.85 49.9789 5.00178 22.9897
86.9 49.9789 5.00177 22.9898
86.95 49.979 5.00177 22.9898
87 49.9791 5.00176 22.9898
87.05 49.9792 5.00175 22.9899
87.1 49.9793 5.00174 22.9899
87.15 49.9794 5.00174 22.99
87.2 49.9794 5.00173 22.99
87.25 49.9795 5.00172 22.99
87.3 49.9796 5.00172 22.9901
87.35 49.9797 5.00171 22.9901
87.4 49.9798 5.0017 22.9902
87.45 49.9798 5.0017 22.9902
87.5 49.9799 5.00169 22.9902
87.55 49.98 5.00168 22.9903
87.6 49.9801 5.00168 22.9903
87.65 49.9802 5.00167 22.9903
87.7 49.9802 5.00166 22.9904
87.75 49.9803 5.00166 22.9904
87.8 49.9804 5.00165 22.9905
87.85 49.9805 5.00164 22.9905
87.9 49.9805 5.00164 22.9905
87.95 49.9806 5.00163 22.9906
88 49.9807 5.00162 22.9906
88.05 49.9808 5.00162 22.9906
88.1 49.9809 5.00161 22.9907
88.15 49.9809 5.0016 22.9907
88.2 49.981 5.0016 22.9908
88.25 49.9811 5.00159 22.9908
88.3 49.9812 5.00159 22.9908
88.35 49.9812 5.00158 22.9909
88.4 49.9813 5.00157 22.9909
88.45 49.9814 5.00157 22.9909
88.5 49.9814 5.00156 22.991
88.55 49.9815 5.00155 22.991
88.6 49.9816 5.00155 22.991
88.65 49.9817 5.00154 22.9911
88.7 49.9817 5.00154 22.9911
88.75 49.9818 5.00153 22.9912
88.8 49.9819 5.00152 22.9912
88.85 49.982 5.00152 22.9912
88.9 49.982 5.00151 22.9913
88.95 49.9821 5.0015 22.9913
89 49.9822 5.0015 22.9913
89.05 49.9822 5.00149 22.9914
89.1 49.9823 5.00149 22.9914
89.15 49.9824 5.00148 22.9914
89.2 49.9825 5.00147 22.9915
89.25 49.9825 5.00147 22.9915
89.3 49.9826 5.00146 22.9915
89.35 49.9827 5.00146 22.9916
89.4 49.9827 5.00145 22.9916
89.45 49.9828 5.00145 22.9916
89.5 49.9829 5.00144 22.9917
89.55 49.9829 5.00143 22.9917
89.6 49.983 5.00143 22.9917
89.65 49.9831 5.00142 22.9918
89.7 49.9831 5.00142 22.9918
89.75 49.9832 5.00141 22.9918
89.8 49.9833 5.00141 22.9919
89.85 49.9833 5.0014 22.9919
89.9 49.9834 5.00139 22.9919
89.95 49.9835 5.00139 22.992
90 49.9835 5.00138 22.992
90.05 49.9836 5.00138 22.992
90.1 49.9837 5.00137 22.9921
90.15 49.9837 5.00137 22.9921
90.2 49.9838 5.00136 22.9921
90.25 49.9839 5.00136 22.9921
90.3 49.9839 5.00135 22.9922
90.35 49.984 5.00135 22.9922
90.4 49.9841 5.00134 22.9922
90.45 49.9841 5.00133 22.9923
90.5 49.9842 5.00133 22.9923
90.55 49.9842 5.00132 22.9923
90.6 49.9843 5.00132 22.9924
90.65 49.9844 5.00131 22.9924
90.7 49.9844 5.00131 22.9924
90.75 49.9845 5.0013 22.9925
90.8 49.9846 5.0013 22.9925
90.85 49.9846 5.00129 22.9925
90.9 49.9847 5.00129 22.9925
90.95 49.9847 5.00128 22.9926
91 49.9848 5.00128 22.9926
91.05 49.9849 5.00127 22.9926
91.1 49.9849 5.00127 22.9927
91.15 49.985 5.00126 22.9927
91.2 49.985 5.00126 22.9927
91.25 49.9851 5.00125 22.9927
91.3 49.9852 5.00125 22.9928
91.35 49.9852 5.00124 22.9928
91.4 49.9853 5.00124 22.9928
91.45 49.9853 5.00123 22.9929
91.5 49.9854 5.00123 22.9929
91.55 49.9854 5.00122 22.9929
91.6 49.9855 5.00122 22.9929
91.65 49.9856 5.00121 22.993
91.7 49.9856 5.00121 22.993
91.75 49.9857 5.0012 22.993
91.8 49.9857 5.0012 22.9931
91.85 49.9858 5.0012 22.9931
91.9 49.9858 5.00119 22.9931
91.95 49.9859 5.00119 22.9931
92 49.986 5.00118 22.9932
92.05 49.986 5.00118 22.9932
92.1 49.9861 5.00117 22.9932
92.15 49.9861 5.00117 22.9932
92.2 49.9862 5.00116 22.9933
92.25 49.9862 5.00116 22.9933
92.3 49.9863 5.00115 22.9933
92.35 49.9863 5.00115 22.9934
92.4 49.9864 5.00114 22.9934
92.45 49.9865 5.00114 22.9934
92.5 49.9865 5.00114 22.9934
92.55 49.9866 5.00113 22.9935
92.6 49.9866 5.00113 22.9935
92.65 49.9867 5.00112 22.9935
92.7 49.9867 5.00112 22.9935
92.75 49.9868 5.00111 22.9936
92.8 49.9868 5.00111 22.9936
92.85 49.9869 5.0011 22.9936
92.9 49.9869 5.0011 22.9936
92.95 49.987 5.0011 22.9937
93 49.987 5.00109 22.9937
93.05 49.9871 5.00109 22.9937
93.1 49.9871 5.00108 22.9937
93.15 49.9872 5.00108 22.9938
93.2 49.9872 5.00107 22.9938
93.25 49.9873 5.00107 22.9938
93.3 49.9873 5.00107 22.9938
93.35 49.9874 5.00106 22.9939
93.4 49.9874 5.00106 22.9939
93.45 49.9875 5.00105 22.9939
93.5 49.9875 5.00105 22.9939
93.55 49.9876 5.00104 22.994
93.6 49.9876 5.00104 22.994
93.65 49.9877 5.00104 22.994
93.7 49.9877 5.00103 22.994
93.75 49.9878 5.00103 22.9941
93.8 49.9878 5.00102 22.9941
93.85 49.9879 5.00102 22.9941
93.9 49.9879 5.00102 22.9941
93.95 49.988 5.00101 22.9941
94 49.988 5.00101 22.9942
94.05 49.9881 5.001 22.9942
94.1 49.9881 5.001 22.9942
94.15 49.9882 5.001 22.9942
94.2 49.9882 5.00099 22.9943
94.25 49.9883 5.00099 22.9943
94.3 49.9883 5.00098 22.9943
94.35 49.9883 5.00098 22.9943
94.4 49.9884 5.00098 22.9944
94.45 49.9884 5.00097 22.9944
94.5 49.9885 5.00097 22.9944
94.55 49.9885 5.00096 22.9944
94.6 49.9886 5.00096 22.9944
94.65 49.9886 5.00096 22.9945
94.7 49.9887 5.00095 22.9945
94.75 49.9887 5.00095 22.9945
94.8 49.9888 5.00095 22.9945
94.85 49.9888 5.00094 22.9946
94.9 49.9888 5.00094 22.9946
94.95 49.9889 5.00093 22.9946
95 49.9889 5.00093 22.9946
95.05 49.989 5.00093 22.9946
95.1 49.989 5.00092 22.9947
95.15 49.9891 5.00092 22.9947
95.2 49.9891 5.00092 22.9947
95.25 49.9892 5.00091 22.9947
95.3 49.9892 5.00091 22.9947
95.35 49.9892 5.0009 22.9948
95.4 49.9893 5.0009 22.9948
95.45 49.9893 5.0009 22.9948
95.5 49.9894 5.00089 22.9948
95.55 49.9894 5.00089 22.9948
95.6 49.9895 5.00089 22.9949
95.65 49.9895 5.00088 22.9949
95.7 49.9895 5.00088 22.9949
95.75 49.9896 5.00088 22.9949
95.8 49.9896 5.00087 22.9949
95.85 49.9897 5.00087 22.995
95.9 49.9897 5.00087 22.995
95.95 49.9897 5.00086 22.995
96 49.9898 5.00086 22.995
96.05 49.9898 5.00086 22.995
96.1 49.9899 5.00085 22.9951
96.15 49.9899 5.00085 22.9951
96.2 49.9899 5.00085 22.9951
96.25 49.99 5.00084 22.9951
96.3 49.99 5.00084 22.9951
96.35 49.9901 5.00084 22.9952
96.4 49.9901 5.00083 22.9952
96.45 49.9901 5.00083 22.9952
96.5 49.9902 5.00083 22.9952
96.55 49.9902 5.00082 22.9952
96.6 49.9903 5.00082 22.9953
96.65 49.9903 5.00082 22.9953
96.7 49.9903 5.00081 22.9953
96.75 49.9904 5.00081 22.9953
96.8 49.9904 5.00081 22.9953
96.85 49.9905 5.0008 22.9954
96.9 49.9905 5.0008 22.9954
96.95 49.9905 5.0008 22.9954
97 49.9906 5.00079 22.9954
97.05 49.9906 5.00079 22.9954
97.1 49.9906 5.00079 22.9954
97.15 49.9907 5.00078 22.9955
97.2 49.9907 5.00078 22.9955
97.25 49.9907 5.00078 22.9955
97.3 49.9908 5.00078 22.9955
97.35 49.9908 5.00077 22.9955
97.4 49.9909 5.00077 22.9956
97.45 49.9909 5.00077 22.9956
97.5 49.9909 5.00076 22.9956
97.55 49.991 5.00076 22.9956
97.6 49.991 5.00076 22.9956
97.65 49.991 5.00075 22.9956
97.7 49.9911 5.00075 22.9957
97.75 49.9911 5.00075 22.9957
97.8 49.9911 5.00074 22.9957
97.85 49.9912 5.00074 22.9957
97.9 49.9912 5.00074 22.9957
97.95 49.9912 5.00074 22.9957
98 49.9913 5.00073 22.9958
98.05 49.9913 5.00073 22.9958
98.1 49.9914 5.00073 22.9958
98.15 49.9914 5.00072 22.9958
98.2 49.9914 5.00072 22.9958
98.25 49.9915 5.00072 22.9958
98.3 49.9915 5.00072 22.9959
98.35 49.9915 5.00071 22.9959
98.4 49.9916 5.00071 22.9959
98.45 49.9916 5.00071 22.9959
98.5 49.9916 5.0007 22.9959
98.55 49.9917 5.0007 22.9959
98.6 49.9917 5.0007 22.996
98.65 49.9917 5.0007 22.996
98.7 49.9918 5.00069 22.996
98.75 49.9918 5.00069 22.996
98.8 49.9918 5.00069 22.996
98.85 49.9919 5.00069 22.996
98.9 49.9919 5.00068 22.9961
98.95 49.9919 5.00068 22.9961
99 49.9919 5.00068 22.9961
99.05 49.992 5.00067 22.9961
99.1 49.992 5.00067 22.9961
99.15 49.992 5.00067 22.9961
99.2 49.9921 5.00067 22.9961
99.25 49.9921 5.00066 22.9962
99.3 49.9921 5.00066 22.9962
99.35 49.9922 5.00066 22.9962
99.4 49.9922 5.00066 22.9962
99.45 49.9922 5.00065 22.9962
99.5 49.9923 5.00065 22.9962
99.55 49.9923 5.00065 22.9963
99.6 49.9923 5.00065 22.9963
99.65 49.9924 5.00064 22.9963
99.7 49.9924 5.00064 22.9963
99.75 49.9924 5.00064 22.9963
99.8 49.9924 5.00064 22.9963
99.85 49.9925 5.00063 22.9963
99.9 49.9925 5.00063 22.9964
99.95 49.9925 5.00063 22.9964
100 49.9926 5.00063 22.9964
100.05 49.9926 5.00062 22.9964
100.1 49.9926 5.00062 22.9964
100.15 49.9927 5.00062 22.9964
100.2 49.9927 5.00062 22.9964
100.25 49.9927 5.00061 22.9965
100.3 49.9927 5.00061 22.9965
100.35 49.9928 5.00061 22.9965
100.4 49.9928 5.00061 22.9965
100.45 49.9928 5.0006 22.9965
100.5 49.9929 5.0006 22.9965
100.55 49.9929 5.0006 22.9965
100.6 49.9929 5.0006 22.9966
100.65 49.9929 5.00059 22.9966
100.7 49.993 5.00059 22.9966
100.75 49.993 5.00059 22.9966
100.8 49.993 5.00059 22.9966
100.85 49.9931 5.00058 22.9966
100.9 49.9931 5.00058 22.9966
100.95 49.9931 5.00058 22.9966
101 49.9931 5.00058 22.9967
101.05 49.9932 5.00058 22.9967
101.1 49.9932 5.00057 22.9967
101.15 49.9932 5.00057 22.9967
101.2 49.9932 5.00057 22.9967
101.25 49.9933 5.00057 22.9967
101.3 49.9933 5.00056 22.9967
101.35 49.9933 5.00056 22.9967
101.4 49.9933 5.00056 22.9968
101.45 49.9934 5.00056 22.9968
101.5 49.9934 5.00055 22.9968
101.55 49.9934 5.00055 22.9968
101.6 49.9935 5.00055 22.9968
101.65 49.9935 5.00055 22.9968
101.7 49.9935 5.00055 22.9968
101.75 49.9935 5.00054 22.9969
101.8 49.9936 5.00054 22.9969
101.85 49.9936 5.00054 22.9969
101.9 49.9936 5.00054 22.9969
101.95 49.9936 5.00054 22.9969
102 49.9937 5.00053 22.9969
102.05 49.9937 5.00053 22.9969
102.1 49.9937 5.00053 22.9969
102.15 49.9937 5.00053 22.997
102.2 49.9938 5.00052 22.997
102.25 49.9938 5.00052 22.997
102.3 49.9938 5.00052 22.997
102.35 49.9938 5.00052 22.997
102.4 49.9939 5.00052 22.997
102.45 49.9939 5.00051 22.997
102.5 49.9939 5.00051 22.997
102.55 49.9939 5.00051 22.997
102.6 49.994 5.00051 22.9971
102.65 49.994 5.00051 22.9971
102.7 49.994 5.0005 22.9971
102.75 49.994 5.0005 22.9971
102.8 49.994 5.0005 22.9971
102.85 49.9941 5.0005 22.9971
102.9 49.9941 5.0005 22.9971
102.95 49.9941 5.00049 22.9971
103 49.9941 5.00049 22.9971
103.05 49.9942 5.00049 22.9972
103.1 49.9942 5.00049 22.9972
103.15 49.9942 5.00049 22.9972
103.2 49.9942 5.00048 22.9972
103.25 49.9943 5.00048 22.9972
103.3 49.9943 5.00048 22.9972
103.35 49.9943 5.00048 22.9972
103.4 49.9943 5.00048 22.9972
103.45 49.9943 5.00048 22.9972
103.5 49.9944 5.00047 22.9973
103.55 49.9944 5.00047 22.9973
103.6 49.9944 5.00047 22.9973
103.65 49.9944 5.00047 22.9973
103.7 49.9945 5.00047 22.9973
103.75 49.9945 5.00046 22.9973
103.8 49.9945 5.00046 22.9973
103.85 49.9945 5.00046 22.9973
103.9 49.9945 5.00046 22.9973
103.95 49.9946 5.00046 22.9974
104 49.9946 5.00046 22.9974
104.05 49.9946 5.00045 22.9974
104.1 49.9946 5.00045 22.9974
104.15 49.9947 5.00045 22.9974
104.2 49.9947 5.00045 22.9974
104.25 49.9947 5.00045 22.9974
104.3 49.9947 5.00044 22.9974
104.35 49.9947 5.00044 22.9974
104.4 49.9948 5.00044 22.9974
104.45 49.9948 5.00044 22.9975
104.5 49.9948 5.00044 22.9975
104.55 49.9948 5.00044 22.9975
104.6 49.9948 5.00043 22.9975
104.65 49.9949 5.00043 22.9975
104.7 49.9949 5.00043 22.9975
104.75 49.9949 5.00043 22.9975
104.8 49.9949 5.00043 22.9975
104.85 49.9949 5.00043 22.9975
104.9 49.995 5.00042 22.9975
104.95 49.995 5.00042 22.9976
105 49.995 5.00042 22.9976
105.05 49.995 5.00042 22.9976
105.1 49.995 5.00042 22.9976
105.15 49.9951 5.00042 22.9976
105.2 49.9951 5.00041 22.9976
105.25 49.9951 5.00041 22.9976
105.3 49.9951 5.00041 22.9976
105.35 49.9951 5.00041 22.9976
105.4 49.9952 5.00041 22.9976
105.45 49.9952 5.00041 22.9977
105.5 49.9952 5.0004 22.9977
105.55 49.9952 5.0004 22.9977
105.6 49.9952 5.0004 22.9977
105.65 49.9953 5.0004 22.9977
105.7 49.9953 5.0004 22.9977
105.75 49.9953 5.0004 22.9977
105.8 49.9953 5.00039 22.9977
105.85 49.9953 5.00039 22.9977
105.9 49.9953 5.00039 22.9977
105.95 49.9954 5.00039 22.9977
106 49.9954 5.00039 22.9978
106.05 49.9954 5.00039 22.9978
106.1 49.9954 5.00039 22.9978
106.15 49.9954 5.00038 22.9978
106.2 49.9955 5.00038 22.9978
106.25 49.9955 5.00038 22.9978
106.3 49.9955 5.00038 22.9978
106.35 49.9955 5.00038 22.9978
106.4 49.9955 5.00038 22.9978
106.45 49.9955 5.00037 22.9978
106.5 49.9956 5.00037 22.9978
106.55 49.9956 5.00037 22.9979
106.6 49.9956 5.00037 22.9979
106.65 49.9956 5.00037 22.9979
106.7 49.9956 5.00037 22.9979
106.75 49.9957 5.00037 22.9979
106.8 49.9957 5.00036 22.9979
106.85 49.9957 5.00036 22.9979
106.9 49.9957 5.00036 22.9979
106.95 49.9957 5.00036 22.9979
107 49.9957 5.00036 22.9979
107.05 49.9958 5.00036 22.9979
107.1 49.9958 5.00036 22.9979
107.15 49.9958 5.00035 22.998
107.2 49.9958 5.00035 22.998
107.25 49.9958 5.00035 22.998
107.3 49.9958 5.00035 22.998
107.35 49.9959 5.00035 22.998
107.4 49.9959 5.00035 22.998
107.45 49.9959 5.00035 22.998
107.5 49.9959 5.00034 22.998
107.55 49.9959 5.00034 22.998
107.6 49.9959 5.00034 22.998
107.65 49.996 5.00034 22.998
107.7 49.996 5.00034 22.998
107.75 49.996 5.00034 22.998
107.8 49.996 5.00034 22.9981
107.85 49.996 5.00034 22.9981
107.9 49.996 5.00033 22.9981
107.95 49.996 5.00033 22.9981
108 49.9961 5.00033 22.9981
108.05 49.9961 5.00033 22.9981
108.1 49.9961 5.00033 22.9981
108.15 49.9961 5.00033 22.9981
108.2 49.9961 5.00033 22.9981
108.25 49.9961 5.00032 22.9981
108.3 49.9962 5.00032 22.9981
108.35 49.9962 5.00032 22.9981
108.4 49.9962 5.00032 22.9981
108.45 49.9962 5.00032 22.9982
108.5 49.9962 5.00032 22.9982
108.55 49.9962 5.00032 22.9982
108.6 49.9962 5.00032 22.9982
108.65 49.9963 5.00031 22.9982
108.7 49.9963 5.00031 22.9982
108.75 49.9963 5.00031 22.9982
108.8 49.9963 5.00031 22.9982
108.85 49.9963 5.00031 22.9982
108.9 49.9963 5.00031 22.9982
108.95 49.9963 5.00031 22.9982
109 49.9964 5.00031 22.9982
109.05 49.9964 5.0003 22.9982
109.1 49.9964 5.0003 22.9982
109.15 49.9964 5.0003 22.9983
109.2 49.9964 5.0003 22.9983
109.25 49.9964 5.0003 22.9983
109.3 49.9964 5.0003 22.9983
109.35 49.9965 5.0003 22.9983
109.4 49.9965 5.0003 22.9983
109.45 49.9965 5.0003 22.9983
109.5 49.9965 5.00029 22.9983
109.55 49.9965 5.00029 22.9983
109.6 49.9965 5.00029 22.9983
109.65 49.9965 5.00029 22.9983
109.7 49.9966 5.00029 22.9983
109.75 49.9966 5.00029 22.9983
109.8 49.9966 5.00029 22.9983
109.85 49.9966 5.00029 22.9983
109.9 49.9966 5.00028 22.9984
109.95 49.9966 5.00028 22.9984
110 49.9966 5.00028 22.9984
110.05 49.9967 5.00028 22.9984
110.1 49.9967 5.00028 22.9984
110.15 49.9967 5.00028 22.9984
110.2 49.9967 5.00028 22.9984
110.25 49.9967 5.00028 22.9984
110.3 49.9967 5.00028 22.9984
110.35 49.9967 5.00027 22.9984
110.4 49.9967 5.00027 22.9984
110.45 49.9968 5.00027 22.9984
110.5 49.9968 5.00027 22.9984
110.55 49.9968 5.00027 22.9984
110.6 49.9968 5.00027 22.9984
110.65 49.9968 5.00027 22.9984
110.7 49.9968 5.00027 22.9985
110.75 49.9968 5.00027 22.9985
110.8 49.9968 5.00026 22.9985
110.85 49.9969 5.00026 22.9985
110.9 49.9969 5.00026 22.9985
110.95 49.9969 5.00026 22.9985
111 49.9969 5.00026 22.9985
111.05 49.9969 5.00026 22.9985
111.1 49.9969 5.00026 22.9985
111.15 49.9969 5.00026 22.9985
111.2 49.9969 5.00026 22.9985
111.25 49.997 5.00026 22.9985
111.3 49.997 5.00025 22.9985
111.35 49.997 5.00025 22.9985
111.4 49.997 5.00025 22.9985
111.45 49.997 5.00025 22.9985
111.5 49.997 5.00025 22.9985
111.55 49.997 5.00025 22.9986
111.6 49.997 5.00025 22.9986
111.65 49.9971 5.00025 22.9986
111.7 49.9971 5.00025 22.9986
111.75 49.9971 5.00025 22.9986
111.8 49.9971 5.00024 22.9986
111.85 49.9971 5.00024 22.9986
111.9 49.9971 5.00024 22.9986
111.95 49.9971 5.00024 22.9986
112 49.9971 5.00024 22.9986
112.05 49.9971 5.00024 22.9986
112.1 49.9972 5.00024 22.9986
112.15 49.9972 5.00024 22.9986
112.2 49.9972 5.00024 22.9986
112.25 49.9972 5.00024 22.9986
112.3 49.9972 5.00024 22.9986
112.35 49.9972 5.00023 22.9986
112.4 49.9972 5.00023 22.9986
112.45 49.9972 5.00023 22.9987
112.5 49.9972 5.00023 22.9987
112.55 49.9973 5.00023 22.9987
112.6 49.9973 5.00023 22.9987
112.65 49.9973 5.00023 22.9987
112.7 49.9973 5.00023 22.9987
112.75 49.9973 5.00023 22.9987
112.8 49.9973 5.00023 22.9987
112.85 49.9973 5.00023 22.9987
112.9 49.9973 5.00022 22.9987
112.95 49.9973 5.00022 22.9987
113 49.9974 5.00022 22.9987
113.05 49.9974 5.00022 22.9987
113.1 49.9974 5.00022 22.9987
113.15 49.9974 5.00022 22.9987
113.2 49.9974 5.00022 22.9987
113.25 49.9974 5.00022 22.9987
113.3 49.9974 5.00022 22.9987
113.35 49.9974 5.00022 22.9987
113.4 49.9974 5.00022 22.9988
113.45 49.9974 5.00021 22.9988
113.5 49.9975 5.00021 22.9988
113.55 49.9975 5.00021 22.9988
113.6 49.9975 5.00021 22.9988
113.65 49.9975 5.00021 22.9988
113.7 49.9975 5.00021 22.9988
113.75 49.9975 5.00021 22.9988
113.8 49.9975 5.00021 22.9988
113.85 49.9975 5.00021 22.9988
113.9 49.9975 5.00021 22.9988
113.95 49.9975 5.00021 22.9988
114 49.9976 5.00021 22.9988
114.05 49.9976 5.0002 22.9988
114.1 49.9976 5.0002 22.9988
114.15 49.9976 5.0002 22.9988
114.2 49.9976 5.0002 22.9988
114.25 49.9976 5.0002 22.9988
114.3 49.9976 5.0002 22.9988
114.35 49.9976 5.0002 22.9988
114.4 49.9976 5.0002 22.9988
114.45 49.9976 5.0002 22.9989
114.5 49.9977 5.0002 22.9989
114.55 49.9977 5.0002 22.9989
114.6 49.9977 5.0002 22.9989
114.65 49.9977 5.0002 22.9989
114.7 49.9977 5.00019 22.9989
114.75 49.9977 5.00019 22.9989
114.8 49.9977 5.00019 22.9989
114.85 49.9977 5.00019 22.9989
114.9 49.9977 5.00019 22.9989
114.95 49.9977 5.00019 22.9989
115 49.9977 5.00019 22.9989
115.05 49.9978 5.00019 22.9989
115.1 49.9978 5.00019 22.9989
115.15 49.9978 5.00019 22.9989
115.2 49.9978 5.00019 22.9989
115.25 49.9978 5.00019 22.9989
115.3 49.9978 5.00019 22.9989
115.35 49.9978 5.00018 22.9989
115.4 49.9978 5.00018 22.9989
115.45 49.9978 5.00018 22.9989
115.5 49.9978 5.00018 22.9989
115.55 49.9978 5.00018 22.9989
115.6 49.9978 5.00018 22.999
115.65 49.9979 5.00018 22.999
115.7 49.9979 5.00018 22.999
115.75 49.9979 5.00018 22.999
115.8 49.9979 5.00018 22.999
115.85 49.9979 5.00018 22.999
115.9 49.9979 5.00018 22.999
115.95 49.9979 5.00018 22.999
116 49.9979 5.00018 22.999
116.05 49.9979 5.00017 22.999
116.1 49.9979 5.00017 22.999
116.15 49.9979 5.00017 22.999
116.2 49.9979 5.00017 22.999
116.25 49.998 5.00017 22.999
116.3 49.998 5.00017 22.999
116.35 49.998 5.00017 22.999
116.4 49.998 5.00017 22.999
116.45 49.998 5.00017 22.999
116.5 49.998 5.00017 22.999
116.55 49.998 5.00017 22.999
116.6 49.998 5.00017 22.999
116.65 49.998 5.00017 22.999
116.7 49.998 5.00017 22.999
116.75 49.998 5.00017 22.999
116.8 49.998 5.00016 22.999
116.85 49.9981 5.00016 22.9991
116.9 49.9981 5.00016 22.9991
116.95 49.9981 5.00016 22.9991
117 49.9981 5.00016 22.9991
117.05 49.9981 5.00016 22.9991
117.1 49.9981 5.00016 22.9991
117.15 49.9981 5.00016 22.9991
117.2 49.9981 5.00016 22.9991
117.25 49.9981 5.00016 22.9991
117.3 49.9981 5.00016 22.9991
117.35 49.9981 5.00016 22.9991
117.4 49.9981 5.00016 22.9991
117.45 49.9981 5.00016 22.9991
117.5 49.9982 5.00016 22.9991
117.55 49.9982 5.00015 22.9991
117.6 49.9982 5.00015 22.9991
117.65 49.9982 5.00015 22.9991
117.7 49.9982 5.00015 22.9991
117.75 49.9982 5.00015 22.9991
117.8 49.9982 5.00015 22.9991
117.85 49.9982 5.00015 22.9991
117.9 49.9982 5.00015 22.9991
117.95 49.9982 5.00015 22.9991
118 49.9982 5.00015 22.9991
118.05 49.9982 5.00015 22.9991
118.1 49.9982 5.00015 22.9991
118.15 49.9982 5.00015 22.9991
118.2 49.9983 5.00015 22.9991
118.25 49.9983 5.00015 22.9992
118.3 49.9983 5.00015 22.9992
118.35 49.9983 5.00015 22.9992
118.4 49.9983 5.00014 22.9992
118.45 49.9983 5.00014 22.9992
118.5 49.9983 5.00014 22.9992
118.55 49.9983 5.00014 22.9992
118.6 49.9983 5.00014 22.9992
118.65 49.9983 5.00014 22.9992
118.7 49.9983 5.00014 22.9992
118.75 49.9983 5.00014 22.9992
118.8 49.9983 5.00014 22.9992
118.85 49.9983 5.00014 22.9992
118.9 49.9983 5.00014 22.9992
118.95 49.9984 5.00014 22.9992
119 49.9984 5.00014 22.9992
119.05 49.9984 5.00014 22.9992
119.1 49.9984 5.00014 22.9992
119.15 49.9984 5.00014 22.9992
119.2 49.9984 5.00014 22.9992
119.25 49.9984 5.00014 22.9992
119.3 49.9984 5.00013 22.9992
119.35 49.9984 5.00013 22.9992
119.4 49.9984 5.00013 22.9992
119.45 49.9984 5.00013 22.9992
119.5 49.9984 5.00013 22.9992
119.55 49.9984 5.00013 22.9992
119.6 49.9984 5.00013 22.9992
119.65 49.9984 5.00013 22.9992
119.7 49.9984 5.00013 22.9992
119.75 49.9985 5.00013 22.9992
119.8 49.9985 5.00013 22.9993
119.85 49.9985 5.00013 22.9993
119.9 49.9985 5.00013 22.9993
119.95 49.9985 5.00013 22.9993
120 49.9985 5.00013 22.9993
120.05 49.9985 5.00013 22.9993
120.1 49.9985 5.00013 22.9993
120.15 49.9985 5.00013 22.9993
120.2 49.9985 5.00013 22.9993
120.25 49.9985 5.00013 22.9993
120.3 49.9985 5.00012 22.9993
120.35 49.9985 5.00012 22.9993
120.4 49.9985 5.00012 22.9993
120.45 49.9985 5.00012 22.9993
120.5 49.9985 5.00012 22.9993
120.55 49.9985 5.00012 22.9993
120.6 49.9986 5.00012 22.9993
120.65 49.9986 5.00012 22.9993
120.7 49.9986 5.00012 22.9993
120.75 49.9986 5.00012 22.9993
120.8 49.9986 5.00012 22.9993
120.85 49.9986 5.00012 22.9993
120.9 49.9986 5.00012 22.9993
120.95 49.9986 5.00012 22.9993
121 49.9986 5.00012 22.9993
121.05 49.9986 5.00012 22.9993
121.1 49.9986 5.00012 22.9993
121.15 49.9986 5.00012 22.9993
121.2 49.9986 5.00012 22.9993
121.25 49.9986 5.00012 22.9993
121.3 49.9986 5.00012 22.9993
121.35 49.9986 5.00011 22.9993
121.4 49.9986 5.00011 22.9993
121.45 49.9986 5.00011 22.9993
121.5 49.9987 5.00011 22.9993
121.55 49.9987 5.00011 22.9993
121.6 49.9987 5.00011 22.9994
121.65 49.9987 5.00011 22.9994
121.7 49.9987 5.00011 22.9994
121.75 49.9987 5.00011 22.9994
121.8 49.9987 5.00011 22.9994
121.85 49.9987 5.00011 22.9994
121.9 49.9987 5.00011 22.9994
121.95 49.9987 5.00011 22.9994
122 49.9987 5.00011 22.9994
122.05 49.9987 5.00011 22.9994
122.1 49.9987 5.00011 22.9994
122.15 49.9987 5.00011 22.9994
122.2 49.9987 5.00011 22.9994
122.25 49.9987 5.00011 22.9994
122.3 49.9987 5.00011 22.9994
122.35 49.9987 5.00011 22.9994
122.4 49.9987 5.00011 22.9994
122.45 49.9988 5.0001 22.9994
122.5 49.9988 5.0001 22.9994
122.55 49.9988 5.0001 22.9994
122.6 49.9988 5.0001 22.9994
122.65 49.9988 5.0001 22.9994
122.7 49.9988 5.0001 22.9994
122.75 49.9988 5.0001 22.9994
122.8 49.9988 5.0001 22.9994
122.85 49.9988 5.0001 22.9994
122.9 49.9988 5.0001 22.9994
122.95 49.9988 5.0001 22.9994
123 49.9988 5.0001 22.9994
123.05 49.9988 5.0001 22.9994
123.1 49.9988 5.0001 22.9994
