Time N1 N2 N3
343.4 50 5 23
343.45 50 5 23
343.5 50 5 23
343.55 50 5 23
343.6 50 5 23
343.65 50 5 23
343.7 50 5 23
343.75 50 5 23
343.8 50 5 23
343.85 50 5 23
343.9 50 5 23
343.95 50 5 23
344 50 5 23
344.05 50 5 23
344.1 50 5 23
344.15 50 5 23
344.2 50 5 23
344.25 50 5 23
344.3 50 5 23
344.35 50 5 23
344.4 50 5 23
344.45 50 5 23
344.5 50 5 23
344.55 50 5 23
344.6 50 5 23
344.65 50 5 23
344.7 50 5 23
344.75 50 5 23
344.8 50 5 23
344.85 50 5 23
344.9 50 5 23
344.95 50 5 23
345 50 5 23
345.05 50 5 23
345.1 50 5 23
345.15 50 5 23
345.2 50 5 23
345.25 50 5 23
345.3 50 5 23
345.35 50 5 23
345.4 50 5 23
345.45 50 5 23
345.5 50 5 23
345.55 50 5 23
345.6 50 5 23
345.65 50 5 23
345.7 50 5 23
345.75 50 5 23
345.8 50 5 23
345.85 50 5 23
345.9 50 5 23
345.95 50 5 23
346 50 5 23
346.05 50 5 23
346.1 50 5 23
346.15 50 5 23
346.2 50 5 23
346.25 50 5 23
346.3 50 5 23
346.35 50 5 23
346.4 50 5 23
346.45 50 5 23
346.5 50 5 23
346.55 50 5 23
346.6 50 5 23
346.65 50 5 23
346.7 50 5 23
346.75 50 5 23
346.8 50 5 23
346.85 50 5 23
346.9 50 5 23
346.95 50 5 23
347 50 5 23
347.05 50 5 23
347.1 50 5 23
347.15 50 5 23
347.2 50 5 23
347.25 50 5 23
347.3 50 5 23
347.35 50 5 23
347.4 50 5 23
347.45 50 5 23
347.5 50 5 23
347.55 50 5 23
347.6 50 5 23
347.65 50 5 23
347.7 50 5 23
347.75 50 5 23
347.8 50 5 23
347.85 50 5 23
347.9 50 5 23
347.95 50 5 23
348 50 5 23
348.05 50 5 23
348.1 50 5 23
348.15 50 5 23
348.2 50 5 23
348.25 50 5 23
348.3 50 5 23
348.35 50 5 23
348.4 50 5 23
348.45 50 5 23
348.5 50 5 23
348.55 50 5 23
348.6 50 5 23
348.65 50 5 23
348.7 50 5 23
348.75 50 5 23
348.8 50 5 23
348.85 50 5 23
348.9 50 5 23
348.95 50 5 23
349 50 5 23
349.05 50 5 23
349.1 50 5 23
349.15 50 5 23
349.2 50 5 23
349.25 50 5 23
349.3 50 5 23
349.35 50 5 23
349.4 50 5 23
349.45 50 5 23
349.5 50 5 23
349.55 50 5 23
349.6 50 5 23
349.65 50 5 23
349.7 50 5 23
349.75 50 5 23
349.8 50 5 23
349.85 50 5 23
349.9 50 5 23
349.95 50 5 23
350 50 5 23
350.05 50 5 23
350.1 50 5 23
350.15 50 5 23
350.2 50 5 23
350.25 50 5 23
350.3 50 5 23
350.35 50 5 23
350.4 50 5 23
350.45 50 5 23
350.5 50 5 23
350.55 50 5 23
350.6 50 5 23
350.65 50 5 23
350.7 50 5 23
350.75 50 5 23
350.8 50 5 23
350.85 50 5 23
350.9 50 5 23
350.95 50 5 23
351 50 5 23
351.05 50 5 23
351.1 50 5 23
351.15 50 5 23
351.2 50 5 23
351.25 50 5 23
351.3 50 5 23
351.35 50 5 23
351.4 50 5 23
351.45 50 5 23
351.5 50 5 23
351.55 50 5 23
351.6 50 5 23
351.65 50 5 23
351.7 50 5 23
351.75 50 5 23
351.8 50 5 23
351.85 50 5 23
351.9 50 5 23
351.95 50 5 23
352 50 5 23
352.05 50 5 23
352.1 50 5 23
352.15 50 5 23
352.2 50 5 23
352.25 50 5 23
352.3 50 5 23
352.35 50 5 23
352.4 50 5 23
352.45 50 5 23
352.5 50 5 23
352.55 50 5 23
352.6 50 5 23
352.65 50 5 23
352.7 50 5 23
352.75 50 5 23
352.8 50 5 23
352.85 50 5 23
352.9 50 5 23
352.95 50 5 23
353 50 5 23
353.05 50 5 23
353.1 50 5 23
353.15 50 5 23
353.2 50 5 23
353.25 50 5 23
353.3 50 5 23
353.35 50 5 23
353.4 50 5 23
353.45 50 5 23
353.5 50 5 23
353.55 50 5 23
353.6 50 5 23
353.65 50 5 23
353.7 50 5 23
353.75 50 5 23
353.8 50 5 23
353.85 50 5 23
353.9 50 5 23
353.95 50 5 23
354 50 5 23
354.05 50 5 23
354.1 50 5 23
354.15 50 5 23
354.2 50 5 23
354.25 50 5 23
354.3 50 5 23
354.35 50 5 23
354.4 50 5 23
354.45 50 5 23
354.5 50 5 23
354.55 50 5 23
354.6 50 5 23
354.65 50 5 23
354.7 50 5 23
354.75 50 5 23
354.8 50 5 23
354.85 50 5 23
354.9 50 5 23
354.95 50 5 23
355 50 5 23
355.05 50 5 23
355.1 50 5 23
355.15 50 5 23
355.2 50 5 23
355.25 50 5 23
355.3 50 5 23
355.35 50 5 23
355.4 50 5 23
355.45 50 5 23
355.5 50 5 23
355.55 50 5 23
355.6 50 5 23
355.65 50 5 23
355.7 50 5 23
355.75 50 5 23
355.8 50 5 23
355.85 50 5 23
355.9 50 5 23
355.95 50 5 23
356 50 5 23
356.05 50 5 23
356.1 50 5 23
356.15 50 5 23
356.2 50 5 23
356.25 50 5 23
356.3 50 5 23
356.35 50 5 23
356.4 50 5 23
356.45 50 5 23
356.5 50 5 23
356.55 50 5 23
356.6 50 5 23
356.65 50 5 23
356.7 50 5 23
356.75 50 5 23
356.8 50 5 23
356.85 50 5 23
356.9 50 5 23
356.95 50 5 23
357 50 5 23
357.05 50 5 23
357.1 50 5 23
357.15 50 5 23
357.2 50 5 23
357.25 50 5 23
357.3 50 5 23
357.35 50 5 23
357.4 50 5 23
357.45 50 5 23
357.5 50 5 23
357.55 50 5 23
357.6 50 5 23
357.65 50 5 23
357.7 50 5 23
357.75 50 5 23
357.8 50 5 23
357.85 50 5 23
357.9 50 5 23
357.95 50 5 23
358 50 5 23
358.05 50 5 23
358.1 50 5 23
358.15 50 5 23
358.2 50 5 23
358.25 50 5 23
358.3 50 5 23
358.35 50 5 23
358.4 50 5 23
358.45 50 5 23
358.5 50 5 23
358.55 50 5 23
358.6 50 5 23
358.65 50 5 23
358.7 50 5 23
358.75 50 5 23
358.8 50 5 23
358.85 50 5 23
358.9 50 5 23
358.95 50 5 23
359 50 5 23
359.05 50 5 23
359.1 50 5 23
359.15 50 5 23
359.2 50 5 23
359.25 50 5 23
359.3 50 5 23
359.35 50 5 23
359.4 50 5 23
359.45 50 5 23
359.5 50 5 23
359.55 50 5 23
359.6 50 5 23
359.65 50 5 23
359.7 50 5 23
359.75 50 5 23
359.8 50 5 23
359.85 50 5 23
359.9 50 5 23
359.95 50 5 23
360 50 5 23
360.05 50 5 23
360.1 50 5 23
360.15 50 5 23
360.2 50 5 23
360.25 50 5 23
360.3 50 5 23
360.35 50 5 23
360.4 50 5 23
360.45 50 5 23
360.5 50 5 23
360.55 50 5 23
360.6 50 5 23
360.65 50 5 23
360.7 50 5 23
360.75 50 5 23
360.8 50 5 23
360.85 50 5 23
360.9 50 5 23
360.95 50 5 23
361 50 5 23
361.05 50 5 23
361.1 50 5 23
361.15 50 5 23
361.2 50 5 23
361.25 50 5 23
361.3 50 5 23
361.35 50 5 23
361.4 50 5 23
361.45 50 5 23
361.5 50 5 23
361.55 50 5 23
361.6 50 5 23
361.65 50 5 23
361.7 50 5 23
361.75 50 5 23
361.8 50 5 23
361.85 50 5 23
361.9 50 5 23
361.95 50 5 23
362 50 5 23
362.05 50 5 23
362.1 50 5 23
362.15 50 5 23
362.2 50 5 23
362.25 50 5 23
362.3 50 5 23
362.35 50 5 23
362.4 50 5 23
362.45 50 5 23
362.5 50 5 23
362.55 50 5 23
362.6 50 5 23
362.65 50 5 23
362.7 50 5 23
362.75 50 5 23
362.8 50 5 23
362.85 50 5 23
362.9 50 5 23
362.95 50 5 23
363 50 5 23
363.05 50 5 23
363.1 50 5 23
363.15 50 5 23
363.2 50 5 23
363.25 50 5 23
363.3 50 5 23
363.35 50 5 23
363.4 50 5 23
363.45 50 5 23
363.5 50 5 23
363.55 50 5 23
363.6 50 5 23
363.65 50 5 23
363.7 50 5 23
363.75 50 5 23
363.8 50 5 23
363.85 50 5 23
363.9 50 5 23
363.95 50 5 23
364 50 5 23
364.05 50 5 23
364.1 50 5 23
364.15 50 5 23
364.2 50 5 23
364.25 50 5 23
364.3 50 5 23
364.35 50 5 23
364.4 50 5 23
364.45 50 5 23
364.5 50 5 23
364.55 50 5 23
364.6 50 5 23
364.65 50 5 23
364.7 50 5 23
364.75 50 5 23
364.8 50 5 23
364.85 50 5 23
364.9 50 5 23
364.95 50 5 23
365 50 5 23
365.05 50 5 23
365.1 50 5 23
365.15 50 5 23
365.2 50 5 23
365.25 50 5 23
365.3 50 5 23
365.35 50 5 23
365.4 50 5 23
365.45 50 5 23
365.5 50 5 23
365.55 50 5 23
365.6 50 5 23
365.65 50 5 23
365.7 50 5 23
365.75 50 5 23
365.8 50 5 23
365.85 50 5 23
365.9 50 5 23
365.95 50 5 23
366 50 5 23
366.05 50 5 23
366.1 50 5 23
366.15 50 5 23
366.2 50 5 23
366.25 50 5 23
366.3 50 5 23
366.35 50 5 23
366.4 50 5 23
366.45 50 5 23
366.5 50 5 23
366.55 50 5 23
366.6 50 5 23
366.65 50 5 23
366.7 50 5 23
366.75 50 5 23
366.8 50 5 23
366.85 50 5 23
366.9 50 5 23
366.95 50 5 23
367 50 5 23
367.05 50 5 23
367.1 50 5 23
367.15 50 5 23
367.2 50 5 23
367.25 50 5 23
367.3 50 5 23
367.35 50 5 23
367.4 50 5 23
367.45 50 5 23
367.5 50 5 23
367.55 50 5 23
367.6 50 5 23
367.65 50 5 23
367.7 50 5 23
367.75 50 5 23
367.8 50 5 23
367.85 50 5 23
367.9 50 5 23
367.95 50 5 23
368 50 5 23
368.05 50 5 23
368.1 50 5 23
368.15 50 5 23
368.2 50 5 23
368.25 50 5 23
368.3 50 5 23
368.35 50 5 23
368.4 50 5 23
368.45 50 5 23
368.5 50 5 23
368.55 50 5 23
368.6 50 5 23
368.65 50 5 23
368.7 50 5 23
368.75 50 5 23
368.8 50 5 23
368.85 50 5 23
368.9 50 5 23
368.95 50 5 23
369 50 5 23
369.05 50 5 23
369.1 50 5 23
369.15 50 5 23
369.2 50 5 23
369.25 50 5 23
369.3 50 5 23
369.35 50 5 23
369.4 50 5 23
369.45 50 5 23
369.5 50 5 23
369.55 50 5 23
369.6 50 5 23
369.65 50 5 23
369.7 50 5 23
369.75 50 5 23
369.8 50 5 23
369.85 50 5 23
369.9 50 5 23
369.95 50 5 23
370 50 5 23
370.05 50 5 23
370.1 50 5 23
370.15 50 5 23
370.2 50 5 23
370.25 50 5 23
370.3 50 5 23
370.35 50 5 23
370.4 50 5 23
370.45 50 5 23
370.5 50 5 23
370.55 50 5 23
370.6 50 5 23
370.65 50 5 23
370.7 50 5 23
370.75 50 5 23
370.8 50 5 23
370.85 50 5 23
370.9 50 5 23
370.95 50 5 23
371 50 5 23
371.05 50 5 23
371.1 50 5 23
371.15 50 5 23
371.2 50 5 23
371.25 50 5 23
371.3 50 5 23
371.35 50 5 23
371.4 50 5 23
371.45 50 5 23
371.5 50 5 23
371.55 50 5 23
371.6 50 5 23
371.65 50 5 23
371.7 50 5 23
371.75 50 5 23
371.8 50 5 23
371.85 50 5 23
371.9 50 5 23
371.95 50 5 23
372 50 5 23
372.05 50 5 23
372.1 50 5 23
372.15 50 5 23
372.2 50 5 23
372.25 50 5 23
372.3 50 5 23
372.35 50 5 23
372.4 50 5 23
372.45 50 5 23
372.5 50 5 23
372.55 50 5 23
372.6 50 5 23
372.65 50 5 23
372.7 50 5 23
372.75 50 5 23
372.8 50 5 23
372.85 50 5 23
372.9 50 5 23
372.95 50 5 23
373 50 5 23
373.05 50 5 23
373.1 50 5 23
373.15 50 5 23
373.2 50 5 23
373.25 50 5 23
373.3 50 5 23
373.35 50 5 23
373.4 50 5 23
373.45 50 5 23
373.5 50 5 23
373.55 50 5 23
373.6 50 5 23
373.65 50 5 23
373.7 50 5 23
373.75 50 5 23
373.8 50 5 23
373.85 50 5 23
373.9 50 5 23
373.95 50 5 23
374 50 5 23
374.05 50 5 23
374.1 50 5 23
374.15 50 5 23
374.2 50 5 23
374.25 50 5 23
374.3 50 5 23
374.35 50 5 23
374.4 50 5 23
374.45 50 5 23
374.5 50 5 23
374.55 50 5 23
374.6 50 5 23
374.65 50 5 23
374.7 50 5 23
374.75 50 5 23
374.8 50 5 23
374.85 50 5 23
374.9 50 5 23
374.95 50 5 23
375 50 5 23
375.05 50 5 23
375.1 50 5 23
375.15 50 5 23
375.2 50 5 23
375.25 50 5 23
375.3 50 5 23
375.35 50 5 23
375.4 50 5 23
375.45 50 5 23
375.5 50 5 23
375.55 50 5 23
375.6 50 5 23
375.65 50 5 23
375.7 50 5 23
375.75 50 5 23
375.8 50 5 23
375.85 50 5 23
375.9 50 5 23
375.95 50 5 23
376 50 5 23
376.05 50 5 23
376.1 50 5 23
376.15 50 5 23
376.2 50 5 23
376.25 50 5 23
376.3 50 5 23
376.35 50 5 23
376.4 50 5 23
376.45 50 5 23
376.5 50 5 23
376.55 50 5 23
376.6 50 5 23
376.65 50 5 23
376.7 50 5 23
376.75 50 5 23
376.8 50 5 23
376.85 50 5 23
376.9 50 5 23
376.95 50 5 23
377 50 5 23
377.05 50 5 23
377.1 50 5 23
377.15 50 5 23
377.2 50 5 23
377.25 50 5 23
377.3 50 5 23
377.35 50 5 23
377.4 50 5 23
377.45 50 5 23
377.5 50 5 23
377.55 50 5 23
377.6 50 5 23
377.65 50 5 23
377.7 50 5 23
377.75 50 5 23
377.8 50 5 23
377.85 50 5 23
377.9 50 5 23
377.95 50 5 23
378 50 5 23
378.05 50 5 23
378.1 50 5 23
378.15 50 5 23
378.2 50 5 23
378.25 50 5 23
378.3 50 5 23
378.35 50 5 23
378.4 50 5 23
378.45 50 5 23
378.5 50 5 23
378.55 50 5 23
378.6 50 5 23
378.65 50 5 23
378.7 50 5 23
378.75 50 5 23
378.8 50 5 23
378.85 50 5 23
378.9 50 5 23
378.95 50 5 23
379 50 5 23
379.05 50 5 23
379.1 50 5 23
379.15 50 5 23
379.2 50 5 23
379.25 50 5 23
379.3 50 5 23
379.35 50 5 23
379.4 50 5 23
379.45 50 5 23
379.5 50 5 23
379.55 50 5 23
379.6 50 5 23
379.65 50 5 23
379.7 50 5 23
379.75 50 5 23
379.8 50 5 23
379.85 50 5 23
379.9 50 5 23
379.95 50 5 23
380 50 5 23
380.05 50 5 23
380.1 50 5 23
380.15 50 5 23
380.2 50 5 23
380.25 50 5 23
380.3 50 5 23
380.35 50 5 23
380.4 50 5 23
380.45 50 5 23
380.5 50 5 23
380.55 50 5 23
380.6 50 5 23
380.65 50 5 23
380.7 50 5 23
380.75 50 5 23
380.8 50 5 23
380.85 50 5 23
380.9 50 5 23
380.95 50 5 23
381 50 5 23
381.05 50 5 23
381.1 50 5 23
381.15 50 5 23
381.2 50 5 23
381.25 50 5 23
381.3 50 5 23
381.35 50 5 23
381.4 50 5 23
381.45 50 5 23
381.5 50 5 23
381.55 50 5 23
381.6 50 5 23
381.65 50 5 23
381.7 50 5 23
381.75 50 5 23
381.8 50 5 23
381.85 50 5 23
381.9 50 5 23
381.95 50 5 23
382 50 5 23
382.05 50 5 23
382.1 50 5 23
382.15 50 5 23
382.2 50 5 23
382.25 50 5 23
382.3 50 5 23
382.35 50 5 23
382.4 50 5 23
382.45 50 5 23
382.5 50 5 23
382.55 50 5 23
382.6 50 5 23
382.65 50 5 23
382.7 50 5 23
382.75 50 5 23
382.8 50 5 23
382.85 50 5 23
382.9 50 5 23
382.95 50 5 23
383 50 5 23
383.05 50 5 23
383.1 50 5 23
383.15 50 5 23
383.2 50 5 23
383.25 50 5 23
383.3 50 5 23
383.35 50 5 23
383.4 50 5 23
383.45 50 5 23
383.5 50 5 23
383.55 50 5 23
383.6 50 5 23
383.65 50 5 23
383.7 50 5 23
383.75 50 5 23
383.8 50 5 23
383.85 50 5 23
383.9 50 5 23
383.95 50 5 23
384 50 5 23
384.05 50 5 23
384.1 50 5 23
384.15 50 5 23
384.2 50 5 23
384.25 50 5 23
384.3 50 5 23
384.35 50 5 23
384.4 50 5 23
384.45 50 5 23
384.5 50 5 23
384.55 50 5 23
384.6 50 5 23
384.65 50 5 23
384.7 50 5 23
384.75 50 5 23
384.8 50 5 23
384.85 50 5 23
384.9 50 5 23
384.95 50 5 23
385 50 5 23
385.05 50 5 23
385.1 50 5 23
385.15 50 5 23
385.2 50 5 23
385.25 50 5 23
385.3 50 5 23
385.35 50 5 23
385.4 50 5 23
385.45 50 5 23
385.5 50 5 23
385.55 50 5 23
385.6 50 5 23
385.65 50 5 23
385.7 50 5 23
385.75 50 5 23
385.8 50 5 23
385.85 50 5 23
385.9 50 5 23
385.95 50 5 23
386 50 5 23
386.05 50 5 23
386.1 50 5 23
386.15 50 5 23
386.2 50 5 23
386.25 50 5 23
386.3 50 5 23
386.35 50 5 23
386.4 50 5 23
386.45 50 5 23
386.5 50 5 23
386.55 50 5 23
386.6 50 5 23
386.65 50 5 23
386.7 50 5 23
386.75 50 5 23
386.8 50 5 23
386.85 50 5 23
386.9 50 5 23
386.95 50 5 23
387 50 5 23
387.05 50 5 23
387.1 50 5 23
387.15 50 5 23
387.2 50 5 23
387.25 50 5 23
387.3 50 5 23
387.35 50 5 23
387.4 50 5 23
387.45 50 5 23
387.5 50 5 23
387.55 50 5 23
387.6 50 5 23
387.65 50 5 23
387.7 50 5 23
387.75 50 5 23
387.8 50 5 23
387.85 50 5 23
387.9 50 5 23
387.95 50 5 23
388 50 5 23
388.05 50 5 23
388.1 50 5 23
388.15 50 5 23
388.2 50 5 23
388.25 50 5 23
388.3 50 5 23
388.35 50 5 23
388.4 50 5 23
388.45 50 5 23
388.5 50 5 23
388.55 50 5 23
388.6 50 5 23
388.65 50 5 23
388.7 50 5 23
388.75 50 5 23
388.8 50 5 23
388.85 50 5 23
388.9 50 5 23
388.95 50 5 23
389 50 5 23
389.05 50 5 23
389.1 50 5 23
389.15 50 5 23
389.2 50 5 23
389.25 50 5 23
389.3 50 5 23
389.35 50 5 23
389.4 50 5 23
389.45 50 5 23
389.5 50 5 23
389.55 50 5 23
389.6 50 5 23
389.65 50 5 23
389.7 50 5 23
389.75 50 5 23
389.8 50 5 23
389.85 50 5 23
389.9 50 5 23
389.95 50 5 23
390 50 5 23
390.05 50 5 23
390.1 50 5 23
390.15 50 5 23
390.2 50 5 23
390.25 50 5 23
390.3 50 5 23
390.35 50 5 23
390.4 50 5 23
390.45 50 5 23
390.5 50 5 23
390.55 50 5 23
390.6 50 5 23
390.65 50 5 23
390.7 50 5 23
390.75 50 5 23
390.8 50 5 23
390.85 50 5 23
390.9 50 5 23
390.95 50 5 23
391 50 5 23
391.05 50 5 23
391.1 50 5 23
391.15 50 5 23
391.2 50 5 23
391.25 50 5 23
391.3 50 5 23
391.35 50 5 23
391.4 50 5 23
391.45 50 5 23
391.5 50 5 23
391.55 50 5 23
391.6 50 5 23
391.65 50 5 23
391.7 50 5 23
391.75 50 5 23
391.8 50 5 23
391.85 50 5 23
391.9 50 5 23
391.95 50 5 23
392 50 5 23
392.05 50 5 23
392.1 50 5 23
392.15 50 5 23
392.2 50 5 23
392.25 50 5 23
392.3 50 5 23
392.35 50 5 23
392.4 50 5 23
392.45 50 5 23
392.5 50 5 23
392.55 50 5 23
392.6 50 5 23
392.65 50 5 23
392.7 50 5 23
392.75 50 5 23
392.8 50 5 23
392.85 50 5 23
392.9 50 5 23
392.95 50 5 23
393 50 5 23
393.05 50 5 23
393.1 50 5 23
393.15 50 5 23
393.2 50 5 23
393.25 50 5 23
393.3 50 5 23
393.35 50 5 23
393.4 50 5 23
393.45 50 5 23
393.5 50 5 23
393.55 50 5 23
393.6 50 5 23
393.65 50 5 23
393.7 50 5 23
393.75 50 5 23
393.8 50 5 23
393.85 50 5 23
393.9 50 5 23
393.95 50 5 23
394 50 5 23
394.05 50 5 23
394.1 50 5 23
394.15 50 5 23
394.2 50 5 23
394.25 50 5 23
394.3 50 5 23
394.35 50 5 23
394.4 50 5 23
394.45 50 5 23
394.5 50 5 23
394.55 50 5 23
394.6 50 5 23
394.65 50 5 23
394.7 50 5 23
394.75 50 5 23
394.8 50 5 23
394.85 50 5 23
394.9 50 5 23
394.95 50 5 23
395 50 5 23
395.05 50 5 23
395.1 50 5 23
395.15 50 5 23
395.2 50 5 23
395.25 50 5 23
395.3 50 5 23
395.35 50 5 23
395.4 50 5 23
395.45 50 5 23
395.5 50 5 23
395.55 50 5 23
395.6 50 5 23
395.65 50 5 23
395.7 50 5 23
395.75 50 5 23
395.8 50 5 23
395.85 50 5 23
395.9 50 5 23
395.95 50 5 23
396 50 5 23
396.05 50 5 23
396.1 50 5 23
396.15 50 5 23
396.2 50 5 23
396.25 50 5 23
396.3 50 5 23
396.35 50 5 23
396.4 50 5 23
396.45 50 5 23
396.5 50 5 23
396.55 50 5 23
396.6 50 5 23
396.65 50 5 23
396.7 50 5 23
396.75 50 5 23
396.8 50 5 23
396.85 50 5 23
396.9 50 5 23
396.95 50 5 23
397 50 5 23
397.05 50 5 23
397.1 50 5 23
397.15 50 5 23
397.2 50 5 23
397.25 50 5 23
397.3 50 5 23
397.35 50 5 23
397.4 50 5 23
397.45 50 5 23
397.5 50 5 23
397.55 50 5 23
397.6 50 5 23
397.65 50 5 23
397.7 50 5 23
397.75 50 5 23
397.8 50 5 23
397.85 50 5 23
397.9 50 5 23
397.95 50 5 23
398 50 5 23
398.05 50 5 23
398.1 50 5 23
398.15 50 5 23
398.2 50 5 23
398.25 50 5 23
398.3 50 5 23
398.35 50 5 23
398.4 50 5 23
398.45 50 5 23
398.5 50 5 23
398.55 50 5 23
398.6 50 5 23
398.65 50 5 23
398.7 50 5 23
398.75 50 5 23
398.8 50 5 23
398.85 50 5 23
398.9 50 5 23
398.95 50 5 23
399 50 5 23
399.05 50 5 23
399.1 50 5 23
399.15 50 5 23
399.2 50 5 23
399.25 50 5 23
399.3 50 5 23
399.35 50 5 23
399.4 50 5 23
399.45 50 5 23
399.5 50 5 23
399.55 50 5 23
399.6 50 5 23
399.65 50 5 23
399.7 50 5 23
399.75 50 5 23
399.8 50 5 23
399.85 50 5 23
399.9 50 5 23
399.95 50 5 23
400 50 5 23
400.05 50 5 23
400.1 50 5 23
400.15 50 5 23
400.2 50 5 23
400.25 50 5 23
400.3 50 5 23
400.35 50 5 23
400.4 50 5 23
400.45 50 5 23
400.5 50 5 23
400.55 50 5 23
400.6 50 5 23
400.65 50 5 23
400.7 50 5 23
400.75 50 5 23
400.8 50 5 23
400.85 50 5 23
400.9 50 5 23
400.95 50 5 23
401 50 5 23
401.05 50 5 23
401.1 50 5 23
401.15 50 5 23
401.2 50 5 23
401.25 50 5 23
401.3 50 5 23
401.35 50 5 23
401.4 50 5 23
401.45 50 5 23
401.5 50 5 23
401.55 50 5 23
401.6 50 5 23
401.65 50 5 23
401.7 50 5 23
401.75 50 5 23
401.8 50 5 23
401.85 50 5 23
401.9 50 5 23
401.95 50 5 23
402 50 5 23
402.05 50 5 23
402.1 50 5 23
402.15 50 5 23
402.2 50 5 23
402.25 50 5 23
402.3 50 5 23
402.35 50 5 23
402.4 50 5 23
402.45 50 5 23
402.5 50 5 23
402.55 50 5 23
402.6 50 5 23
402.65 50 5 23
402.7 50 5 23
402.75 50 5 23
402.8 50 5 23
402.85 50 5 23
402.9 50 5 23
402.95 50 5 23
403 50 5 23
403.05 50 5 23
403.1 50 5 23
403.15 50 5 23
403.2 50 5 23
403.25 50 5 23
403.3 50 5 23
403.35 50 5 23
403.4 50 5 23
403.45 50 5 23
403.5 50 5 23
403.55 50 5 23
403.6 50 5 23
403.65 50 5 23
403.7 50 5 23
403.75 50 5 23
403.8 50 5 23
403.85 50 5 23
403.9 50 5 23
403.95 50 5 23
404 50 5 23
404.05 50 5 23
404.1 50 5 23
404.15 50 5 23
404.2 50 5 23
404.25 50 5 23
404.3 50 5 23
404.35 50 5 23
404.4 50 5 23
404.45 50 5 23
404.5 50 5 23
404.55 50 5 23
404.6 50 5 23
404.65 50 5 23
404.7 50 5 23
404.75 50 5 23
404.8 50 5 23
404.85 50 5 23
404.9 50 5 23
404.95 50 5 23
405 50 5 23
405.05 50 5 23
405.1 50 5 23
405.15 50 5 23
405.2 50 5 23
405.25 50 5 23
405.3 50 5 23
405.35 50 5 23
405.4 50 5 23
405.45 50 5 23
405.5 50 5 23
405.55 50 5 23
405.6 50 5 23
405.65 50 5 23
405.7 50 5 23
405.75 50 5 23
405.8 50 5 23
405.85 50 5 23
405.9 50 5 23
405.95 50 5 23
406 50 5 23
406.05 50 5 23
406.1 50 5 23
406.15 50 5 23
406.2 50 5 23
406.25 50 5 23
406.3 50 5 23
406.35 50 5 23
406.4 50 5 23
406.45 50 5 23
406.5 50 5 23
406.55 50 5 23
406.6 50 5 23
406.65 50 5 23
406.7 50 5 23
406.75 50 5 23
406.8 50 5 23
406.85 50 5 23
406.9 50 5 23
406.95 50 5 23
407 50 5 23
407.05 50 5 23
407.1 50 5 23
407.15 50 5 23
407.2 50 5 23
407.25 50 5 23
407.3 50 5 23
407.35 50 5 23
407.4 50 5 23
407.45 50 5 23
407.5 50 5 23
407.55 50 5 23
407.6 50 5 23
407.65 50 5 23
407.7 50 5 23
407.75 50 5 23
407.8 50 5 23
407.85 50 5 23
407.9 50 5 23
407.95 50 5 23
408 50 5 23
408.05 50 5 23
408.1 50 5 23
408.15 50 5 23
408.2 50 5 23
408.25 50 5 23
408.3 50 5 23
408.35 50 5 23
408.4 50 5 23
408.45 50 5 23
408.5 50 5 23
408.55 50 5 23
408.6 50 5 23
408.65 50 5 23
408.7 50 5 23
408.75 50 5 23
408.8 50 5 23
408.85 50 5 23
408.9 50 5 23
408.95 50 5 23
409 50 5 23
409.05 50 5 23
409.1 50 5 23
409.15 50 5 23
409.2 50 5 23
409.25 50 5 23
409.3 50 5 23
409.35 50 5 23
409.4 50 5 23
409.45 50 5 23
409.5 50 5 23
409.55 50 5 23
409.6 50 5 23
409.65 50 5 23
409.7 50 5 23
409.75 50 5 23
409.8 50 5 23
409.85 50 5 23
409.9 50 5 23
409.95 50 5 23
410 50 5 23
410.05 50 5 23
410.1 50 5 23
410.15 50 5 23
410.2 50 5 23
410.25 50 5 23
410.3 50 5 23
410.35 50 5 23
410.4 50 5 23
410.45 50 5 23
410.5 50 5 23
410.55 50 5 23
410.6 50 5 23
410.65 50 5 23
410.7 50 5 23
410.75 50 5 23
410.8 50 5 23
410.85 50 5 23
410.9 50 5 23
410.95 50 5 23
411 50 5 23
411.05 50 5 23
411.1 50 5 23
411.15 50 5 23
411.2 50 5 23
411.25 50 5 23
411.3 50 5 23
411.35 50 5 23
411.4 50 5 23
411.45 50 5 23
411.5 50 5 23
411.55 50 5 23
411.6 50 5 23
411.65 50 5 23
411.7 50 5 23
411.75 50 5 23
411.8 50 5 23
411.85 50 5 23
411.9 50 5 23
411.95 50 5 23
412 50 5 23
412.05 50 5 23
412.1 50 5 23
412.15 50 5 23
412.2 50 5 23
412.25 50 5 23
412.3 50 5 23
412.35 50 5 23
412.4 50 5 23
412.45 50 5 23
412.5 50 5 23
412.55 50 5 23
412.6 50 5 23
412.65 50 5 23
412.7 50 5 23
412.75 50 5 23
412.8 50 5 23
412.85 50 5 23
412.9 50 5 23
412.95 50 5 23
413 50 5 23
413.05 50 5 23
413.1 50 5 23
413.15 50 5 23
413.2 50 5 23
413.25 50 5 23
413.3 50 5 23
413.35 50 5 23
413.4 50 5 23
413.45 50 5 23
413.5 50 5 23
413.55 50 5 23
413.6 50 5 23
413.65 50 5 23
413.7 50 5 23
413.75 50 5 23
413.8 50 5 23
413.85 50 5 23
413.9 50 5 23
413.95 50 5 23
414 50 5 23
