Time nR nF
23.78 440.249 9.73347
23.79 441.841 9.81795
23.8 443.437 9.90379
23.81 445.037 9.99102
23.82 446.642 10.0797
23.83 448.25 10.1698
23.84 449.863 10.2613
23.85 451.48 10.3544
23.86 453.101 10.4489
23.87 454.726 10.545
23.88 456.355 10.6427
23.89 457.988 10.742
23.9 459.625 10.843
23.91 461.266 10.9456
23.92 462.912 11.0499
23.93 464.561 11.1559
23.94 466.213 11.2637
23.95 467.87 11.3733
23.96 469.531 11.4847
23.97 471.195 11.5979
23.98 472.863 11.7131
23.99 474.535 11.8302
24 476.21 11.9493
24.01 477.889 12.0704
24.02 479.572 12.1935
24.03 481.258 12.3187
24.04 482.948 12.446
24.05 484.641 12.5755
24.06 486.337 12.7073
24.07 488.037 12.8412
24.08 489.74 12.9775
24.09 491.446 13.1161
24.1 493.156 13.2571
24.11 494.869 13.4005
24.12 496.584 13.5464
24.13 498.303 13.6949
24.14 500.025 13.8459
24.15 501.749 13.9995
24.16 503.477 14.1558
24.17 505.207 14.3149
24.18 506.94 14.4767
24.19 508.675 14.6414
24.2 510.413 14.809
24.21 512.154 14.9796
24.22 513.897 15.1532
24.23 515.642 15.3298
24.24 517.39 15.5096
24.25 519.139 15.6926
24.26 520.891 15.8789
24.27 522.645 16.0685
24.28 524.4 16.2616
24.29 526.158 16.4581
24.3 527.917 16.6581
24.31 529.677 16.8618
24.32 531.44 17.0691
24.33 533.203 17.2802
24.34 534.968 17.4952
24.35 536.734 17.7141
24.36 538.501 17.937
24.37 540.269 18.164
24.38 542.038 18.3951
24.39 543.808 18.6306
24.4 545.578 18.8703
24.41 547.349 19.1146
24.42 549.12 19.3633
24.43 550.891 19.6167
24.44 552.663 19.8748
24.45 554.434 20.1377
24.46 556.205 20.4055
24.47 557.975 20.6784
24.48 559.745 20.9564
24.49 561.515 21.2396
24.5 563.283 21.5282
24.51 565.051 21.8223
24.52 566.817 22.1219
24.53 568.582 22.4273
24.54 570.346 22.7384
24.55 572.108 23.0555
24.56 573.867 23.3787
24.57 575.625 23.708
24.58 577.381 24.0437
24.59 579.133 24.3859
24.6 580.884 24.7346
24.61 582.631 25.0901
24.62 584.375 25.4525
24.63 586.116 25.8219
24.64 587.853 26.1986
24.65 589.587 26.5825
24.66 591.316 26.9739
24.67 593.041 27.373
24.68 594.762 27.7799
24.69 596.477 28.1948
24.7 598.188 28.6179
24.71 599.893 29.0493
24.72 601.593 29.4892
24.73 603.287 29.9378
24.74 604.974 30.3953
24.75 606.655 30.8618
24.76 608.33 31.3376
24.77 609.997 31.8229
24.78 611.657 32.3178
24.79 613.309 32.8226
24.8 614.952 33.3375
24.81 616.588 33.8627
24.82 618.215 34.3984
24.83 619.832 34.9449
24.84 621.44 35.5023
24.85 623.039 36.0709
24.86 624.627 36.651
24.87 626.204 37.2427
24.88 627.771 37.8464
24.89 629.325 38.4623
24.9 630.869 39.0906
24.91 632.399 39.7316
24.92 633.917 40.3856
24.93 635.422 41.0529
24.94 636.914 41.7336
24.95 638.391 42.4282
24.96 639.854 43.1369
24.97 641.302 43.8599
24.98 642.734 44.5977
24.99 644.15 45.3504
25 645.55 46.1185
25.01 646.933 46.9022
25.02 648.298 47.7018
25.03 649.645 48.5176
25.04 650.973 49.3501
25.05 652.283 50.1995
25.06 653.572 51.0662
25.07 654.841 51.9504
25.08 656.089 52.8527
25.09 657.315 53.7733
25.1 658.52 54.7126
25.11 659.701 55.6709
25.12 660.859 56.6487
25.13 661.993 57.6463
25.14 663.102 58.6641
25.15 664.185 59.7025
25.16 665.243 60.7619
25.17 666.273 61.8427
25.18 667.276 62.9452
25.19 668.251 64.0699
25.2 669.197 65.2173
25.21 670.113 66.3876
25.22 670.998 67.5814
25.23 671.853 68.7991
25.24 672.675 70.041
25.25 673.465 71.3077
25.26 674.221 72.5995
25.27 674.942 73.9169
25.28 675.629 75.2603
25.29 676.279 76.6302
25.3 676.893 78.027
25.31 677.469 79.4511
25.32 678.006 80.903
25.33 678.504 82.3832
25.34 678.962 83.8921
25.35 679.379 85.4301
25.36 679.754 86.9976
25.37 680.086 88.5952
25.38 680.374 90.2233
25.39 680.618 91.8822
25.4 680.816 93.5725
25.41 680.968 95.2945
25.42 681.072 97.0487
25.43 681.128 98.8355
25.44 681.135 100.655
25.45 681.092 102.509
25.46 680.998 104.396
25.47 680.852 106.317
25.48 680.654 108.273
25.49 680.401 110.264
25.5 680.095 112.29
25.51 679.732 114.352
25.52 679.314 116.45
25.53 678.838 118.585
25.54 678.304 120.756
25.55 677.712 122.964
25.56 677.059 125.209
25.57 676.346 127.492
25.58 675.571 129.813
25.59 674.734 132.172
25.6 673.834 134.568
25.61 672.871 137.004
25.62 671.842 139.477
25.63 670.749 141.99
25.64 669.589 144.541
25.65 668.362 147.131
25.66 667.069 149.759
25.67 665.707 152.427
25.68 664.276 155.133
25.69 662.777 157.879
25.7 661.207 160.662
25.71 659.568 163.485
25.72 657.857 166.346
25.73 656.076 169.245
25.74 654.223 172.183
25.75 652.298 175.158
25.76 650.301 178.17
25.77 648.231 181.219
25.78 646.089 184.306
25.79 643.873 187.428
25.8 641.585 190.586
25.81 639.224 193.78
25.82 636.79 197.007
25.83 634.282 200.269
25.84 631.702 203.565
25.85 629.048 206.892
25.86 626.323 210.252
25.87 623.524 213.642
25.88 620.654 217.063
25.89 617.712 220.513
25.9 614.699 223.99
25.91 611.615 227.495
25.92 608.461 231.026
25.93 605.237 234.582
25.94 601.945 238.162
25.95 598.584 241.764
25.96 595.156 245.387
25.97 591.662 249.03
25.98 588.103 252.691
25.99 584.479 256.369
26 580.791 260.063
26.01 577.042 263.771
26.02 573.232 267.491
26.03 569.362 271.222
26.04 565.433 274.963
26.05 561.448 278.71
26.06 557.407 282.464
26.07 553.312 286.221
26.08 549.164 289.981
26.09 544.966 293.741
26.1 540.718 297.499
26.11 536.423 301.254
26.12 532.082 305.004
26.13 527.697 308.746
26.14 523.27 312.48
26.15 518.803 316.202
26.16 514.298 319.911
26.17 509.756 323.605
26.18 505.18 327.282
26.19 500.571 330.94
26.2 495.932 334.578
26.21 491.265 338.192
26.22 486.572 341.781
26.23 481.854 345.343
26.24 477.115 348.876
26.25 472.355 352.379
26.26 467.578 355.849
26.27 462.786 359.284
26.28 457.98 362.683
26.29 453.162 366.043
26.3 448.336 369.364
26.31 443.502 372.642
26.32 438.663 375.877
26.33 433.821 379.066
26.34 428.978 382.209
26.35 424.137 385.303
26.36 419.298 388.347
26.37 414.465 391.339
26.38 409.639 394.278
26.39 404.822 397.162
26.4 400.016 399.991
26.41 395.223 402.762
26.42 390.444 405.475
26.43 385.682 408.128
26.44 380.937 410.721
26.45 376.213 413.252
26.46 371.51 415.72
26.47 366.83 418.124
26.48 362.175 420.464
26.49 357.545 422.738
26.5 352.944 424.946
26.51 348.371 427.087
26.52 343.828 429.161
26.53 339.317 431.167
26.54 334.839 433.104
26.55 330.395 434.972
26.56 325.985 436.771
26.57 321.612 438.501
26.58 317.277 440.161
26.59 312.979 441.75
26.6 308.72 443.27
26.61 304.501 444.719
26.62 300.323 446.098
26.63 296.186 447.407
26.64 292.091 448.646
26.65 288.039 449.815
26.66 284.031 450.915
26.67 280.066 451.945
26.68 276.145 452.906
26.69 272.27 453.798
26.7 268.439 454.622
26.71 264.654 455.378
26.72 260.915 456.067
26.73 257.222 456.689
26.74 253.575 457.244
26.75 249.975 457.734
26.76 246.421 458.159
26.77 242.914 458.519
26.78 239.454 458.816
26.79 236.041 459.05
26.8 232.674 459.222
26.81 229.354 459.332
26.82 226.081 459.382
26.83 222.854 459.372
26.84 219.674 459.304
26.85 216.54 459.177
26.86 213.452 458.993
26.87 210.41 458.753
26.88 207.413 458.458
26.89 204.462 458.109
26.9 201.555 457.706
26.91 198.694 457.25
26.92 195.876 456.744
26.93 193.103 456.187
26.94 190.374 455.58
26.95 187.688 454.925
26.96 185.045 454.222
26.97 182.444 453.473
26.98 179.885 452.679
26.99 177.368 451.84
27 174.893 450.957
27.01 172.458 450.033
27.02 170.063 449.066
27.03 167.709 448.059
27.04 165.393 447.013
27.05 163.117 445.928
27.06 160.879 444.806
27.07 158.679 443.647
27.08 156.516 442.452
27.09 154.391 441.223
27.1 152.302 439.96
27.11 150.249 438.664
27.12 148.231 437.337
27.13 146.248 435.979
27.14 144.3 434.591
27.15 142.385 433.173
27.16 140.505 431.728
27.17 138.657 430.255
27.18 136.841 428.756
27.19 135.057 427.232
27.2 133.305 425.683
27.21 131.584 424.109
27.22 129.893 422.513
27.23 128.232 420.895
27.24 126.601 419.255
27.25 124.999 417.595
27.26 123.425 415.915
27.27 121.879 414.215
27.28 120.361 412.498
27.29 118.87 410.763
27.3 117.406 409.011
27.31 115.968 407.242
27.32 114.555 405.459
27.33 113.168 403.66
27.34 111.806 401.847
27.35 110.468 400.021
27.36 109.154 398.182
27.37 107.864 396.331
27.38 106.597 394.469
27.39 105.353 392.595
27.4 104.131 390.711
27.41 102.931 388.817
27.42 101.753 386.914
27.43 100.595 385.003
27.44 99.4589 383.083
27.45 98.3428 381.155
27.46 97.2468 379.221
27.47 96.1704 377.28
27.48 95.1134 375.333
27.49 94.0753 373.38
27.5 93.0558 371.422
27.51 92.0546 369.459
27.52 91.0713 367.493
27.53 90.1056 365.522
27.54 89.1572 363.548
27.55 88.2257 361.571
27.56 87.3109 359.592
27.57 86.4124 357.611
27.58 85.5299 355.627
27.59 84.6632 353.643
27.6 83.8119 351.657
27.61 82.9758 349.671
27.62 82.1545 347.684
27.63 81.3478 345.698
27.64 80.5554 343.712
27.65 79.7771 341.726
27.66 79.0126 339.742
27.67 78.2616 337.758
27.68 77.5239 335.777
27.69 76.7993 333.797
27.7 76.0874 331.819
27.71 75.3881 329.844
27.72 74.7011 327.872
27.73 74.0263 325.902
27.74 73.3633 323.935
27.75 72.7119 321.972
27.76 72.072 320.013
27.77 71.4433 318.057
27.78 70.8256 316.106
27.79 70.2188 314.158
27.8 69.6225 312.216
27.81 69.0367 310.278
27.82 68.4611 308.344
27.83 67.8955 306.416
27.84 67.3399 304.493
27.85 66.7938 302.576
27.86 66.2573 300.664
27.87 65.7302 298.758
27.88 65.2121 296.857
27.89 64.7031 294.963
27.9 64.2029 293.075
27.91 63.7114 291.193
27.92 63.2284 289.318
27.93 62.7537 287.449
27.94 62.2873 285.587
27.95 61.8289 283.731
27.96 61.3784 281.883
27.97 60.9357 280.042
27.98 60.5007 278.207
27.99 60.0732 276.38
28 59.653 274.561
28.01 59.2401 272.749
28.02 58.8343 270.944
28.03 58.4354 269.147
28.04 58.0435 267.358
28.05 57.6583 265.576
28.06 57.2797 263.802
28.07 56.9076 262.036
28.08 56.542 260.279
28.09 56.1826 258.529
28.1 55.8294 256.787
28.11 55.4823 255.053
28.12 55.1412 253.328
28.13 54.8059 251.611
28.14 54.4764 249.902
28.15 54.1526 248.202
28.16 53.8343 246.51
28.17 53.5216 244.826
28.18 53.2142 243.151
28.19 52.9121 241.485
28.2 52.6153 239.827
28.21 52.3235 238.177
28.22 52.0368 236.537
28.23 51.7551 234.904
28.24 51.4782 233.281
28.25 51.2062 231.666
28.26 50.9388 230.06
28.27 50.6762 228.463
28.28 50.418 226.874
28.29 50.1644 225.294
28.3 49.9152 223.723
28.31 49.6703 222.16
28.32 49.4297 220.607
28.33 49.1934 219.062
28.34 48.9612 217.526
28.35 48.733 215.998
28.36 48.5089 214.48
28.37 48.2887 212.97
28.38 48.0725 211.469
28.39 47.86 209.977
28.4 47.6514 208.493
28.41 47.4464 207.019
28.42 47.2451 205.553
28.43 47.0474 204.096
28.44 46.8533 202.647
28.45 46.6627 201.208
28.46 46.4755 199.777
28.47 46.2917 198.354
28.48 46.1112 196.941
28.49 45.9341 195.536
28.5 45.7601 194.14
28.51 45.5894 192.752
28.52 45.4219 191.373
28.53 45.2574 190.003
28.54 45.096 188.641
28.55 44.9376 187.288
28.56 44.7822 185.943
28.57 44.6297 184.607
28.58 44.4801 183.279
28.59 44.3333 181.96
28.6 44.1894 180.649
28.61 44.0482 179.347
28.62 43.9097 178.053
28.63 43.774 176.768
28.64 43.6409 175.49
28.65 43.5104 174.221
28.66 43.3825 172.961
28.67 43.2572 171.708
28.68 43.1344 170.464
28.69 43.014 169.228
28.7 42.8961 168
28.71 42.7807 166.781
28.72 42.6676 165.569
28.73 42.5568 164.366
28.74 42.4484 163.17
28.75 42.3423 161.983
28.76 42.2385 160.803
28.77 42.1368 159.632
28.78 42.0374 158.468
28.79 41.9402 157.312
28.8 41.8451 156.164
28.81 41.7522 155.024
28.82 41.6613 153.891
28.83 41.5726 152.767
28.84 41.4858 151.65
28.85 41.4011 150.54
28.86 41.3184 149.439
28.87 41.2377 148.344
28.88 41.1589 147.258
28.89 41.0821 146.179
28.9 41.0072 145.107
28.91 40.9341 144.043
28.92 40.8629 142.986
28.93 40.7936 141.936
28.94 40.7261 140.894
28.95 40.6603 139.859
28.96 40.5964 138.832
28.97 40.5342 137.811
28.98 40.4738 136.798
28.99 40.4151 135.792
29 40.358 134.793
29.01 40.3027 133.801
29.02 40.2491 132.816
29.03 40.1971 131.838
29.04 40.1467 130.867
29.05 40.0979 129.902
29.06 40.0507 128.945
29.07 40.0052 127.995
29.08 39.9611 127.051
29.09 39.9187 126.114
29.1 39.8777 125.183
29.11 39.8383 124.26
29.12 39.8004 123.343
29.13 39.764 122.432
29.14 39.7291 121.528
29.15 39.6956 120.631
29.16 39.6635 119.74
29.17 39.6329 118.856
29.18 39.6037 117.978
29.19 39.576 117.106
29.2 39.5496 116.24
29.21 39.5246 115.381
29.22 39.5009 114.528
29.23 39.4787 113.682
29.24 39.4577 112.841
29.25 39.4381 112.007
29.26 39.4198 111.178
29.27 39.4029 110.356
29.28 39.3872 109.54
29.29 39.3728 108.73
29.3 39.3597 107.925
29.31 39.3479 107.127
29.32 39.3373 106.334
29.33 39.3279 105.547
29.34 39.3198 104.766
29.35 39.3129 103.991
29.36 39.3072 103.222
29.37 39.3028 102.458
29.38 39.2995 101.699
29.39 39.2974 100.947
29.4 39.2965 100.2
29.41 39.2968 99.4582
29.42 39.2982 98.7221
29.43 39.3008 97.9915
29.44 39.3046 97.2664
29.45 39.3094 96.5466
29.46 39.3154 95.8321
29.47 39.3225 95.123
29.48 39.3307 94.4192
29.49 39.3401 93.7205
29.5 39.3505 93.0271
29.51 39.362 92.3389
29.52 39.3746 91.6558
29.53 39.3883 90.9778
29.54 39.4031 90.3049
29.55 39.4189 89.637
29.56 39.4357 88.974
29.57 39.4537 88.3161
29.58 39.4726 87.6631
29.59 39.4926 87.015
29.6 39.5136 86.3717
29.61 39.5357 85.7333
29.62 39.5588 85.0997
29.63 39.5828 84.4708
29.64 39.6079 83.8467
29.65 39.634 83.2272
29.66 39.6611 82.6125
29.67 39.6892 82.0023
29.68 39.7183 81.3968
29.69 39.7483 80.7958
29.7 39.7793 80.1994
29.71 39.8113 79.6074
29.72 39.8443 79.02
29.73 39.8782 78.4369
29.74 39.9131 77.8583
29.75 39.9489 77.2841
29.76 39.9857 76.7142
29.77 40.0234 76.1486
29.78 40.062 75.5873
29.79 40.1016 75.0303
29.8 40.1421 74.4775
29.81 40.1836 73.9289
29.82 40.2259 73.3844
29.83 40.2692 72.8441
29.84 40.3134 72.3079
29.85 40.3585 71.7757
29.86 40.4045 71.2476
29.87 40.4515 70.7236
29.88 40.4993 70.2035
29.89 40.548 69.6874
29.9 40.5976 69.1752
29.91 40.6481 68.6669
29.92 40.6995 68.1624
29.93 40.7518 67.6619
29.94 40.8049 67.1651
29.95 40.859 66.6721
29.96 40.9139 66.1829
29.97 40.9696 65.6975
29.98 41.0263 65.2157
29.99 41.0838 64.7376
30 41.1422 64.2632
30.01 41.2014 63.7924
30.02 41.2615 63.3252
30.03 41.3225 62.8615
30.04 41.3843 62.4015
30.05 41.447 61.9449
30.06 41.5105 61.4918
30.07 41.5748 61.0422
30.08 41.6401 60.5961
30.09 41.7061 60.1534
30.1 41.773 59.714
30.11 41.8407 59.2781
30.12 41.9093 58.8454
30.13 41.9787 58.4161
30.14 42.049 57.9901
30.15 42.12 57.5674
30.16 42.1919 57.1479
30.17 42.2647 56.7316
30.18 42.3382 56.3185
30.19 42.4126 55.9086
30.2 42.4878 55.5019
30.21 42.5639 55.0982
30.22 42.6407 54.6977
30.23 42.7184 54.3002
30.24 42.7969 53.9059
30.25 42.8762 53.5145
30.26 42.9564 53.1261
30.27 43.0373 52.7408
30.28 43.1191 52.3584
30.29 43.2017 51.9789
30.3 43.285 51.6024
30.31 43.3692 51.2288
30.32 43.4543 50.858
30.33 43.5401 50.4901
30.34 43.6267 50.1251
30.35 43.7141 49.7628
30.36 43.8024 49.4033
30.37 43.8914 49.0467
30.38 43.9813 48.6927
30.39 44.072 48.3415
30.4 44.1634 47.993
30.41 44.2557 47.6472
30.42 44.3488 47.304
30.43 44.4427 46.9635
30.44 44.5374 46.6257
30.45 44.6328 46.2904
30.46 44.7291 45.9577
30.47 44.8262 45.6276
30.48 44.9241 45.3
30.49 45.0228 44.975
30.5 45.1223 44.6525
30.51 45.2226 44.3324
30.52 45.3237 44.0149
30.53 45.4256 43.6998
30.54 45.5283 43.3871
30.55 45.6318 43.0768
30.56 45.7361 42.7689
30.57 45.8412 42.4635
30.58 45.9471 42.1603
30.59 46.0538 41.8595
30.6 46.1613 41.5611
30.61 46.2696 41.2649
30.62 46.3787 40.971
30.63 46.4886 40.6794
30.64 46.5993 40.3901
30.65 46.7109 40.103
30.66 46.8232 39.8181
30.67 46.9363 39.5354
30.68 47.0502 39.2549
30.69 47.1649 38.9766
30.7 47.2805 38.7004
30.71 47.3968 38.4263
30.72 47.5139 38.1544
30.73 47.6319 37.8846
30.74 47.7506 37.6168
30.75 47.8702 37.3512
30.76 47.9906 37.0876
30.77 48.1117 36.826
30.78 48.2337 36.5664
30.79 48.3565 36.3089
30.8 48.4801 36.0533
30.81 48.6045 35.7997
30.82 48.7297 35.5481
30.83 48.8558 35.2984
30.84 48.9826 35.0507
30.85 49.1103 34.8049
30.86 49.2388 34.561
30.87 49.368 34.3189
30.88 49.4982 34.0788
30.89 49.6291 33.8404
30.9 49.7608 33.604
30.91 49.8934 33.3693
30.92 50.0268 33.1365
30.93 50.161 32.9055
30.94 50.296 32.6763
30.95 50.4319 32.4488
30.96 50.5686 32.2231
30.97 50.7061 31.9991
30.98 50.8444 31.7769
30.99 50.9836 31.5564
31 51.1236 31.3376
31.01 51.2644 31.1205
31.02 51.4061 30.9051
31.03 51.5486 30.6913
31.04 51.6919 30.4792
31.05 51.836 30.2687
31.06 51.9811 30.0599
31.07 52.1269 29.8526
31.08 52.2736 29.647
31.09 52.4211 29.443
31.1 52.5695 29.2405
31.11 52.7187 29.0396
31.12 52.8687 28.8402
31.13 53.0197 28.6424
31.14 53.1714 28.4462
31.15 53.324 28.2514
31.16 53.4775 28.0582
31.17 53.6318 27.8664
31.18 53.787 27.6761
31.19 53.943 27.4873
31.2 54.0999 27.3
31.21 54.2577 27.1141
31.22 54.4163 26.9296
31.23 54.5758 26.7466
31.24 54.7361 26.5649
31.25 54.8973 26.3847
31.26 55.0594 26.2059
31.27 55.2224 26.0284
31.28 55.3862 25.8524
31.29 55.5509 25.6776
31.3 55.7165 25.5043
31.31 55.883 25.3322
31.32 56.0503 25.1615
31.33 56.2185 24.9921
31.34 56.3877 24.8241
31.35 56.5577 24.6573
31.36 56.7286 24.4918
31.37 56.9003 24.3276
31.38 57.073 24.1646
31.39 57.2466 24.003
31.4 57.4211 23.8425
31.41 57.5964 23.6833
31.42 57.7727 23.5253
31.43 57.9499 23.3686
31.44 58.128 23.213
31.45 58.307 23.0587
31.46 58.4869 22.9055
31.47 58.6677 22.7536
31.48 58.8494 22.6028
31.49 59.0321 22.4531
31.5 59.2156 22.3046
31.51 59.4001 22.1573
31.52 59.5856 22.0111
31.53 59.7719 21.866
31.54 59.9592 21.7221
31.55 60.1474 21.5792
31.56 60.3365 21.4375
31.57 60.5266 21.2968
31.58 60.7176 21.1572
31.59 60.9096 21.0187
31.6 61.1025 20.8813
31.61 61.2963 20.745
31.62 61.4911 20.6096
31.63 61.6869 20.4754
31.64 61.8836 20.3421
31.65 62.0812 20.2099
31.66 62.2798 20.0787
31.67 62.4794 19.9485
31.68 62.68 19.8193
31.69 62.8815 19.6912
31.7 63.084 19.564
31.71 63.2874 19.4377
31.72 63.4919 19.3125
31.73 63.6973 19.1882
31.74 63.9037 19.0649
31.75 64.111 18.9425
31.76 64.3194 18.8211
31.77 64.5287 18.7006
31.78 64.7391 18.581
31.79 64.9504 18.4623
31.8 65.1628 18.3446
31.81 65.3761 18.2278
31.82 65.5904 18.1118
31.83 65.8058 17.9968
31.84 66.0221 17.8826
31.85 66.2395 17.7693
31.86 66.4579 17.6569
31.87 66.6773 17.5454
31.88 66.8977 17.4347
31.89 67.1192 17.3249
31.9 67.3416 17.2159
31.91 67.5652 17.1077
31.92 67.7897 17.0004
31.93 68.0153 16.8939
31.94 68.2419 16.7882
31.95 68.4696 16.6834
31.96 68.6983 16.5793
31.97 68.928 16.4761
31.98 69.1588 16.3736
31.99 69.3907 16.2719
32 69.6236 16.171
32.01 69.8576 16.0709
32.02 70.0927 15.9716
32.03 70.3288 15.873
32.04 70.566 15.7752
32.05 70.8043 15.6781
32.06 71.0436 15.5818
32.07 71.2841 15.4862
32.08 71.5256 15.3913
32.09 71.7682 15.2972
32.1 72.0119 15.2038
32.11 72.2567 15.1111
32.12 72.5026 15.0192
32.13 72.7496 14.9279
32.14 72.9977 14.8373
32.15 73.247 14.7475
32.16 73.4973 14.6583
32.17 73.7488 14.5698
32.18 74.0013 14.482
32.19 74.255 14.3949
32.2 74.5099 14.3084
32.21 74.7658 14.2226
32.22 75.0229 14.1375
32.23 75.2812 14.053
32.24 75.5405 13.9691
32.25 75.8011 13.8859
32.26 76.0627 13.8034
32.27 76.3256 13.7215
32.28 76.5896 13.6402
32.29 76.8547 13.5595
32.3 77.121 13.4795
32.31 77.3885 13.4001
32.32 77.6572 13.3212
32.33 77.927 13.243
32.34 78.198 13.1654
32.35 78.4702 13.0884
32.36 78.7436 13.012
32.37 79.0182 12.9362
32.38 79.294 12.8609
32.39 79.571 12.7863
32.4 79.8492 12.7122
32.41 80.1286 12.6386
32.42 80.4092 12.5657
32.43 80.691 12.4933
32.44 80.9741 12.4214
32.45 81.2584 12.3502
32.46 81.5439 12.2794
32.47 81.8306 12.2092
32.48 82.1186 12.1396
32.49 82.4078 12.0705
32.5 82.6983 12.0019
32.51 82.99 11.9338
32.52 83.283 11.8663
32.53 83.5772 11.7993
32.54 83.8727 11.7328
32.55 84.1695 11.6668
32.56 84.4675 11.6014
32.57 84.7668 11.5364
32.58 85.0674 11.4719
32.59 85.3693 11.408
32.6 85.6724 11.3445
32.61 85.9769 11.2815
32.62 86.2827 11.219
32.63 86.5897 11.157
32.64 86.8981 11.0955
32.65 87.2078 11.0344
32.66 87.5188 10.9739
32.67 87.8311 10.9137
32.68 88.1447 10.8541
32.69 88.4597 10.7949
32.7 88.776 10.7362
32.71 89.0937 10.6779
32.72 89.4127 10.6201
32.73 89.733 10.5627
32.74 90.0547 10.5058
32.75 90.3778 10.4493
32.76 90.7022 10.3932
32.77 91.028 10.3376
32.78 91.3551 10.2824
32.79 91.6837 10.2277
32.8 92.0136 10.1734
32.81 92.3449 10.1195
32.82 92.6776 10.066
32.83 93.0117 10.0129
32.84 93.3472 9.96024
32.85 93.6841 9.908
32.86 94.0224 9.85616
32.87 94.3621 9.80472
32.88 94.7033 9.75368
32.89 95.0458 9.70305
32.9 95.3899 9.65281
32.91 95.7353 9.60296
32.92 96.0822 9.5535
32.93 96.4305 9.50443
32.94 96.7803 9.45574
32.95 97.1316 9.40744
32.96 97.4843 9.35951
32.97 97.8384 9.31196
32.98 98.1941 9.26478
32.99 98.5512 9.21797
33 98.9098 9.17153
33.01 99.2699 9.12545
33.02 99.6315 9.07974
33.03 99.9946 9.03439
33.04 100.359 8.98939
33.05 100.725 8.94475
33.06 101.093 8.90046
33.07 101.462 8.85652
33.08 101.833 8.81293
33.09 102.205 8.76968
33.1 102.579 8.72678
33.11 102.954 8.68422
33.12 103.331 8.64199
33.13 103.709 8.6001
33.14 104.089 8.55854
33.15 104.471 8.51731
33.16 104.854 8.47641
33.17 105.238 8.43584
33.18 105.625 8.39559
33.19 106.012 8.35566
33.2 106.402 8.31605
33.21 106.793 8.27676
33.22 107.185 8.23778
33.23 107.58 8.19911
33.24 107.976 8.16076
33.25 108.373 8.12271
33.26 108.772 8.08497
33.27 109.173 8.04754
33.28 109.575 8.0104
33.29 109.979 7.97357
33.3 110.385 7.93703
33.31 110.792 7.90079
33.32 111.201 7.86484
33.33 111.612 7.82919
33.34 112.024 7.79382
33.35 112.438 7.75875
33.36 112.854 7.72396
33.37 113.271 7.68945
33.38 113.69 7.65523
33.39 114.111 7.62128
33.4 114.534 7.58762
33.41 114.958 7.55423
33.42 115.384 7.52111
33.43 115.812 7.48827
33.44 116.241 7.4557
33.45 116.672 7.4234
33.46 117.105 7.39137
33.47 117.54 7.3596
33.48 117.976 7.3281
33.49 118.414 7.29686
33.5 118.854 7.26588
33.51 119.296 7.23516
33.52 119.74 7.2047
33.53 120.185 7.17449
33.54 120.632 7.14454
33.55 121.081 7.11483
33.56 121.532 7.08539
33.57 121.985 7.05619
33.58 122.439 7.02723
33.59 122.895 6.99853
33.6 123.353 6.97007
33.61 123.813 6.94185
33.62 124.275 6.91387
33.63 124.739 6.88614
33.64 125.204 6.85864
33.65 125.672 6.83138
33.66 126.141 6.80435
33.67 126.612 6.77756
33.68 127.085 6.75101
33.69 127.56 6.72468
33.7 128.037 6.69859
33.71 128.516 6.67272
33.72 128.997 6.64708
33.73 129.479 6.62167
33.74 129.964 6.59648
33.75 130.45 6.57152
33.76 130.939 6.54677
33.77 131.429 6.52225
33.78 131.922 6.49795
33.79 132.416 6.47387
33.8 132.913 6.45
33.81 133.411 6.42635
33.82 133.911 6.40291
33.83 134.414 6.37969
33.84 134.918 6.35668
33.85 135.424 6.33388
33.86 135.933 6.31129
33.87 136.443 6.28891
33.88 136.956 6.26673
33.89 137.47 6.24477
33.9 137.987 6.22301
33.91 138.505 6.20145
33.92 139.026 6.18009
33.93 139.549 6.15894
33.94 140.074 6.13799
33.95 140.601 6.11724
33.96 141.13 6.09669
33.97 141.661 6.07633
33.98 142.194 6.05617
33.99 142.729 6.03621
34 143.267 6.01645
34.01 143.807 5.99687
34.02 144.348 5.97749
34.03 144.892 5.95831
34.04 145.439 5.93931
34.05 145.987 5.9205
34.06 146.537 5.90188
34.07 147.09 5.88346
34.08 147.645 5.86521
34.09 148.202 5.84716
34.1 148.761 5.82929
34.11 149.323 5.81161
34.12 149.886 5.7941
34.13 150.452 5.77679
34.14 151.02 5.75965
34.15 151.591 5.7427
34.16 152.163 5.72593
34.17 152.738 5.70933
34.18 153.316 5.69292
34.19 153.895 5.67669
34.2 154.477 5.66063
34.21 155.061 5.64475
34.22 155.647 5.62905
34.23 156.236 5.61352
34.24 156.827 5.59817
34.25 157.42 5.58299
34.26 158.016 5.56798
34.27 158.614 5.55315
34.28 159.215 5.53849
34.29 159.817 5.524
34.3 160.422 5.50968
34.31 161.03 5.49554
34.32 161.64 5.48156
34.33 162.252 5.46775
34.34 162.867 5.45411
34.35 163.484 5.44064
34.36 164.104 5.42734
34.37 164.726 5.4142
34.38 165.35 5.40123
34.39 165.977 5.38843
34.4 166.606 5.37579
34.41 167.238 5.36331
34.42 167.873 5.351
34.43 168.509 5.33886
34.44 169.149 5.32688
34.45 169.79 5.31506
34.46 170.435 5.3034
34.47 171.082 5.29191
34.48 171.731 5.28057
34.49 172.383 5.2694
34.5 173.037 5.25839
