r x0 Time x
-1 0.8 6.1 0.0088917
-1 0.8 6.2 0.00805236
-1 0.8 6.3 0.00729166
-1 0.8 6.4 0.00660235
-1 0.8 6.5 0.00597781
-1 0.8 6.6 0.00541202
-1 0.8 6.7 0.00489952
-1 0.8 6.8 0.00443534
-1 0.8 6.9 0.00401496
-1 0.8 7 0.00363427
-1 0.8 7.1 0.00328956
-1 0.8 7.2 0.00297745
-1 0.8 7.3 0.00269487
-1 0.8 7.4 0.00243905
-1 0.8 7.5 0.00220745
-1 0.8 7.6 0.00199781
-1 0.8 7.7 0.00180803
-1 0.8 7.8 0.00163626
-1 0.8 7.9 0.00148078
-1 0.8 8 0.00134005
-1 0.8 8.1 0.00121268
-1 0.8 8.2 0.00109741
-1 0.8 8.3 0.00099308
-1 0.8 8.4 0.000898661
-1 0.8 8.5 0.000813212
-1 0.8 8.6 0.000735881
-1 0.8 8.7 0.0006659
-1 0.8 8.8 0.000602569
-1 0.8 8.9 0.000545258
-1 0.8 9 0.000493396
-1 0.8 9.1 0.000446464
-1 0.8 9.2 0.000403994
-1 0.8 9.3 0.000365563
-1 0.8 9.4 0.000330787
-1 0.8 9.5 0.000299318
-1 0.8 9.6 0.000270842
-1 0.8 9.7 0.000245074
-1 0.8 9.8 0.000221757
-1 0.8 9.9 0.000200659
-1 0.8 10 0.000181567
-1 0.9 0 0.9
-1 0.9 0.1 0.890633
-1 0.9 0.2 0.880505
-1 0.9 0.3 0.869577
-1 0.9 0.4 0.857811
-1 0.9 0.5 0.845172
-1 0.9 0.6 0.83163
-1 0.9 0.7 0.81716
-1 0.9 0.8 0.801743
-1 0.9 0.9 0.785368
-1 0.9 1 0.768031
-1 0.9 1.1 0.74974
-1 0.9 1.2 0.730513
-1 0.9 1.3 0.710379
-1 0.9 1.4 0.68938
-1 0.9 1.5 0.667572
-1 0.9 1.6 0.645021
-1 0.9 1.7 0.621807
-1 0.9 1.8 0.598021
-1 0.9 1.9 0.573764
-1 0.9 2 0.549147
-1 0.9 2.1 0.524287
-1 0.9 2.2 0.499306
-1 0.9 2.3 0.474329
-1 0.9 2.4 0.449479
-1 0.9 2.5 0.424879
-1 0.9 2.6 0.400646
-1 0.9 2.7 0.376889
-1 0.9 2.8 0.353709
-1 0.9 2.9 0.331197
-1 0.9 3 0.309432
-1 0.9 3.1 0.28848
-1 0.9 3.2 0.268396
-1 0.9 3.3 0.24922
-1 0.9 3.4 0.230982
-1 0.9 3.5 0.213698
-1 0.9 3.6 0.197376
-1 0.9 3.7 0.182012
-1 0.9 3.8 0.167594
-1 0.9 3.9 0.154103
-1 0.9 4 0.141514
-1 0.9 4.1 0.129795
-1 0.9 4.2 0.118912
-1 0.9 4.3 0.108827
-1 0.9 4.4 0.0995015
-1 0.9 4.5 0.0908934
-1 0.9 4.6 0.0829613
-1 0.9 4.7 0.0756638
-1 0.9 4.8 0.06896
-1 0.9 4.9 0.0628098
-1 0.9 5 0.0571744
-1 0.9 5.1 0.0520165
-1 0.9 5.2 0.0473007
-1 0.9 5.3 0.0429929
-1 0.9 5.4 0.0390614
-1 0.9 5.5 0.0354761
-1 0.9 5.6 0.0322088
-1 0.9 5.7 0.0292334
-1 0.9 5.8 0.0265252
-1 0.9 5.9 0.0240618
-1 0.9 6 0.021822
-1 0.9 6.1 0.0197864
-1 0.9 6.2 0.0179373
-1 0.9 6.3 0.0162581
-1 0.9 6.4 0.0147337
-1 0.9 6.5 0.0133503
-1 0.9 6.6 0.0120952
-1 0.9 6.7 0.0109568
-1 0.9 6.8 0.0099245
-1 0.9 6.9 0.00898854
-1 0.9 7 0.00814013
-1 0.9 7.1 0.00737121
-1 0.9 7.2 0.00667443
-1 0.9 7.3 0.00604311
-1 0.9 7.4 0.00547118
-1 0.9 7.5 0.0049531
-1 0.9 7.6 0.00448387
-1 0.9 7.7 0.0040589
-1 0.9 7.8 0.00367407
-1 0.9 7.9 0.0033256
-1 0.9 8 0.00301008
-1 0.9 8.1 0.00272441
-1 0.9 8.2 0.00246579
-1 0.9 8.3 0.00223166
-1 0.9 8.4 0.00201972
-1 0.9 8.5 0.00182787
-1 0.9 8.6 0.00165421
-1 0.9 8.7 0.00149703
-1 0.9 8.8 0.00135476
-1 0.9 8.9 0.001226
-1 0.9 9 0.00110946
-1 0.9 9.1 0.00100398
-1 0.9 9.2 0.000908529
-1 0.9 9.3 0.000822142
-1 0.9 9.4 0.000743963
-1 0.9 9.5 0.000673213
-1 0.9 9.6 0.000609187
-1 0.9 9.7 0.000551248
-1 0.9 9.8 0.000498816
-1 0.9 9.9 0.000451368
-1 0.9 10 0.000408433
-1 1 0 1
-1 1 0.1 1
-1 1 0.2 1
-1 1 0.3 1
-1 1 0.4 1
-1 1 0.5 1
-1 1 0.6 1
-1 1 0.7 1
-1 1 0.8 1
-1 1 0.9 1
-1 1 1 1
-1 1 1.1 1
-1 1 1.2 1
-1 1 1.3 1
-1 1 1.4 1
-1 1 1.5 1
-1 1 1.6 1
-1 1 1.7 1
-1 1 1.8 1
-1 1 1.9 1
-1 1 2 1
-1 1 2.1 1
-1 1 2.2 1
-1 1 2.3 1
-1 1 2.4 1
-1 1 2.5 1
-1 1 2.6 1
-1 1 2.7 1
-1 1 2.8 1
-1 1 2.9 1
-1 1 3 1
-1 1 3.1 1
-1 1 3.2 1
-1 1 3.3 1
-1 1 3.4 1
-1 1 3.5 1
-1 1 3.6 1
-1 1 3.7 1
-1 1 3.8 1
-1 1 3.9 1
-1 1 4 1
-1 1 4.1 1
-1 1 4.2 1
-1 1 4.3 1
-1 1 4.4 1
-1 1 4.5 1
-1 1 4.6 1
-1 1 4.7 1
-1 1 4.8 1
-1 1 4.9 1
-1 1 5 1
-1 1 5.1 1
-1 1 5.2 1
-1 1 5.3 1
-1 1 5.4 1
-1 1 5.5 1
-1 1 5.6 1
-1 1 5.7 1
-1 1 5.8 1
-1 1 5.9 1
-1 1 6 1
-1 1 6.1 1
-1 1 6.2 1
-1 1 6.3 1
-1 1 6.4 1
-1 1 6.5 1
-1 1 6.6 1
-1 1 6.7 1
-1 1 6.8 1
-1 1 6.9 1
-1 1 7 1
-1 1 7.1 1
-1 1 7.2 1
-1 1 7.3 1
-1 1 7.4 1
-1 1 7.5 1
-1 1 7.6 1
-1 1 7.7 1
-1 1 7.8 1
-1 1 7.9 1
-1 1 8 1
-1 1 8.1 1
-1 1 8.2 1
-1 1 8.3 1
-1 1 8.4 1
-1 1 8.5 1
-1 1 8.6 1
-1 1 8.7 1
-1 1 8.8 1
-1 1 8.9 1
-1 1 9 1
-1 1 9.1 1
-1 1 9.2 1
-1 1 9.3 1
-1 1 9.4 1
-1 1 9.5 1
-1 1 9.6 1
-1 1 9.7 1
-1 1 9.8 1
-1 1 9.9 1
-1 1 10 1
-0.5 0 0 0
-0.5 0 0.1 0
-0.5 0 0.2 0
-0.5 0 0.3 0
-0.5 0 0.4 0
-0.5 0 0.5 0
-0.5 0 0.6 0
-0.5 0 0.7 0
-0.5 0 0.8 0
-0.5 0 0.9 0
-0.5 0 1 0
-0.5 0 1.1 0
-0.5 0 1.2 0
-0.5 0 1.3 0
-0.5 0 1.4 0
-0.5 0 1.5 0
-0.5 0 1.6 0
-0.5 0 1.7 0
-0.5 0 1.8 0
-0.5 0 1.9 0
-0.5 0 2 0
-0.5 0 2.1 0
-0.5 0 2.2 0
-0.5 0 2.3 0
-0.5 0 2.4 0
-0.5 0 2.5 0
-0.5 0 2.6 0
-0.5 0 2.7 0
-0.5 0 2.8 0
-0.5 0 2.9 0
-0.5 0 3 0
-0.5 0 3.1 0
-0.5 0 3.2 0
-0.5 0 3.3 0
-0.5 0 3.4 0
-0.5 0 3.5 0
-0.5 0 3.6 0
-0.5 0 3.7 0
-0.5 0 3.8 0
-0.5 0 3.9 0
-0.5 0 4 0
-0.5 0 4.1 0
-0.5 0 4.2 0
-0.5 0 4.3 0
-0.5 0 4.4 0
-0.5 0 4.5 0
-0.5 0 4.6 0
-0.5 0 4.7 0
-0.5 0 4.8 0
-0.5 0 4.9 0
-0.5 0 5 0
-0.5 0 5.1 0
-0.5 0 5.2 0
-0.5 0 5.3 0
-0.5 0 5.4 0
-0.5 0 5.5 0
-0.5 0 5.6 0
-0.5 0 5.7 0
-0.5 0 5.8 0
-0.5 0 5.9 0
-0.5 0 6 0
-0.5 0 6.1 0
-0.5 0 6.2 0
-0.5 0 6.3 0
-0.5 0 6.4 0
-0.5 0 6.5 0
-0.5 0 6.6 0
-0.5 0 6.7 0
-0.5 0 6.8 0
-0.5 0 6.9 0
-0.5 0 7 0
-0.5 0 7.1 0
-0.5 0 7.2 0
-0.5 0 7.3 0
-0.5 0 7.4 0
-0.5 0 7.5 0
-0.5 0 7.6 0
-0.5 0 7.7 0
-0.5 0 7.8 0
-0.5 0 7.9 0
-0.5 0 8 0
-0.5 0 8.1 0
-0.5 0 8.2 0
-0.5 0 8.3 0
-0.5 0 8.4 0
-0.5 0 8.5 0
-0.5 0 8.6 0
-0.5 0 8.7 0
-0.5 0 8.8 0
-0.5 0 8.9 0
-0.5 0 9 0
-0.5 0 9.1 0
-0.5 0 9.2 0
-0.5 0 9.3 0
-0.5 0 9.4 0
-0.5 0 9.5 0
-0.5 0 9.6 0
-0.5 0 9.7 0
-0.5 0 9.8 0
-0.5 0 9.9 0
-0.5 0 10 0
-0.5 0.1 0 0.1
-0.5 0.1 0.1 0.0955891
-0.5 0.1 0.2 0.0913531
-0.5 0.1 0.3 0.0872866
-0.5 0.1 0.4 0.0833846
-0.5 0.1 0.5 0.0796417
-0.5 0.1 0.6 0.076053
-0.5 0.1 0.7 0.0726132
-0.5 0.1 0.8 0.0693173
-0.5 0.1 0.9 0.0661603
-0.5 0.1 1 0.0631373
-0.5 0.1 1.1 0.0602436
-0.5 0.1 1.2 0.0574743
-0.5 0.1 1.3 0.054825
-0.5 0.1 1.4 0.0522909
-0.5 0.1 1.5 0.0498678
-0.5 0.1 1.6 0.0475514
-0.5 0.1 1.7 0.0453374
-0.5 0.1 1.8 0.0432219
-0.5 0.1 1.9 0.0412008
-0.5 0.1 2 0.0392703
-0.5 0.1 2.1 0.0374267
-0.5 0.1 2.2 0.0356665
-0.5 0.1 2.3 0.0339862
-0.5 0.1 2.4 0.0323823
-0.5 0.1 2.5 0.0308517
-0.5 0.1 2.6 0.0293913
-0.5 0.1 2.7 0.027998
-0.5 0.1 2.8 0.0266689
-0.5 0.1 2.9 0.0254013
-0.5 0.1 3 0.0241925
-0.5 0.1 3.1 0.0230398
-0.5 0.1 3.2 0.0219408
-0.5 0.1 3.3 0.020893
-0.5 0.1 3.4 0.0198944
-0.5 0.1 3.5 0.0189425
-0.5 0.1 3.6 0.0180353
-0.5 0.1 3.7 0.0171708
-0.5 0.1 3.8 0.0163471
-0.5 0.1 3.9 0.0155622
-0.5 0.1 4 0.0148145
-0.5 0.1 4.1 0.0141022
-0.5 0.1 4.2 0.0134236
-0.5 0.1 4.3 0.0127773
-0.5 0.1 4.4 0.0121617
-0.5 0.1 4.5 0.0115755
-0.5 0.1 4.6 0.0110171
-0.5 0.1 4.7 0.0104855
-0.5 0.1 4.8 0.00997918
-0.5 0.1 4.9 0.00949712
-0.5 0.1 5 0.00903812
-0.5 0.1 5.1 0.00860112
-0.5 0.1 5.2 0.00818507
-0.5 0.1 5.3 0.00778899
-0.5 0.1 5.4 0.00741193
-0.5 0.1 5.5 0.007053
-0.5 0.1 5.6 0.00671133
-0.5 0.1 5.7 0.0063861
-0.5 0.1 5.8 0.00607654
-0.5 0.1 5.9 0.0057819
-0.5 0.1 6 0.00550146
-0.5 0.1 6.1 0.00523456
-0.5 0.1 6.2 0.00498054
-0.5 0.1 6.3 0.00473878
-0.5 0.1 6.4 0.00450871
-0.5 0.1 6.5 0.00428976
-0.5 0.1 6.6 0.0040814
-0.5 0.1 6.7 0.00388312
-0.5 0.1 6.8 0.00369444
-0.5 0.1 6.9 0.00351489
-0.5 0.1 7 0.00334404
-0.5 0.1 7.1 0.00318147
-0.5 0.1 7.2 0.00302678
-0.5 0.1 7.3 0.00287959
-0.5 0.1 7.4 0.00273953
-0.5 0.1 7.5 0.00260627
-0.5 0.1 7.6 0.00247948
-0.5 0.1 7.7 0.00235884
-0.5 0.1 7.8 0.00224405
-0.5 0.1 7.9 0.00213484
-0.5 0.1 8 0.00203094
-0.5 0.1 8.1 0.00193208
-0.5 0.1 8.2 0.00183802
-0.5 0.1 8.3 0.00174854
-0.5 0.1 8.4 0.0016634
-0.5 0.1 8.5 0.00158241
-0.5 0.1 8.6 0.00150535
-0.5 0.1 8.7 0.00143204
-0.5 0.1 8.8 0.00136229
-0.5 0.1 8.9 0.00129594
-0.5 0.1 9 0.00123281
-0.5 0.1 9.1 0.00117276
-0.5 0.1 9.2 0.00111562
-0.5 0.1 9.3 0.00106127
-0.5 0.1 9.4 0.00100957
-0.5 0.1 9.5 0.000960376
-0.5 0.1 9.6 0.000913581
-0.5 0.1 9.7 0.000869064
-0.5 0.1 9.8 0.000826714
-0.5 0.1 9.9 0.000786426
-0.5 0.1 10 0.000748101
-0.5 0.2 0 0.2
-0.5 0.2 0.1 0.19212
-0.5 0.2 0.2 0.184479
-0.5 0.2 0.3 0.177075
-0.5 0.2 0.4 0.169906
-0.5 0.2 0.5 0.16297
-0.5 0.2 0.6 0.156264
-0.5 0.2 0.7 0.149784
-0.5 0.2 0.8 0.143528
-0.5 0.2 0.9 0.13749
-0.5 0.2 1 0.131668
-0.5 0.2 1.1 0.126056
-0.5 0.2 1.2 0.120649
-0.5 0.2 1.3 0.115445
-0.5 0.2 1.4 0.110436
-0.5 0.2 1.5 0.105619
-0.5 0.2 1.6 0.100988
-0.5 0.2 1.7 0.0965383
-0.5 0.2 1.8 0.0922644
-0.5 0.2 1.9 0.0881614
-0.5 0.2 2 0.0842238
-0.5 0.2 2.1 0.0804466
-0.5 0.2 2.2 0.0768246
-0.5 0.2 2.3 0.0733527
-0.5 0.2 2.4 0.0700257
-0.5 0.2 2.5 0.0668388
-0.5 0.2 2.6 0.063787
-0.5 0.2 2.7 0.0608654
-0.5 0.2 2.8 0.0580693
-0.5 0.2 2.9 0.0553941
-0.5 0.2 3 0.0528353
-0.5 0.2 3.1 0.0503883
-0.5 0.2 3.2 0.0480489
-0.5 0.2 3.3 0.0458129
-0.5 0.2 3.4 0.0436762
-0.5 0.2 3.5 0.0416347
-0.5 0.2 3.6 0.0396848
-0.5 0.2 3.7 0.0378225
-0.5 0.2 3.8 0.0360444
-0.5 0.2 3.9 0.0343469
-0.5 0.2 4 0.0327266
-0.5 0.2 4.1 0.0311802
-0.5 0.2 4.2 0.0297047
-0.5 0.2 4.3 0.028297
-0.5 0.2 4.4 0.0269541
-0.5 0.2 4.5 0.0256733
-0.5 0.2 4.6 0.0244518
-0.5 0.2 4.7 0.0232871
-0.5 0.2 4.8 0.0221765
-0.5 0.2 4.9 0.0211178
-0.5 0.2 5 0.0201086
-0.5 0.2 5.1 0.0191467
-0.5 0.2 5.2 0.0182299
-0.5 0.2 5.3 0.0173562
-0.5 0.2 5.4 0.0165238
-0.5 0.2 5.5 0.0157306
-0.5 0.2 5.6 0.0149749
-0.5 0.2 5.7 0.0142549
-0.5 0.2 5.8 0.0135692
-0.5 0.2 5.9 0.0129159
-0.5 0.2 6 0.0122937
-0.5 0.2 6.1 0.0117012
-0.5 0.2 6.2 0.0111369
-0.5 0.2 6.3 0.0105995
-0.5 0.2 6.4 0.0100878
-0.5 0.2 6.5 0.00960049
-0.5 0.2 6.6 0.00913655
-0.5 0.2 6.7 0.00869483
-0.5 0.2 6.8 0.00827428
-0.5 0.2 6.9 0.00787392
-0.5 0.2 7 0.00749278
-0.5 0.2 7.1 0.00712996
-0.5 0.2 7.2 0.00678459
-0.5 0.2 7.3 0.00645583
-0.5 0.2 7.4 0.00614291
-0.5 0.2 7.5 0.00584507
-0.5 0.2 7.6 0.00556159
-0.5 0.2 7.7 0.00529178
-0.5 0.2 7.8 0.005035
-0.5 0.2 7.9 0.00479062
-0.5 0.2 8 0.00455804
-0.5 0.2 8.1 0.0043367
-0.5 0.2 8.2 0.00412607
-0.5 0.2 8.3 0.00392563
-0.5 0.2 8.4 0.00373489
-0.5 0.2 8.5 0.00355339
-0.5 0.2 8.6 0.00338067
-0.5 0.2 8.7 0.00321633
-0.5 0.2 8.8 0.00305994
-0.5 0.2 8.9 0.00291114
-0.5 0.2 9 0.00276956
-0.5 0.2 9.1 0.00263484
-0.5 0.2 9.2 0.00250666
-0.5 0.2 9.3 0.0023847
-0.5 0.2 9.4 0.00226866
-0.5 0.2 9.5 0.00215826
-0.5 0.2 9.6 0.00205321
-0.5 0.2 9.7 0.00195327
-0.5 0.2 9.8 0.00185819
-0.5 0.2 9.9 0.00176772
-0.5 0.2 10 0.00168165
-0.5 0.3 0 0.3
-0.5 0.3 0.1 0.289606
-0.5 0.3 0.2 0.279429
-0.5 0.3 0.3 0.269473
-0.5 0.3 0.4 0.259744
-0.5 0.3 0.5 0.250247
-0.5 0.3 0.6 0.240983
-0.5 0.3 0.7 0.231956
-0.5 0.3 0.8 0.223168
-0.5 0.3 0.9 0.21462
-0.5 0.3 1 0.206312
-0.5 0.3 1.1 0.198245
-0.5 0.3 1.2 0.190418
-0.5 0.3 1.3 0.182829
-0.5 0.3 1.4 0.175477
-0.5 0.3 1.5 0.16836
-0.5 0.3 1.6 0.161474
-0.5 0.3 1.7 0.154819
-0.5 0.3 1.8 0.148388
-0.5 0.3 1.9 0.14218
-0.5 0.3 2 0.13619
-0.5 0.3 2.1 0.130415
-0.5 0.3 2.2 0.124848
-0.5 0.3 2.3 0.119487
-0.5 0.3 2.4 0.114326
-0.5 0.3 2.5 0.10936
-0.5 0.3 2.6 0.104584
-0.5 0.3 2.7 0.0999934
-0.5 0.3 2.8 0.0955828
-0.5 0.3 2.9 0.091347
-0.5 0.3 3 0.0872808
-0.5 0.3 3.1 0.083379
-0.5 0.3 3.2 0.0796364
-0.5 0.3 3.3 0.0760478
-0.5 0.3 3.4 0.0726082
-0.5 0.3 3.5 0.0693125
-0.5 0.3 3.6 0.0661558
-0.5 0.3 3.7 0.063133
-0.5 0.3 3.8 0.0602394
-0.5 0.3 3.9 0.0574704
-0.5 0.3 4 0.0548212
-0.5 0.3 4.1 0.0522873
-0.5 0.3 4.2 0.0498644
-0.5 0.3 4.3 0.0475481
-0.5 0.3 4.4 0.0453343
-0.5 0.3 4.5 0.0432189
-0.5 0.3 4.6 0.0411979
-0.5 0.3 4.7 0.0392675
-0.5 0.3 4.8 0.0374241
-0.5 0.3 4.9 0.035664
-0.5 0.3 5 0.0339838
-0.5 0.3 5.1 0.03238
-0.5 0.3 5.2 0.0308495
-0.5 0.3 5.3 0.0293892
-0.5 0.3 5.4 0.027996
-0.5 0.3 5.5 0.026667
-0.5 0.3 5.6 0.0253995
-0.5 0.3 5.7 0.0241907
-0.5 0.3 5.8 0.0230381
-0.5 0.3 5.9 0.0219392
-0.5 0.3 6 0.0208915
-0.5 0.3 6.1 0.0198929
-0.5 0.3 6.2 0.0189411
-0.5 0.3 6.3 0.018034
-0.5 0.3 6.4 0.0171696
-0.5 0.3 6.5 0.0163459
-0.5 0.3 6.6 0.0155611
-0.5 0.3 6.7 0.0148134
-0.5 0.3 6.8 0.0141011
-0.5 0.3 6.9 0.0134227
-0.5 0.3 7 0.0127764
-0.5 0.3 7.1 0.0121609
-0.5 0.3 7.2 0.0115746
-0.5 0.3 7.3 0.0110163
-0.5 0.3 7.4 0.0104847
-0.5 0.3 7.5 0.00997846
-0.5 0.3 7.6 0.00949643
-0.5 0.3 7.7 0.00903747
-0.5 0.3 7.8 0.00860049
-0.5 0.3 7.9 0.00818448
-0.5 0.3 8 0.00778842
-0.5 0.3 8.1 0.00741139
-0.5 0.3 8.2 0.00705248
-0.5 0.3 8.3 0.00671084
-0.5 0.3 8.4 0.00638564
-0.5 0.3 8.5 0.0060761
-0.5 0.3 8.6 0.00578148
-0.5 0.3 8.7 0.00550106
-0.5 0.3 8.8 0.00523418
-0.5 0.3 8.9 0.00498017
-0.5 0.3 9 0.00473844
-0.5 0.3 9.1 0.00450838
-0.5 0.3 9.2 0.00428945
-0.5 0.3 9.3 0.00408111
-0.5 0.3 9.4 0.00388284
-0.5 0.3 9.5 0.00369417
-0.5 0.3 9.6 0.00351464
-0.5 0.3 9.7 0.0033438
-0.5 0.3 9.8 0.00318124
-0.5 0.3 9.9 0.00302656
-0.5 0.3 10 0.00287938
-0.5 0.4 0 0.4
-0.5 0.4 0.1 0.388062
-0.5 0.4 0.2 0.376257
-0.5 0.4 0.3 0.364597
-0.5 0.4 0.4 0.353094
-0.5 0.4 0.5 0.341759
-0.5 0.4 0.6 0.330602
-0.5 0.4 0.7 0.319632
-0.5 0.4 0.8 0.308858
-0.5 0.4 0.9 0.298288
-0.5 0.4 1 0.287929
-0.5 0.4 1.1 0.277787
-0.5 0.4 1.2 0.267868
-0.5 0.4 1.3 0.258177
-0.5 0.4 1.4 0.248717
-0.5 0.4 1.5 0.239492
-0.5 0.4 1.6 0.230504
-0.5 0.4 1.7 0.221756
-0.5 0.4 1.8 0.213247
-0.5 0.4 1.9 0.204978
-0.5 0.4 2 0.19695
-0.5 0.4 2.1 0.189162
-0.5 0.4 2.2 0.181612
-0.5 0.4 2.3 0.174298
-0.5 0.4 2.4 0.167219
-0.5 0.4 2.5 0.160372
-0.5 0.4 2.6 0.153753
-0.5 0.4 2.7 0.147359
-0.5 0.4 2.8 0.141187
-0.5 0.4 2.9 0.135233
-0.5 0.4 3 0.129491
-0.5 0.4 3.1 0.123959
-0.5 0.4 3.2 0.11863
-0.5 0.4 3.3 0.113501
-0.5 0.4 3.4 0.108567
-0.5 0.4 3.5 0.103822
-0.5 0.4 3.6 0.0992608
-0.5 0.4 3.7 0.0948791
-0.5 0.4 3.8 0.0906714
-0.5 0.4 3.9 0.0866324
-0.5 0.4 4 0.0827569
-0.5 0.4 4.1 0.0790398
-0.5 0.4 4.2 0.0754759
-0.5 0.4 4.3 0.0720602
-0.5 0.4 4.4 0.0687875
-0.5 0.4 4.5 0.065653
-0.5 0.4 4.6 0.0626516
-0.5 0.4 4.7 0.0597787
-0.5 0.4 4.8 0.0570296
-0.5 0.4 4.9 0.0543995
-0.5 0.4 5 0.0518841
-0.5 0.4 5.1 0.0494789
-0.5 0.4 5.2 0.0471796
-0.5 0.4 5.3 0.0449821
-0.5 0.4 5.4 0.0428824
-0.5 0.4 5.5 0.0408765
-0.5 0.4 5.6 0.0389606
-0.5 0.4 5.7 0.037131
-0.5 0.4 5.8 0.0353842
-0.5 0.4 5.9 0.0337167
-0.5 0.4 6 0.0321251
-0.5 0.4 6.1 0.0306063
-0.5 0.4 6.2 0.0291571
-0.5 0.4 6.3 0.0277746
-0.5 0.4 6.4 0.0264559
-0.5 0.4 6.5 0.0251981
-0.5 0.4 6.6 0.0239987
-0.5 0.4 6.7 0.022855
-0.5 0.4 6.8 0.0217646
-0.5 0.4 6.9 0.0207251
-0.5 0.4 7 0.0197343
-0.5 0.4 7.1 0.0187899
-0.5 0.4 7.2 0.0178899
-0.5 0.4 7.3 0.0170323
-0.5 0.4 7.4 0.0162151
-0.5 0.4 7.5 0.0154365
-0.5 0.4 7.6 0.0146947
-0.5 0.4 7.7 0.013988
-0.5 0.4 7.8 0.0133149
-0.5 0.4 7.9 0.0126738
-0.5 0.4 8 0.0120631
-0.5 0.4 8.1 0.0114816
-0.5 0.4 8.2 0.0109277
-0.5 0.4 8.3 0.0104003
-0.5 0.4 8.4 0.0098981
-0.5 0.4 8.5 0.00941991
-0.5 0.4 8.6 0.00896461
-0.5 0.4 8.7 0.00853114
-0.5 0.4 8.8 0.00811844
-0.5 0.4 8.9 0.00772556
-0.5 0.4 9 0.00735155
-0.5 0.4 9.1 0.00699552
-0.5 0.4 9.2 0.00665662
-0.5 0.4 9.3 0.00633403
-0.5 0.4 9.4 0.00602697
-0.5 0.4 9.5 0.00573472
-0.5 0.4 9.6 0.00545656
-0.5 0.4 9.7 0.00519182
-0.5 0.4 9.8 0.00493987
-0.5 0.4 9.9 0.00470008
-0.5 0.4 10 0.00447188
-0.5 0.5 0 0.5
-0.5 0.5 0.1 0.487503
-0.5 0.5 0.2 0.475021
-0.5 0.5 0.3 0.46257
-0.5 0.5 0.4 0.450166
-0.5 0.5 0.5 0.437823
-0.5 0.5 0.6 0.425557
-0.5 0.5 0.7 0.413382
-0.5 0.5 0.8 0.401312
-0.5 0.5 0.9 0.389361
-0.5 0.5 1 0.377541
-0.5 0.5 1.1 0.365864
-0.5 0.5 1.2 0.354344
-0.5 0.5 1.3 0.34299
-0.5 0.5 1.4 0.331812
-0.5 0.5 1.5 0.320821
-0.5 0.5 1.6 0.310026
-0.5 0.5 1.7 0.299433
-0.5 0.5 1.8 0.28905
-0.5 0.5 1.9 0.278885
-0.5 0.5 2 0.268941
-0.5 0.5 2.1 0.259225
-0.5 0.5 2.2 0.24974
-0.5 0.5 2.3 0.240489
-0.5 0.5 2.4 0.231475
-0.5 0.5 2.5 0.2227
-0.5 0.5 2.6 0.214165
-0.5 0.5 2.7 0.20587
-0.5 0.5 2.8 0.197816
-0.5 0.5 2.9 0.190002
-0.5 0.5 3 0.182426
-0.5 0.5 3.1 0.175086
-0.5 0.5 3.2 0.167982
-0.5 0.5 3.3 0.161109
-0.5 0.5 3.4 0.154465
-0.5 0.5 3.5 0.148047
-0.5 0.5 3.6 0.141851
-0.5 0.5 3.7 0.135873
-0.5 0.5 3.8 0.130108
-0.5 0.5 3.9 0.124553
-0.5 0.5 4 0.119203
-0.5 0.5 4.1 0.114052
-0.5 0.5 4.2 0.109097
-0.5 0.5 4.3 0.104331
-0.5 0.5 4.4 0.0997505
-0.5 0.5 4.5 0.0953495
-0.5 0.5 4.6 0.091123
-0.5 0.5 4.7 0.0870658
-0.5 0.5 4.8 0.0831727
-0.5 0.5 4.9 0.0794385
-0.5 0.5 5 0.0758582
-0.5 0.5 5.1 0.0724265
-0.5 0.5 5.2 0.0691384
-0.5 0.5 5.3 0.065989
-0.5 0.5 5.4 0.0629734
-0.5 0.5 5.5 0.0600867
-0.5 0.5 5.6 0.0573242
-0.5 0.5 5.7 0.0546813
-0.5 0.5 5.8 0.0521536
-0.5 0.5 5.9 0.0497365
-0.5 0.5 6 0.0474259
-0.5 0.5 6.1 0.0452175
-0.5 0.5 6.2 0.0431073
-0.5 0.5 6.3 0.0410913
-0.5 0.5 6.4 0.0391657
-0.5 0.5 6.5 0.0373269
-0.5 0.5 6.6 0.0355712
-0.5 0.5 6.7 0.0338952
-0.5 0.5 6.8 0.0322955
-0.5 0.5 6.9 0.0307689
-0.5 0.5 7 0.0293122
-0.5 0.5 7.1 0.0279226
-0.5 0.5 7.2 0.026597
-0.5 0.5 7.3 0.0253327
-0.5 0.5 7.4 0.024127
-0.5 0.5 7.5 0.0229774
-0.5 0.5 7.6 0.0218813
-0.5 0.5 7.7 0.0208363
-0.5 0.5 7.8 0.0198403
-0.5 0.5 7.9 0.018891
-0.5 0.5 8 0.0179862
-0.5 0.5 8.1 0.017124
-0.5 0.5 8.2 0.0163025
-0.5 0.5 8.3 0.0155198
-0.5 0.5 8.4 0.014774
-0.5 0.5 8.5 0.0140636
-0.5 0.5 8.6 0.0133869
-0.5 0.5 8.7 0.0127423
-0.5 0.5 8.8 0.0121284
-0.5 0.5 8.9 0.0115438
-0.5 0.5 9 0.0109869
-0.5 0.5 9.1 0.0104567
-0.5 0.5 9.2 0.0099518
-0.5 0.5 9.3 0.00947104
-0.5 0.5 9.4 0.0090133
-0.5 0.5 9.5 0.00857749
-0.5 0.5 9.6 0.00816257
-0.5 0.5 9.7 0.00776757
-0.5 0.5 9.8 0.00739154
