Time nR nF
21.88 497.792 490.778
21.89 497.345 488.807
21.9 496.908 486.842
21.91 496.482 484.882
21.92 496.065 482.928
21.93 495.659 480.981
21.94 495.263 479.039
21.95 494.876 477.103
21.96 494.499 475.173
21.97 494.133 473.249
21.98 493.776 471.332
21.99 493.428 469.42
22 493.09 467.515
22.01 492.762 465.615
22.02 492.444 463.722
22.03 492.135 461.835
22.04 491.835 459.955
22.05 491.545 458.081
22.06 491.264 456.213
22.07 490.993 454.351
22.08 490.73 452.496
22.09 490.477 450.647
22.1 490.234 448.805
22.11 489.999 446.969
22.12 489.773 445.14
22.13 489.557 443.317
22.14 489.349 441.501
22.15 489.15 439.691
22.16 488.961 437.888
22.17 488.78 436.091
22.18 488.608 434.301
22.19 488.445 432.518
22.2 488.29 430.741
22.21 488.144 428.971
22.22 488.007 427.208
22.23 487.879 425.451
22.24 487.759 423.701
22.25 487.648 421.958
22.26 487.545 420.221
22.27 487.451 418.491
22.28 487.365 416.768
22.29 487.287 415.052
22.3 487.218 413.342
22.31 487.157 411.639
22.32 487.104 409.943
22.33 487.06 408.254
22.34 487.024 406.572
22.35 486.996 404.896
22.36 486.976 403.227
22.37 486.965 401.565
22.38 486.961 399.91
22.39 486.966 398.262
22.4 486.978 396.62
22.41 486.998 394.985
22.42 487.027 393.358
22.43 487.063 391.737
22.44 487.107 390.122
22.45 487.159 388.515
22.46 487.219 386.914
22.47 487.287 385.321
22.48 487.362 383.734
22.49 487.445 382.154
22.5 487.536 380.581
22.51 487.635 379.014
22.52 487.741 377.455
22.53 487.855 375.902
22.54 487.976 374.356
22.55 488.105 372.817
22.56 488.241 371.285
22.57 488.385 369.76
22.58 488.537 368.241
22.59 488.696 366.729
22.6 488.862 365.224
22.61 489.036 363.726
22.62 489.217 362.235
22.63 489.405 360.75
22.64 489.601 359.272
22.65 489.804 357.801
22.66 490.014 356.337
22.67 490.232 354.879
22.68 490.457 353.429
22.69 490.689 351.985
22.7 490.928 350.547
22.71 491.174 349.117
22.72 491.428 347.693
22.73 491.688 346.275
22.74 491.956 344.865
22.75 492.231 343.461
22.76 492.513 342.064
22.77 492.801 340.673
22.78 493.097 339.289
22.79 493.4 337.912
22.8 493.71 336.541
22.81 494.027 335.177
22.82 494.35 333.82
22.83 494.681 332.469
22.84 495.019 331.125
22.85 495.363 329.787
22.86 495.714 328.456
22.87 496.072 327.131
22.88 496.437 325.813
22.89 496.809 324.502
22.9 497.187 323.196
22.91 497.573 321.898
22.92 497.965 320.606
22.93 498.363 319.32
22.94 498.769 318.041
22.95 499.181 316.768
22.96 499.6 315.501
22.97 500.025 314.241
22.98 500.457 312.988
22.99 500.896 311.74
23 501.341 310.499
23.01 501.793 309.265
23.02 502.252 308.036
23.03 502.717 306.814
23.04 503.189 305.598
23.05 503.667 304.389
23.06 504.152 303.186
23.07 504.643 301.988
23.08 505.141 300.798
23.09 505.646 299.613
23.1 506.156 298.435
23.11 506.674 297.262
23.12 507.198 296.096
23.13 507.728 294.936
23.14 508.264 293.782
23.15 508.808 292.634
23.16 509.357 291.493
23.17 509.913 290.357
23.18 510.475 289.227
23.19 511.044 288.104
23.2 511.619 286.986
23.21 512.2 285.875
23.22 512.788 284.769
23.23 513.382 283.669
23.24 513.982 282.576
23.25 514.589 281.488
23.26 515.202 280.406
23.27 515.821 279.33
23.28 516.447 278.259
23.29 517.079 277.195
23.3 517.717 276.137
23.31 518.361 275.084
23.32 519.012 274.037
23.33 519.669 272.996
23.34 520.332 271.96
23.35 521.001 270.931
23.36 521.677 269.907
23.37 522.359 268.888
23.38 523.047 267.876
23.39 523.741 266.869
23.4 524.441 265.868
23.41 525.148 264.872
23.42 525.86 263.882
23.43 526.579 262.897
23.44 527.304 261.918
23.45 528.035 260.945
23.46 528.773 259.977
23.47 529.516 259.015
23.48 530.266 258.058
23.49 531.022 257.107
23.5 531.783 256.161
23.51 532.551 255.22
23.52 533.326 254.285
23.53 534.106 253.355
23.54 534.892 252.431
23.55 535.684 251.512
23.56 536.483 250.598
23.57 537.287 249.69
23.58 538.098 248.787
23.59 538.915 247.889
23.6 539.738 246.997
23.61 540.566 246.11
23.62 541.401 245.228
23.63 542.242 244.351
23.64 543.089 243.479
23.65 543.942 242.613
23.66 544.801 241.752
23.67 545.667 240.895
23.68 546.538 240.044
23.69 547.415 239.198
23.7 548.298 238.358
23.71 549.188 237.522
23.72 550.083 236.691
23.73 550.984 235.865
23.74 551.892 235.045
23.75 552.805 234.229
23.76 553.724 233.418
23.77 554.65 232.612
23.78 555.581 231.812
23.79 556.519 231.016
23.8 557.462 230.225
23.81 558.412 229.438
23.82 559.367 228.657
23.83 560.328 227.881
23.84 561.296 227.109
23.85 562.269 226.342
23.86 563.249 225.58
23.87 564.234 224.823
23.88 565.226 224.07
23.89 566.223 223.323
23.9 567.226 222.58
23.91 568.236 221.841
23.92 569.251 221.108
23.93 570.272 220.379
23.94 571.3 219.654
23.95 572.333 218.935
23.96 573.372 218.22
23.97 574.418 217.509
23.98 575.469 216.803
23.99 576.526 216.102
24 577.589 215.405
24.01 578.658 214.713
24.02 579.734 214.025
24.03 580.815 213.342
24.04 581.902 212.663
24.05 582.995 211.989
24.06 584.094 211.319
24.07 585.199 210.654
24.08 586.31 209.993
24.09 587.427 209.336
24.1 588.55 208.684
24.11 589.679 208.037
24.12 590.814 207.393
24.13 591.955 206.754
24.14 593.102 206.119
24.15 594.255 205.489
24.16 595.414 204.863
24.17 596.579 204.241
24.18 597.75 203.623
24.19 598.926 203.01
24.2 600.109 202.401
24.21 601.298 201.796
24.22 602.493 201.195
24.23 603.694 200.599
24.24 604.9 200.007
24.25 606.113 199.418
24.26 607.332 198.834
24.27 608.557 198.255
24.28 609.787 197.679
24.29 611.024 197.107
24.3 612.267 196.54
24.31 613.515 195.976
24.32 614.77 195.417
24.33 616.031 194.861
24.34 617.298 194.31
24.35 618.57 193.763
24.36 619.849 193.219
24.37 621.134 192.68
24.38 622.424 192.145
24.39 623.721 191.613
24.4 625.024 191.086
24.41 626.333 190.563
24.42 627.648 190.043
24.43 628.968 189.527
24.44 630.295 189.016
24.45 631.628 188.508
24.46 632.967 188.004
24.47 634.312 187.504
24.48 635.663 187.008
24.49 637.02 186.515
24.5 638.383 186.026
24.51 639.751 185.542
24.52 641.127 185.061
24.53 642.508 184.584
24.54 643.895 184.11
24.55 645.288 183.641
24.56 646.687 183.175
24.57 648.092 182.713
24.58 649.503 182.254
24.59 650.921 181.799
24.6 652.344 181.348
24.61 653.773 180.901
24.62 655.209 180.458
24.63 656.65 180.018
24.64 658.098 179.581
24.65 659.551 179.149
24.66 661.011 178.72
24.67 662.477 178.295
24.68 663.949 177.873
24.69 665.426 177.455
24.7 666.91 177.04
24.71 668.4 176.63
24.72 669.896 176.222
24.73 671.398 175.819
24.74 672.907 175.418
24.75 674.421 175.022
24.76 675.941 174.629
24.77 677.468 174.239
24.78 679 173.853
24.79 680.539 173.471
24.8 682.083 173.092
24.81 683.634 172.716
24.82 685.191 172.345
24.83 686.754 171.976
24.84 688.323 171.611
24.85 689.898 171.25
24.86 691.479 170.891
24.87 693.066 170.537
24.88 694.66 170.186
24.89 696.259 169.838
24.9 697.865 169.494
24.91 699.477 169.153
24.92 701.094 168.815
24.93 702.718 168.481
24.94 704.348 168.15
24.95 705.984 167.823
24.96 707.626 167.499
24.97 709.275 167.179
24.98 710.929 166.862
24.99 712.59 166.548
25 714.256 166.237
25.01 715.929 165.93
25.02 717.608 165.626
25.03 719.293 165.326
25.04 720.984 165.029
25.05 722.681 164.735
25.06 724.384 164.445
25.07 726.094 164.158
25.08 727.809 163.874
25.09 729.531 163.593
25.1 731.258 163.316
25.11 732.992 163.042
25.12 734.732 162.771
25.13 736.478 162.504
25.14 738.23 162.24
25.15 739.989 161.979
25.16 741.753 161.722
25.17 743.524 161.467
25.18 745.3 161.216
25.19 747.083 160.968
25.2 748.872 160.724
25.21 750.667 160.483
25.22 752.468 160.245
25.23 754.275 160.01
25.24 756.088 159.778
25.25 757.907 159.55
25.26 759.733 159.325
25.27 761.564 159.103
25.28 763.402 158.884
25.29 765.246 158.669
25.3 767.096 158.457
25.31 768.951 158.248
25.32 770.813 158.042
25.33 772.682 157.839
25.34 774.556 157.64
25.35 776.436 157.444
25.36 778.322 157.251
25.37 780.215 157.061
25.38 782.113 156.875
25.39 784.018 156.691
25.4 785.928 156.511
25.41 787.845 156.334
25.42 789.768 156.161
25.43 791.697 155.99
25.44 793.631 155.823
25.45 795.572 155.658
25.46 797.519 155.498
25.47 799.472 155.34
25.48 801.431 155.185
25.49 803.396 155.034
25.5 805.367 154.886
25.51 807.344 154.741
25.52 809.327 154.599
25.53 811.317 154.46
25.54 813.312 154.325
25.55 815.313 154.193
25.56 817.32 154.064
25.57 819.333 153.938
25.58 821.352 153.815
25.59 823.377 153.696
25.6 825.408 153.58
25.61 827.445 153.467
25.62 829.488 153.357
25.63 831.537 153.251
25.64 833.591 153.147
25.65 835.652 153.047
25.66 837.719 152.95
25.67 839.791 152.857
25.68 841.87 152.766
25.69 843.954 152.679
25.7 846.044 152.595
25.71 848.14 152.514
25.72 850.242 152.437
25.73 852.35 152.363
25.74 854.464 152.292
25.75 856.583 152.224
25.76 858.709 152.16
25.77 860.84 152.098
25.78 862.977 152.041
25.79 865.119 151.986
25.8 867.268 151.934
25.81 869.422 151.886
25.82 871.582 151.842
25.83 873.748 151.8
25.84 875.92 151.762
25.85 878.097 151.727
25.86 880.28 151.695
25.87 882.468 151.667
25.88 884.663 151.642
25.89 886.863 151.621
25.9 889.068 151.602
25.91 891.279 151.588
25.92 893.496 151.576
25.93 895.719 151.568
25.94 897.947 151.563
25.95 900.18 151.562
25.96 902.42 151.564
25.97 904.664 151.569
25.98 906.914 151.578
25.99 909.17 151.59
26 911.431 151.606
26.01 913.698 151.625
26.02 915.97 151.647
26.03 918.248 151.673
26.04 920.531 151.702
26.05 922.819 151.735
26.06 925.113 151.772
26.07 927.412 151.812
26.08 929.716 151.855
26.09 932.026 151.902
26.1 934.341 151.952
26.11 936.661 152.006
26.12 938.987 152.064
26.13 941.317 152.125
26.14 943.653 152.189
26.15 945.994 152.258
26.16 948.34 152.329
26.17 950.692 152.405
26.18 953.048 152.484
26.19 955.41 152.567
26.2 957.776 152.653
26.21 960.148 152.743
26.22 962.524 152.837
26.23 964.906 152.934
26.24 967.292 153.035
26.25 969.683 153.14
26.26 972.08 153.249
26.27 974.481 153.361
26.28 976.886 153.477
26.29 979.297 153.597
26.3 981.713 153.721
26.31 984.133 153.848
26.32 986.557 153.98
26.33 988.987 154.115
26.34 991.421 154.254
26.35 993.86 154.397
26.36 996.303 154.544
26.37 998.751 154.695
26.38 1001.2 154.849
26.39 1003.66 155.008
26.4 1006.12 155.171
26.41 1008.59 155.337
26.42 1011.06 155.508
26.43 1013.53 155.683
26.44 1016.01 155.862
26.45 1018.49 156.044
26.46 1020.98 156.231
26.47 1023.47 156.422
26.48 1025.96 156.618
26.49 1028.46 156.817
26.5 1030.97 157.021
26.51 1033.47 157.228
26.52 1035.98 157.44
26.53 1038.5 157.656
26.54 1041.02 157.877
26.55 1043.54 158.102
26.56 1046.07 158.331
26.57 1048.6 158.564
26.58 1051.13 158.802
26.59 1053.67 159.044
26.6 1056.21 159.291
26.61 1058.75 159.542
26.62 1061.3 159.797
26.63 1063.85 160.057
26.64 1066.4 160.322
26.65 1068.96 160.591
26.66 1071.52 160.865
26.67 1074.09 161.143
26.68 1076.65 161.426
26.69 1079.22 161.713
26.7 1081.8 162.005
26.71 1084.37 162.302
26.72 1086.95 162.604
26.73 1089.53 162.91
26.74 1092.12 163.221
26.75 1094.7 163.537
26.76 1097.29 163.858
26.77 1099.89 164.184
26.78 1102.48 164.515
26.79 1105.08 164.85
26.8 1107.68 165.191
26.81 1110.28 165.536
26.82 1112.89 165.887
26.83 1115.49 166.243
26.84 1118.1 166.603
26.85 1120.71 166.969
26.86 1123.32 167.341
26.87 1125.94 167.717
26.88 1128.55 168.098
26.89 1131.17 168.485
26.9 1133.79 168.877
26.91 1136.41 169.275
26.92 1139.04 169.678
26.93 1141.66 170.086
26.94 1144.29 170.5
26.95 1146.91 170.919
26.96 1149.54 171.344
26.97 1152.17 171.774
26.98 1154.8 172.21
26.99 1157.43 172.652
27 1160.06 173.099
27.01 1162.69 173.552
27.02 1165.33 174.011
27.03 1167.96 174.476
27.04 1170.6 174.946
27.05 1173.23 175.422
27.06 1175.87 175.905
27.07 1178.5 176.393
27.08 1181.14 176.887
27.09 1183.77 177.388
27.1 1186.41 177.894
27.11 1189.04 178.407
27.12 1191.68 178.925
27.13 1194.31 179.45
27.14 1196.94 179.982
27.15 1199.58 180.519
27.16 1202.21 181.063
27.17 1204.84 181.614
27.18 1207.47 182.171
27.19 1210.1 182.734
27.2 1212.73 183.304
27.21 1215.36 183.88
27.22 1217.98 184.464
27.23 1220.61 185.054
27.24 1223.23 185.65
27.25 1225.85 186.254
27.26 1228.47 186.864
27.27 1231.09 187.481
27.28 1233.7 188.106
27.29 1236.32 188.737
27.3 1238.93 189.375
27.31 1241.54 190.021
27.32 1244.14 190.673
27.33 1246.74 191.333
27.34 1249.34 192
27.35 1251.94 192.674
27.36 1254.54 193.356
27.37 1257.13 194.045
27.38 1259.71 194.742
27.39 1262.3 195.447
27.4 1264.88 196.158
27.41 1267.45 196.878
27.42 1270.03 197.605
27.43 1272.6 198.34
27.44 1275.16 199.083
27.45 1277.72 199.834
27.46 1280.27 200.593
27.47 1282.83 201.36
27.48 1285.37 202.135
27.49 1287.91 202.918
27.5 1290.45 203.709
27.51 1292.98 204.509
27.52 1295.5 205.316
27.53 1298.02 206.133
27.54 1300.54 206.957
27.55 1303.04 207.791
27.56 1305.54 208.632
27.57 1308.04 209.483
27.58 1310.53 210.342
27.59 1313.01 211.21
27.6 1315.49 212.087
27.61 1317.95 212.972
27.62 1320.42 213.867
27.63 1322.87 214.771
27.64 1325.32 215.683
27.65 1327.76 216.605
27.66 1330.19 217.536
27.67 1332.61 218.477
27.68 1335.02 219.427
27.69 1337.43 220.386
27.7 1339.83 221.355
27.71 1342.22 222.333
27.72 1344.6 223.321
27.73 1346.97 224.319
27.74 1349.33 225.327
27.75 1351.68 226.344
27.76 1354.03 227.371
27.77 1356.36 228.409
27.78 1358.68 229.456
27.79 1360.99 230.514
27.8 1363.29 231.581
27.81 1365.58 232.659
27.82 1367.86 233.748
27.83 1370.13 234.847
27.84 1372.39 235.956
27.85 1374.63 237.076
27.86 1376.87 238.207
27.87 1379.09 239.348
27.88 1381.3 240.5
27.89 1383.5 241.663
27.9 1385.68 242.837
27.91 1387.85 244.022
27.92 1390.01 245.218
27.93 1392.15 246.425
27.94 1394.29 247.643
27.95 1396.4 248.873
27.96 1398.51 250.114
27.97 1400.6 251.367
27.98 1402.67 252.631
27.99 1404.73 253.907
28 1406.77 255.194
28.01 1408.8 256.493
28.02 1410.82 257.804
28.03 1412.82 259.127
28.04 1414.8 260.462
28.05 1416.76 261.809
28.06 1418.71 263.168
28.07 1420.65 264.539
28.08 1422.56 265.922
28.09 1424.46 267.318
28.1 1426.34 268.726
28.11 1428.21 270.147
28.12 1430.05 271.58
28.13 1431.88 273.026
28.14 1433.69 274.485
28.15 1435.48 275.956
28.16 1437.25 277.44
28.17 1439 278.937
28.18 1440.73 280.447
28.19 1442.45 281.97
28.2 1444.14 283.506
28.21 1445.81 285.055
28.22 1447.46 286.618
28.23 1449.09 288.194
28.24 1450.7 289.783
28.25 1452.29 291.385
28.26 1453.86 293.001
28.27 1455.4 294.631
28.28 1456.92 296.274
28.29 1458.42 297.931
28.3 1459.9 299.602
28.31 1461.35 301.286
28.32 1462.79 302.984
28.33 1464.19 304.696
28.34 1465.58 306.422
28.35 1466.94 308.162
28.36 1468.27 309.916
28.37 1469.58 311.685
28.38 1470.87 313.467
28.39 1472.13 315.264
28.4 1473.36 317.075
28.41 1474.57 318.9
28.42 1475.75 320.739
28.43 1476.91 322.593
28.44 1478.04 324.461
28.45 1479.14 326.344
28.46 1480.22 328.241
28.47 1481.27 330.153
28.48 1482.29 332.079
28.49 1483.28 334.02
28.5 1484.24 335.976
28.51 1485.18 337.946
28.52 1486.09 339.931
28.53 1486.97 341.931
28.54 1487.81 343.945
28.55 1488.63 345.974
28.56 1489.42 348.018
28.57 1490.18 350.077
28.58 1490.91 352.15
28.59 1491.61 354.239
28.6 1492.28 356.342
28.61 1492.91 358.46
28.62 1493.52 360.593
28.63 1494.09 362.74
28.64 1494.63 364.903
28.65 1495.14 367.08
28.66 1495.61 369.272
28.67 1496.06 371.479
28.68 1496.47 373.7
28.69 1496.84 375.937
28.7 1497.19 378.188
28.71 1497.5 380.454
28.72 1497.77 382.734
28.73 1498.01 385.029
28.74 1498.22 387.339
28.75 1498.39 389.664
28.76 1498.53 392.003
28.77 1498.63 394.356
28.78 1498.7 396.724
28.79 1498.73 399.106
28.8 1498.73 401.503
28.81 1498.69 403.914
28.82 1498.61 406.34
28.83 1498.5 408.779
28.84 1498.35 411.233
28.85 1498.16 413.7
28.86 1497.94 416.182
28.87 1497.67 418.677
28.88 1497.38 421.186
28.89 1497.04 423.709
28.9 1496.67 426.246
28.91 1496.25 428.796
28.92 1495.8 431.359
28.93 1495.32 433.936
28.94 1494.79 436.526
28.95 1494.22 439.129
28.96 1493.62 441.744
28.97 1492.98 444.373
28.98 1492.29 447.014
28.99 1491.57 449.668
29 1490.81 452.335
29.01 1490.01 455.013
29.02 1489.17 457.704
29.03 1488.29 460.406
29.04 1487.38 463.121
29.05 1486.42 465.847
29.06 1485.42 468.584
29.07 1484.38 471.333
29.08 1483.3 474.093
29.09 1482.18 476.864
29.1 1481.02 479.645
29.11 1479.82 482.438
29.12 1478.58 485.24
29.13 1477.3 488.053
29.14 1475.98 490.875
29.15 1474.62 493.707
29.16 1473.22 496.549
29.17 1471.77 499.4
29.18 1470.29 502.26
29.19 1468.77 505.128
29.2 1467.2 508.005
29.21 1465.6 510.891
29.22 1463.95 513.785
29.23 1462.27 516.686
29.24 1460.54 519.595
29.25 1458.77 522.511
29.26 1456.97 525.434
29.27 1455.12 528.364
29.28 1453.23 531.3
29.29 1451.3 534.242
29.3 1449.33 537.19
29.31 1447.32 540.144
29.32 1445.28 543.103
29.33 1443.19 546.067
29.34 1441.06 549.035
29.35 1438.89 552.008
29.36 1436.69 554.985
29.37 1434.44 557.965
29.38 1432.15 560.948
29.39 1429.83 563.935
29.4 1427.47 566.924
29.41 1425.06 569.916
29.42 1422.62 572.909
29.43 1420.14 575.904
29.44 1417.63 578.9
29.45 1415.07 581.897
29.46 1412.48 584.894
29.47 1409.85 587.891
29.48 1407.18 590.889
29.49 1404.48 593.885
29.5 1401.74 596.881
29.51 1398.96 599.875
29.52 1396.14 602.867
29.53 1393.29 605.857
29.54 1390.41 608.844
29.55 1387.49 611.828
29.56 1384.53 614.809
29.57 1381.54 617.786
29.58 1378.51 620.758
29.59 1375.45 623.726
29.6 1372.36 626.689
29.61 1369.23 629.647
29.62 1366.07 632.598
29.63 1362.87 635.543
29.64 1359.65 638.482
29.65 1356.39 641.413
29.66 1353.1 644.336
29.67 1349.78 647.251
29.68 1346.42 650.158
29.69 1343.04 653.056
29.7 1339.63 655.945
29.71 1336.18 658.824
29.72 1332.71 661.692
29.73 1329.21 664.55
29.74 1325.68 667.396
29.75 1322.12 670.232
29.76 1318.53 673.055
29.77 1314.92 675.865
29.78 1311.28 678.663
29.79 1307.61 681.448
29.8 1303.92 684.218
29.81 1300.2 686.975
29.82 1296.46 689.717
29.83 1292.69 692.443
29.84 1288.89 695.155
29.85 1285.08 697.85
29.86 1281.24 700.529
29.87 1277.38 703.191
29.88 1273.49 705.836
29.89 1269.59 708.464
29.9 1265.66 711.073
29.91 1261.71 713.664
29.92 1257.75 716.236
29.93 1253.76 718.788
29.94 1249.75 721.321
29.95 1245.73 723.834
29.96 1241.69 726.326
29.97 1237.62 728.797
29.98 1233.55 731.247
29.99 1229.45 733.675
30 1225.34 736.081
30.01 1221.22 738.465
30.02 1217.08 740.825
30.03 1212.92 743.163
30.04 1208.75 745.476
30.05 1204.57 747.766
30.06 1200.37 750.031
30.07 1196.17 752.271
30.08 1191.95 754.487
30.09 1187.72 756.677
30.1 1183.47 758.841
30.11 1179.22 760.979
30.12 1174.96 763.09
30.13 1170.69 765.175
30.14 1166.41 767.233
30.15 1162.12 769.263
30.16 1157.83 771.266
30.17 1153.53 773.24
30.18 1149.22 775.186
30.19 1144.9 777.104
30.2 1140.58 778.992
30.21 1136.26 780.852
30.22 1131.93 782.682
30.23 1127.59 784.482
30.24 1123.26 786.253
30.25 1118.92 787.993
30.26 1114.57 789.703
30.27 1110.23 791.382
30.28 1105.88 793.03
30.29 1101.54 794.647
30.3 1097.19 796.233
30.31 1092.84 797.787
30.32 1088.5 799.31
30.33 1084.15 800.801
30.34 1079.81 802.259
30.35 1075.46 803.686
30.36 1071.12 805.08
30.37 1066.79 806.441
30.38 1062.45 807.77
30.39 1058.12 809.065
30.4 1053.79 810.328
30.41 1049.47 811.558
30.42 1045.16 812.754
30.43 1040.85 813.917
30.44 1036.54 815.047
30.45 1032.24 816.143
30.46 1027.95 817.205
30.47 1023.66 818.234
30.48 1019.39 819.229
30.49 1015.12 820.19
30.5 1010.86 821.117
30.51 1006.6 822.011
30.52 1002.36 822.87
30.53 998.126 823.695
30.54 993.902 824.487
30.55 989.688 825.244
30.56 985.485 825.967
30.57 981.293 826.656
30.58 977.112 827.311
30.59 972.942 827.932
30.6 968.785 828.519
30.61 964.639 829.072
30.62 960.507 829.591
30.63 956.387 830.076
30.64 952.281 830.527
30.65 948.188 830.944
30.66 944.108 831.327
30.67 940.043 831.677
30.68 935.993 831.994
30.69 931.956 832.276
30.7 927.935 832.526
30.71 923.929 832.741
30.72 919.939 832.924
30.73 915.964 833.074
30.74 912.005 833.19
30.75 908.063 833.274
30.76 904.137 833.325
30.77 900.227 833.343
30.78 896.335 833.328
30.79 892.459 833.282
30.8 888.601 833.203
30.81 884.76 833.092
30.82 880.937 832.949
30.83 877.132 832.774
30.84 873.346 832.568
30.85 869.577 832.331
30.86 865.827 832.062
30.87 862.095 831.762
30.88 858.382 831.431
30.89 854.688 831.07
30.9 851.014 830.678
30.91 847.358 830.256
30.92 843.722 829.804
30.93 840.106 829.322
30.94 836.509 828.811
30.95 832.932 828.27
30.96 829.374 827.7
30.97 825.837 827.101
30.98 822.32 826.473
30.99 818.823 825.817
31 815.347 825.132
31.01 811.891 824.42
31.02 808.455 823.68
31.03 805.04 822.912
31.04 801.646 822.117
31.05 798.272 821.295
31.06 794.92 820.446
31.07 791.588 819.571
31.08 788.277 818.669
31.09 784.988 817.741
31.1 781.719 816.788
31.11 778.471 815.809
31.12 775.245 814.805
31.13 772.04 813.776
31.14 768.856 812.723
31.15 765.693 811.645
31.16 762.552 810.543
31.17 759.432 809.417
31.18 756.334 808.267
31.19 753.256 807.094
31.2 750.201 805.899
31.21 747.166 804.68
31.22 744.153 803.439
31.23 741.162 802.176
31.24 738.192 800.891
31.25 735.243 799.584
31.26 732.316 798.256
31.27 729.41 796.907
31.28 726.526 795.537
31.29 723.663 794.147
31.3 720.821 792.737
31.31 718.001 791.306
31.32 715.202 789.857
31.33 712.424 788.387
31.34 709.668 786.899
31.35 706.933 785.392
31.36 704.219 783.866
31.37 701.527 782.323
31.38 698.855 780.761
31.39 696.205 779.182
31.4 693.575 777.585
31.41 690.967 775.972
31.42 688.38 774.341
31.43 685.813 772.694
31.44 683.268 771.031
31.45 680.743 769.352
31.46 678.239 767.658
31.47 675.756 765.948
31.48 673.293 764.223
31.49 670.851 762.483
31.5 668.43 760.728
31.51 666.029 758.96
31.52 663.648 757.177
31.53 661.288 755.381
31.54 658.948 753.571
31.55 656.628 751.748
31.56 654.328 749.912
31.57 652.049 748.063
31.58 649.789 746.202
31.59 647.55 744.329
31.6 645.33 742.444
31.61 643.13 740.548
31.62 640.949 738.64
31.63 638.789 736.721
31.64 636.648 734.791
31.65 634.526 732.851
31.66 632.424 730.9
31.67 630.34 728.939
31.68 628.277 726.969
31.69 626.232 724.989
31.7 624.206 722.999
31.71 622.2 721.001
31.72 620.212 718.993
31.73 618.243 716.978
31.74 616.292 714.953
31.75 614.361 712.921
31.76 612.447 710.881
31.77 610.553 708.833
31.78 608.676 706.777
31.79 606.818 704.715
31.8 604.978 702.645
31.81 603.156 700.569
31.82 601.352 698.486
31.83 599.566 696.397
31.84 597.798 694.302
31.85 596.047 692.201
31.86 594.315 690.094
31.87 592.599 687.982
31.88 590.901 685.864
31.89 589.221 683.742
31.9 587.558 681.614
31.91 585.912 679.482
31.92 584.283 677.346
31.93 582.671 675.205
31.94 581.075 673.061
31.95 579.497 670.912
31.96 577.936 668.76
31.97 576.391 666.605
31.98 574.862 664.446
31.99 573.35 662.284
32 571.855 660.119
32.01 570.375 657.952
32.02 568.912 655.782
32.03 567.465 653.61
32.04 566.034 651.435
32.05 564.618 649.258
32.06 563.219 647.08
32.07 561.835 644.9
32.08 560.467 642.718
32.09 559.114 640.536
32.1 557.777 638.352
32.11 556.455 636.166
32.12 555.149 633.981
32.13 553.857 631.794
32.14 552.581 629.607
32.15 551.32 627.419
32.16 550.074 625.231
32.17 548.842 623.044
32.18 547.625 620.856
32.19 546.423 618.668
32.2 545.235 616.481
32.21 544.062 614.294
32.22 542.904 612.108
32.23 541.759 609.923
32.24 540.629 607.738
32.25 539.513 605.554
32.26 538.411 603.372
32.27 537.323 601.191
32.28 536.249 599.011
32.29 535.189 596.833
32.3 534.142 594.657
32.31 533.109 592.482
32.32 532.09 590.309
32.33 531.084 588.139
32.34 530.091 585.97
32.35 529.112 583.803
32.36 528.146 581.639
32.37 527.194 579.478
32.38 526.254 577.319
32.39 525.327 575.162
32.4 524.413 573.009
32.41 523.513 570.858
32.42 522.625 568.71
32.43 521.749 566.566
32.44 520.886 564.424
32.45 520.036 562.286
32.46 519.198 560.152
32.47 518.373 558.02
32.48 517.56 555.892
32.49 516.759 553.768
32.5 515.971 551.648
32.51 515.195 549.531
32.52 514.43 547.419
32.53 513.678 545.31
32.54 512.937 543.205
32.55 512.209 541.105
32.56 511.492 539.009
32.57 510.787 536.917
32.58 510.093 534.829
32.59 509.411 532.746
32.6 508.741 530.668
32.61 508.081 528.594
32.62 507.434 526.524
32.63 506.797 524.46
32.64 506.172 522.4
32.65 505.558 520.345
32.66 504.955 518.295
32.67 504.364 516.25
32.68 503.783 514.21
32.69 503.213 512.175
32.7 502.654 510.146
32.71 502.105 508.121
32.72 501.568 506.102
32.73 501.041 504.088
32.74 500.525 502.08
32.75 500.019 500.077
32.76 499.524 498.079
32.77 499.039 496.088
32.78 498.565 494.101
32.79 498.101 492.121
32.8 497.647 490.146
32.81 497.204 488.176
32.82 496.77 486.213
32.83 496.347 484.255
32.84 495.934 482.304
32.85 495.531 480.358
32.86 495.138 478.418
32.87 494.754 476.484
32.88 494.381 474.556
32.89 494.017 472.634
32.9 493.663 470.718
32.91 493.319 468.809
32.92 492.984 466.905
32.93 492.659 465.008
32.94 492.344 463.117
32.95 492.038 461.232
32.96 491.741 459.354
32.97 491.454 457.481
32.98 491.176 455.616
32.99 490.908 453.756
33 490.648 451.903
33.01 490.398 450.056
33.02 490.157 448.216
33.03 489.926 446.382
33.04 489.703 444.555
33.05 489.489 442.734
33.06 489.284 440.92
33.07 489.089 439.113
33.08 488.902 437.311
33.09 488.724 435.517
33.1 488.555 433.729
33.11 488.394 431.948
33.12 488.243 430.173
33.13 488.1 428.405
33.14 487.965 426.644
33.15 487.84 424.889
33.16 487.722 423.142
33.17 487.614 421.4
33.18 487.514 419.666
33.19 487.422 417.938
33.2 487.339 416.217
33.21 487.264 414.503
